Index,Lat_Start,Lon_Start,Number
18792,53.64492,9.9294,5
18793,53.64522,9.92985,1
18794,53.64586,9.93137,2
18795,53.64821,9.93945,3
18796,53.64854,9.94116,4
18797,53.64904,9.94562,5
18798,53.64956,9.9483,1
18799,53.65087,9.95018,2
18800,53.65496,9.95367,3
18801,53.65584,9.95476,4
18802,53.65793,9.95852,5
18803,53.65974,9.96242,1
18804,53.66032,9.96316,2
18805,53.66208,9.96438,3
18806,53.66276,9.96519,4
18807,53.66302,9.96568,5
18808,53.66345,9.96703,1
18809,53.66373,9.96989,2
18810,53.66396,9.9708,3
18811,53.66449,9.97212,4
18812,53.66686,9.97643,5
18813,53.66693,9.97665,1
18814,53.66808,9.97869,2
18815,53.68174,9.99621,3
18816,53.68248,9.99808,4
18817,53.68253,10.00098,5
18818,53.68246,10.00105,1
18819,53.68243,10.0013,2
18820,53.68248,10.00143,3
18821,53.68253,10.00147,4
18822,53.68285,10.00969,5
18823,53.68702,10.03125,1
18824,53.68821,10.03558,2
18825,53.68819,10.03566,3
18826,53.68889,10.0382,4
18827,53.69017,10.0409,5
18828,53.69042,10.04125,1
18829,53.6941,10.04493,2
18830,53.71472,10.07837,3
18831,53.71478,10.07842,4
18832,53.74021,10.11975,5
18833,53.74093,10.1205,1
18834,53.74171,10.12105,2
18835,53.74253,10.12139,3
18836,53.74461,10.12157,4
18837,53.74506,10.12173,5
