type	latitude	longitude	color	opacity	width	scale	sym	name	desc
W	51.034399900	2.376783900				0.7	images/icon-1.png	Dunkirk, France	
W	67.931897000	26.536155000				0.7	images/icon-2.png	Lapland, Finland	

type	latitude	longitude	color	opacity	width	scale	sym	name	desc
T	56.653960000	12.912810000							
T	56.654270000	12.913140000							
T	56.654630000	12.913360000							
T	56.655050000	12.913430000							
T	56.655500000	12.913330000							
T	56.655820000	12.913090000							
T	56.656270000	12.912600000							
T	56.657060000	12.910930000							
T	56.657560000	12.910920000							
T	56.657760000	12.910870000							
T	56.658660000	12.910340000							
T	56.659890000	12.910220000							
T	56.660130000	12.910290000							
T	56.660300000	12.910400000							
T	56.660990000	12.911310000							
T	56.661960000	12.912170000							
T	56.662880000	12.912780000							
T	56.665870000	12.914330000							
T	56.665910000	12.914100000							
T	56.666770000	12.914640000							
T	56.667880000	12.915010000							
T	56.668280000	12.914990000							
T	56.668560000	12.914860000							
T	56.669050000	12.914350000							
T	56.670060000	12.912380000							
T	56.670370000	12.912080000							
T	56.670430000	12.912210000							
T	56.670500000	12.912220000							
T	56.671620000	12.917160000							
T	56.673140000	12.920310000							
T	56.674750000	12.923000000							
T	56.677730000	12.926990000							
T	56.682770000	12.939950000							
T	56.682850000	12.939950000							
T	56.683550000	12.942110000							
T	56.683510000	12.942680000							
T	56.683540000	12.942820000							
T	56.683620000	12.942920000							
T	56.683760000	12.942940000							
T	56.683870000	12.943020000							
T	56.683970000	12.943180000							
T	56.692220000	12.971890000							
T	56.692230000	12.973020000							
T	56.692940000	12.974970000							
T	56.694140000	12.981310000							
T	56.694310000	12.990550000							
T	56.696520000	13.005530000							
T	56.696680000	13.014450000							
T	56.696790000	13.015390000							
T	56.697160000	13.016710000							
T	56.697420000	13.017280000							
T	56.697920000	13.018030000							
T	56.702580000	13.023380000							
T	56.703020000	13.024040000							
T	56.705100000	13.029010000							
T	56.708490000	13.035450000							
T	56.709010000	13.037100000							
T	56.709050000	13.038820000							
T	56.708820000	13.042340000							
T	56.706840000	13.056710000							
T	56.706850000	13.061730000							
T	56.706260000	13.065560000							
T	56.705210000	13.069300000							
T	56.702590000	13.075960000							
T	56.702320000	13.077960000							
T	56.702400000	13.079970000							
T	56.702510000	13.080660000							
T	56.707120000	13.096840000							
T	56.710880000	13.105900000							
T	56.711400000	13.106810000							
T	56.715240000	13.111780000							
T	56.715820000	13.113380000							
T	56.718000000	13.132610000							
T	56.720050000	13.139830000							
T	56.720980000	13.141670000							
T	56.725680000	13.146960000							
T	56.726420000	13.147620000							
T	56.726790000	13.147840000							
T	56.727810000	13.148230000							
T	56.728360000	13.148560000							
T	56.733860000	13.154630000							
T	56.735050000	13.156240000							
T	56.737130000	13.159970000							
T	56.737540000	13.160520000							
T	56.739670000	13.162310000							
T	56.740170000	13.162840000							
T	56.740350000	13.162880000							
T	56.741720000	13.164220000							
T	56.742280000	13.164930000							
T	56.743300000	13.165590000							
T	56.743930000	13.166160000							
T	56.744550000	13.167170000							
T	56.744910000	13.167570000							
T	56.746930000	13.168450000							
T	56.748780000	13.168910000							
T	56.749610000	13.169290000							
T	56.750200000	13.169680000							
T	56.751410000	13.171200000							
T	56.751700000	13.171760000							
T	56.753550000	13.171780000							
T	56.755110000	13.171390000							
T	56.760570000	13.171820000							
T	56.765350000	13.173960000							
T	56.765780000	13.173940000							
T	56.766780000	13.173570000							
T	56.766990000	13.173580000							
T	56.769750000	13.174290000							
T	56.772020000	13.174460000							
T	56.773100000	13.174820000							
T	56.773730000	13.175270000							
T	56.774380000	13.175990000							
T	56.780120000	13.185270000							
T	56.780280000	13.185410000							
T	56.780610000	13.185500000							
T	56.782360000	13.188030000							
T	56.782970000	13.190140000							
T	56.783600000	13.191440000							
T	56.785100000	13.193310000							
T	56.785440000	13.193470000							
T	56.788100000	13.193880000							
T	56.790050000	13.194350000							
T	56.791490000	13.193960000							
T	56.793760000	13.193840000							
T	56.794190000	13.194050000							
T	56.795820000	13.195480000							
T	56.798420000	13.199290000							
T	56.799320000	13.200040000							
T	56.805140000	13.203350000							
T	56.808510000	13.206590000							
T	56.813230000	13.208330000							
T	56.816750000	13.209040000							
T	56.817310000	13.209010000							
T	56.820100000	13.209400000							
T	56.820290000	13.209380000							
T	56.820540000	13.209270000							
T	56.822390000	13.207930000							
T	56.822910000	13.207820000							
T	56.824470000	13.207740000							
T	56.825400000	13.207420000							
T	56.826380000	13.207300000							
T	56.827500000	13.206940000							
T	56.831130000	13.207070000							
T	56.831330000	13.207010000							
T	56.832430000	13.206100000							
T	56.833360000	13.204630000							
T	56.833790000	13.203330000							
T	56.834720000	13.201970000							
T	56.834870000	13.201860000							
T	56.835030000	13.201820000							
T	56.836260000	13.202050000							
T	56.836570000	13.202180000							
T	56.838980000	13.203860000							
T	56.839530000	13.204130000							
T	56.843010000	13.205110000							
T	56.843340000	13.205260000							
T	56.850770000	13.210690000							
T	56.851000000	13.210750000							
T	56.856620000	13.209720000							
T	56.856820000	13.209750000							
T	56.859560000	13.210810000							
T	56.863430000	13.210950000							
T	56.868080000	13.210360000							
T	56.876500000	13.208420000							
T	56.880070000	13.207990000							
T	56.880760000	13.207630000							
T	56.883310000	13.207270000							
T	56.883450000	13.207300000							
T	56.883940000	13.207580000							
T	56.886150000	13.207420000							
T	56.887490000	13.206790000							
T	56.888470000	13.206840000							
T	56.889810000	13.207440000							
T	56.890050000	13.207670000							
T	56.890670000	13.208740000							
T	56.890940000	13.209010000							
T	56.891250000	13.209200000							
T	56.891450000	13.209260000							
T	56.891780000	13.209240000							
T	56.892880000	13.208970000							
T	56.893120000	13.208860000							
T	56.893970000	13.208190000							
T	56.894740000	13.208050000							
T	56.894930000	13.207930000							
T	56.895790000	13.207050000							
T	56.896290000	13.206700000							
T	56.896530000	13.206620000							
T	56.897410000	13.206640000							
T	56.898160000	13.206890000							
T	56.898340000	13.206870000							
T	56.898500000	13.206740000							
T	56.899280000	13.205620000							
T	56.899560000	13.205350000							
T	56.903000000	13.202970000							
T	56.903440000	13.202810000							
T	56.904670000	13.202920000							
T	56.907100000	13.204210000							
T	56.907560000	13.204570000							
T	56.908890000	13.205960000							
T	56.909320000	13.206230000							
T	56.909570000	13.206280000							
T	56.912310000	13.206330000							
T	56.913060000	13.205950000							
T	56.914420000	13.204750000							
T	56.916010000	13.202690000							
T	56.916540000	13.201630000							
T	56.918560000	13.199320000							
T	56.919470000	13.197220000							
T	56.920030000	13.195390000							
T	56.920550000	13.194320000							
T	56.921030000	13.192920000							
T	56.922690000	13.189470000							
T	56.923250000	13.188010000							
T	56.926900000	13.174150000							
T	56.930810000	13.162750000							
T	56.930940000	13.161440000							
T	56.937710000	13.143930000							
T	56.939130000	13.140990000							
T	56.939260000	13.140820000							
T	56.939470000	13.140660000							
T	56.940300000	13.140550000							
T	56.940630000	13.140260000							
T	56.942100000	13.136910000							
T	56.942420000	13.135810000							
T	56.943310000	13.134090000							
T	56.944220000	13.129190000							
T	56.944820000	13.127130000							
T	56.948990000	13.120730000							
T	56.951500000	13.114110000							
T	56.953050000	13.111870000							
T	56.955530000	13.106580000							
T	56.955650000	13.106490000							
T	56.955730000	13.106470000							
T	56.956160000	13.106600000							
T	56.956380000	13.106550000							
T	56.958570000	13.103980000							
T	56.957170000	13.096790000							
T	56.957120000	13.095970000							
T	56.957250000	13.094470000							
T	56.957680000	13.094310000							
T	56.958800000	13.094450000							
T	56.959180000	13.094330000							
T	56.960900000	13.093290000							
T	56.960900000	13.093280000							
T	56.962480000	13.092350000							
T	56.962630000	13.092390000							
T	56.964410000	13.094860000							
T	56.966090000	13.095770000							
T	56.966610000	13.096560000							
T	56.967220000	13.097270000							
T	56.967770000	13.098150000							
T	56.968000000	13.098400000							
T	56.969950000	13.099750000							
T	56.970710000	13.100650000							
T	56.971850000	13.102860000							
T	56.972450000	13.103440000							
T	56.973200000	13.103780000							
T	56.973450000	13.103980000							
T	56.973980000	13.103950000							
T	56.974260000	13.104000000							
T	56.974390000	13.103980000							
T	56.974860000	13.103670000							
T	56.976420000	13.103090000							
T	56.976550000	13.103120000							
T	56.976800000	13.103320000							
T	56.977060000	13.103670000							
T	56.977390000	13.103850000							
T	56.977630000	13.103870000							
T	56.977810000	13.103780000							
T	56.978800000	13.102910000							
T	56.979070000	13.102810000							
T	56.979630000	13.102940000							
T	56.980180000	13.103170000							
T	56.980460000	13.103190000							
T	56.980980000	13.103350000							
T	56.981230000	13.103270000							
T	56.981430000	13.103050000							
T	56.981580000	13.102620000							
T	56.981570000	13.101820000							
T	56.981640000	13.101400000							
T	56.982190000	13.100230000							
T	56.982650000	13.099820000							
T	56.984070000	13.098970000							
T	56.984610000	13.098740000							
T	56.985800000	13.098510000							
T	56.987100000	13.098570000							
T	56.987510000	13.098430000							
T	56.989890000	13.096770000							
T	56.990140000	13.096670000							
T	56.991560000	13.095760000							
T	56.991820000	13.095730000							
T	56.992520000	13.095980000							
T	56.994040000	13.095990000							
T	56.995690000	13.096580000							
T	56.997540000	13.098840000							
T	56.997810000	13.099020000							
T	56.999430000	13.099480000							
T	57.000770000	13.099490000							
T	57.001120000	13.099590000							
T	57.002600000	13.100490000							
T	57.003440000	13.101200000							
T	57.005120000	13.102100000							
T	57.005340000	13.102140000							
T	57.006880000	13.101720000							
T	57.007360000	13.101710000							
T	57.007670000	13.101840000							
T	57.008720000	13.103010000							
T	57.010050000	13.105000000							
T	57.010850000	13.105690000							
T	57.015000000	13.107490000							
T	57.015580000	13.107650000							
T	57.016700000	13.107800000							
T	57.017980000	13.107670000							
T	57.019490000	13.107810000							
T	57.020450000	13.107700000							
T	57.020970000	13.107520000							
T	57.021350000	13.107530000							
T	57.022240000	13.108090000							
T	57.023940000	13.108780000							
T	57.025510000	13.109890000							
T	57.026040000	13.108130000							
T	57.026430000	13.099090000							
T	57.026730000	13.099100000							
T	57.026970000	13.099230000							
T	57.032650000	13.104790000							
T	57.034650000	13.106460000							
T	57.035170000	13.105710000							
T	57.036590000	13.104350000							
T	57.039170000	13.102880000							
T	57.044410000	13.098510000							
T	57.045080000	13.097450000							
T	57.045480000	13.096250000							
T	57.046820000	13.086990000							
T	57.047590000	13.084510000							
T	57.049870000	13.079070000							
T	57.050360000	13.076770000							
T	57.053840000	13.068040000							
T	57.054820000	13.066590000							
T	57.059440000	13.062270000							
T	57.066060000	13.054150000							
T	57.067230000	13.052930000							
T	57.068810000	13.051770000							
T	57.070420000	13.050950000							
T	57.071080000	13.050450000							
T	57.074850000	13.046410000							
T	57.075180000	13.046150000							
T	57.078220000	13.044450000							
T	57.078570000	13.044070000							
T	57.079590000	13.042450000							
T	57.079970000	13.042080000							
T	57.080560000	13.041780000							
T	57.090180000	13.041340000							
T	57.090890000	13.040990000							
T	57.091340000	13.040610000							
T	57.091680000	13.040210000							
T	57.092240000	13.039280000							
T	57.095230000	13.032180000							
T	57.098060000	13.028890000							
T	57.098320000	13.028710000							
T	57.098580000	13.028680000							
T	57.098760000	13.028770000							
T	57.098950000	13.028970000							
T	57.101930000	13.033800000							
T	57.102270000	13.034120000							
T	57.103550000	13.034940000							
T	57.104710000	13.036370000							
T	57.105090000	13.036650000							
T	57.105200000	13.036690000							
T	57.105270000	13.036770000							
T	57.105570000	13.036840000							
T	57.105520000	13.037710000							
T	57.105570000	13.037620000							
T	57.105660000	13.036690000							
T	57.105630000	13.036450000							
T	57.105920000	13.032460000							
T	57.106130000	13.031380000							
T	57.108630000	13.033100000							
T	57.108990000	13.033220000							
T	57.113800000	13.034080000							
T	57.114150000	13.034230000							
T	57.114690000	13.034820000							
T	57.125280000	13.051670000							
T	57.125620000	13.052040000							
T	57.128250000	13.054100000							
T	57.132820000	13.059610000							
T	57.133150000	13.059880000							
T	57.137860000	13.062280000							
T	57.138070000	13.062480000							
T	57.138920000	13.063700000							
T	57.139160000	13.063890000							
T	57.141060000	13.064910000							
T	57.141390000	13.064970000							
T	57.142360000	13.064970000							
T	57.142590000	13.064910000							
T	57.143290000	13.064490000							
T	57.143510000	13.064420000							
T	57.143770000	13.064480000							
T	57.143920000	13.064610000							
T	57.145150000	13.066230000							
T	57.148890000	13.069090000							
T	57.149200000	13.069220000							
T	57.149360000	13.069230000							
T	57.149650000	13.069140000							
T	57.150710000	13.068430000							
T	57.151000000	13.068350000							
T	57.151960000	13.068320000							
T	57.152190000	13.068400000							
T	57.152300000	13.068480000							
T	57.154200000	13.070830000							
T	57.154520000	13.071080000							
T	57.154700000	13.071140000							
T	57.155170000	13.071180000							
T	57.155840000	13.071120000							
T	57.158000000	13.070190000							
T	57.165640000	13.071860000							
T	57.165730000	13.071920000							
T	57.167110000	13.078280000							
T	57.167640000	13.079510000							
T	57.175380000	13.091620000							
T	57.175770000	13.092490000							
T	57.178140000	13.100530000							
T	57.178590000	13.101530000							
T	57.179020000	13.102130000							
T	57.184970000	13.106960000							
T	57.184970000	13.106970000							
T	57.189600000	13.110750000							
T	57.190030000	13.111220000							
T	57.196470000	13.121410000							
T	57.197040000	13.122090000							
T	57.197830000	13.122630000							
T	57.200560000	13.123350000							
T	57.201460000	13.123800000							
T	57.205340000	13.127010000							
T	57.206170000	13.127370000							
T	57.206730000	13.127430000							
T	57.207200000	13.127400000							
T	57.207750000	13.127240000							
T	57.211970000	13.125400000							
T	57.214040000	13.124250000							
T	57.215780000	13.123680000							
T	57.216110000	13.123330000							
T	57.216630000	13.122110000							
T	57.216920000	13.121900000							
T	57.218420000	13.121300000							
T	57.222460000	13.117740000							
T	57.225020000	13.116060000							
T	57.232170000	13.104770000							
T	57.233840000	13.103040000							
T	57.235770000	13.099920000							
T	57.235900000	13.099800000							
T	57.236130000	13.099780000							
T	57.236750000	13.099920000							
T	57.237030000	13.099910000							
T	57.237370000	13.099760000							
T	57.238810000	13.098680000							
T	57.238940000	13.098440000							
T	57.240150000	13.094810000							
T	57.240970000	13.096420000							
T	57.245250000	13.102320000							
T	57.247850000	13.106580000							
T	57.251770000	13.110140000							
T	57.252400000	13.110460000							
T	57.253050000	13.110490000							
T	57.254330000	13.110290000							
T	57.256040000	13.109500000							
T	57.256190000	13.109470000							
T	57.257440000	13.109820000							
T	57.257810000	13.110070000							
T	57.258140000	13.110510000							
T	57.258550000	13.110900000							
T	57.259330000	13.111380000							
T	57.259580000	13.111700000							
T	57.261140000	13.114830000							
T	57.261640000	13.115440000							
T	57.261840000	13.115790000							
T	57.262520000	13.117610000							
T	57.262800000	13.118090000							
T	57.265640000	13.120450000							
T	57.265770000	13.120510000							
T	57.265940000	13.120350000							
T	57.266090000	13.120070000							
T	57.266240000	13.119550000							
T	57.266280000	13.118890000							
T	57.266430000	13.118500000							
T	57.266600000	13.118260000							
T	57.267250000	13.117920000							
T	57.268410000	13.117020000							
T	57.268860000	13.116530000							
T	57.269150000	13.116390000							
T	57.270240000	13.115400000							
T	57.271220000	13.114730000							
T	57.271430000	13.114750000							
T	57.271430000	13.114760000							
T	57.271570000	13.114830000							
T	57.271870000	13.115220000							
T	57.272230000	13.116250000							
T	57.272900000	13.117290000							
T	57.273200000	13.118070000							
T	57.273400000	13.118320000							
T	57.274560000	13.119310000							
T	57.275030000	13.119510000							
T	57.275310000	13.119530000							
T	57.276380000	13.119260000							
T	57.276740000	13.119230000							
T	57.276990000	13.119290000							
T	57.277770000	13.119660000							
T	57.277960000	13.119650000							
T	57.278140000	13.119560000							
T	57.278580000	13.119000000							
T	57.278790000	13.118970000							
T	57.279610000	13.119390000							
T	57.280300000	13.119490000							
T	57.281770000	13.120080000							
T	57.282150000	13.120370000							
T	57.282400000	13.120700000							
T	57.283750000	13.123320000							
T	57.284260000	13.124780000							
T	57.284440000	13.125060000							
T	57.285710000	13.126240000							
T	57.287970000	13.130210000							
T	57.289370000	13.132070000							
T	57.292900000	13.135120000							
T	57.293620000	13.135470000							
T	57.295320000	13.135750000							
T	57.296340000	13.135550000							
T	57.297700000	13.135490000							
T	57.301150000	13.136360000							
T	57.303530000	13.137200000							
T	57.307080000	13.137820000							
T	57.307970000	13.138090000							
T	57.308800000	13.138520000							
T	57.308930000	13.138520000							
T	57.309710000	13.138160000							
T	57.309710000	13.138150000							
T	57.311250000	13.138360000							
T	57.311760000	13.140780000							
T	57.311990000	13.141450000							
T	57.312470000	13.142330000							
T	57.312810000	13.142750000							
T	57.316690000	13.145870000							
T	57.318110000	13.146280000							
T	57.318480000	13.148210000							
T	57.319250000	13.149880000							
T	57.319500000	13.150970000							
T	57.319550000	13.152570000							
T	57.319670000	13.152820000							
T	57.320130000	13.153110000							
T	57.320320000	13.153350000							
T	57.321060000	13.154740000							
T	57.321370000	13.155600000							
T	57.321540000	13.157320000							
T	57.322680000	13.161080000							
T	57.323000000	13.161760000							
T	57.327080000	13.167800000							
T	57.330230000	13.172980000							
T	57.330900000	13.176150000							
T	57.331350000	13.177520000							
T	57.333800000	13.183350000							
T	57.335040000	13.185110000							
T	57.336640000	13.188510000							
T	57.336930000	13.189790000							
T	57.337270000	13.193030000							
T	57.337670000	13.193270000							
T	57.337940000	13.193540000							
T	57.338510000	13.194380000							
T	57.339140000	13.195920000							
T	57.339210000	13.196000000							
T	57.340730000	13.196580000							
T	57.341920000	13.197440000							
T	57.342060000	13.197490000							
T	57.342360000	13.197440000							
T	57.342590000	13.197520000							
T	57.343460000	13.198370000							
T	57.343600000	13.198580000							
T	57.343960000	13.199450000							
T	57.344270000	13.199890000							
T	57.344530000	13.200110000							
T	57.345610000	13.201640000							
T	57.345670000	13.201940000							
T	57.345640000	13.202040000							
T	57.345510000	13.202150000							
T	57.345480000	13.202270000							
T	57.345750000	13.203180000							
T	57.345860000	13.203350000							
T	57.346010000	13.203300000							
T	57.346110000	13.203530000							
T	57.346180000	13.204090000							
T	57.346300000	13.204420000							
T	57.347170000	13.205530000							
T	57.347260000	13.205550000							
T	57.347520000	13.205470000							
T	57.347810000	13.205460000							
T	57.347980000	13.205500000							
T	57.348290000	13.205440000							
T	57.348460000	13.205520000							
T	57.348600000	13.205690000							
T	57.348860000	13.206410000							
T	57.348910000	13.206450000							
T	57.349240000	13.205870000							
T	57.349970000	13.205270000							
T	57.351300000	13.204620000							
T	57.354070000	13.202540000							
T	57.354660000	13.202240000							
T	57.356060000	13.202030000							
T	57.356470000	13.201780000							
T	57.359540000	13.199100000							
T	57.359610000	13.199070000							
T	57.359860000	13.199110000							
T	57.361740000	13.200420000							
T	57.361940000	13.200470000							
T	57.364500000	13.199900000							
T	57.364730000	13.199920000							
T	57.366750000	13.200620000							
T	57.366790000	13.201000000							
T	57.367030000	13.201710000							
T	57.367180000	13.201760000							
T	57.367490000	13.201700000							
T	57.367590000	13.201740000							
T	57.367770000	13.201940000							
T	57.367650000	13.202170000							
T	57.367510000	13.202860000							
T	57.367560000	13.203360000							
T	57.368540000	13.204870000							
T	57.370020000	13.206330000							
T	57.371220000	13.207000000							
T	57.371640000	13.207450000							
T	57.372190000	13.208730000							
T	57.372250000	13.209050000							
T	57.372020000	13.211150000							
T	57.372500000	13.212780000							
T	57.372810000	13.215520000							
T	57.372960000	13.215990000							
T	57.373540000	13.217120000							
T	57.374500000	13.220210000							
T	57.375240000	13.221890000							
T	57.375340000	13.222020000							
T	57.375970000	13.222350000							
T	57.378690000	13.224980000							
T	57.379590000	13.226510000							
T	57.380020000	13.227490000							
T	57.381360000	13.228990000							
T	57.381970000	13.230070000							
T	57.382810000	13.234220000							
T	57.383180000	13.238840000							
T	57.387530000	13.245040000							
T	57.392180000	13.250280000							
T	57.402030000	13.259400000							
T	57.403760000	13.260340000							
T	57.404140000	13.260730000							
T	57.404430000	13.261360000							
T	57.404630000	13.262280000							
T	57.404550000	13.265700000							
T	57.404670000	13.266410000							
T	57.405090000	13.267190000							
T	57.405500000	13.267720000							
T	57.405760000	13.267860000							
T	57.406230000	13.267820000							
T	57.406320000	13.267780000							
T	57.406470000	13.267800000							
T	57.406540000	13.267880000							
T	57.406840000	13.268590000							
T	57.407820000	13.269890000							
T	57.409860000	13.276140000							
T	57.410820000	13.277190000							
T	57.411210000	13.277780000							
T	57.411470000	13.278450000							
T	57.411970000	13.280600000							
T	57.412060000	13.282700000							
T	57.412700000	13.285280000							
T	57.413200000	13.286720000							
T	57.413460000	13.286630000							
T	57.413500000	13.286880000							
T	57.414730000	13.288000000							
T	57.415560000	13.289240000							
T	57.415910000	13.290000000							
T	57.416230000	13.291050000							
T	57.416390000	13.291230000							
T	57.417450000	13.291590000							
T	57.417670000	13.291720000							
T	57.417760000	13.291420000							
T	57.417930000	13.291120000							
T	57.418270000	13.290730000							
T	57.418510000	13.290550000							
T	57.419160000	13.290290000							
T	57.419450000	13.290280000							
T	57.420570000	13.291560000							
T	57.420880000	13.291730000							
T	57.421030000	13.292240000							
T	57.421040000	13.292240000							
T	57.421090000	13.292340000							
T	57.421140000	13.292380000							
T	57.424700000	13.291680000							
T	57.425350000	13.291750000							
T	57.426590000	13.292110000							
T	57.433060000	13.295470000							
T	57.434260000	13.296860000							
T	57.435800000	13.300000000							
T	57.436470000	13.301080000							
T	57.437130000	13.301910000							
T	57.440460000	13.304490000							
T	57.445140000	13.307260000							
T	57.446220000	13.308250000							
T	57.448470000	13.311060000							
T	57.451870000	13.314750000							
T	57.453070000	13.315640000							
T	57.454710000	13.316620000							
T	57.455360000	13.317170000							
T	57.462650000	13.325250000							
T	57.463620000	13.326140000							
T	57.467980000	13.329480000							
T	57.468580000	13.330120000							
T	57.469380000	13.331220000							
T	57.471140000	13.334150000							
T	57.478750000	13.342870000							
T	57.482620000	13.347860000							
T	57.483650000	13.348880000							
T	57.483660000	13.349200000							
T	57.483180000	13.350570000							
T	57.483390000	13.350620000							
T	57.483380000	13.350910000							
T	57.485270000	13.354050000							
T	57.486190000	13.355090000							
T	57.486750000	13.353950000							
T	57.486860000	13.353860000							
T	57.486890000	13.353860000							
T	57.486960000	13.353780000							
T	57.487040000	13.353450000							
T	57.486990000	13.352450000							
T	57.487020000	13.352390000							
T	57.487100000	13.352380000							
T	57.488050000	13.352720000							
T	57.489270000	13.352830000							
T	57.490480000	13.352620000							
T	57.498630000	13.348950000							
T	57.500020000	13.348590000							
T	57.503240000	13.348720000							
T	57.505560000	13.349030000							
T	57.510300000	13.350770000							
T	57.510300000	13.350780000							
T	57.518930000	13.354030000							
T	57.526670000	13.355490000							
T	57.527780000	13.355410000							
T	57.529600000	13.354970000							
T	57.530330000	13.354430000							
T	57.530260000	13.354310000							
T	57.536630000	13.352020000							
T	57.536770000	13.353070000							
T	57.537040000	13.352810000							
T	57.538010000	13.352500000							
T	57.539460000	13.351020000							
T	57.539640000	13.350910000							
T	57.539840000	13.350930000							
T	57.540360000	13.351340000							
T	57.546150000	13.349010000							
T	57.547580000	13.348660000							
T	57.549000000	13.348550000							
T	57.576080000	13.350720000							
T	57.580710000	13.350550000							
T	57.581050000	13.350470000							
T	57.603440000	13.348830000							
T	57.603390000	13.348170000							
T	57.603720000	13.347610000							
T	57.604440000	13.348120000							
T	57.605130000	13.348350000							
T	57.606320000	13.348410000							
T	57.606340000	13.348600000							
T	57.606880000	13.348400000							
T	57.613170000	13.343530000							
T	57.613930000	13.343340000							
T	57.615060000	13.343320000							
T	57.622210000	13.345380000							
T	57.624310000	13.346360000							
T	57.634400000	13.353120000							
T	57.638490000	13.355030000							
T	57.639920000	13.355880000							
T	57.642480000	13.358260000							
T	57.643690000	13.359110000							
T	57.644660000	13.359490000							
T	57.657760000	13.362440000							
T	57.660690000	13.362570000							
T	57.661670000	13.362740000							
T	57.673230000	13.370860000							
T	57.681910000	13.378800000							
T	57.688950000	13.384280000							
T	57.696260000	13.392090000							
T	57.697120000	13.392730000							
T	57.700040000	13.394400000							
T	57.700410000	13.394530000							
T	57.700780000	13.394580000							
T	57.701340000	13.394500000							
T	57.702270000	13.394060000							
T	57.703070000	13.393890000							
T	57.703490000	13.394030000							
T	57.703960000	13.394300000							
T	57.704600000	13.394990000							
T	57.706140000	13.397310000							
T	57.706680000	13.397820000							
T	57.707330000	13.398140000							
T	57.708270000	13.398210000							
T	57.708830000	13.398020000							
T	57.709260000	13.397730000							
T	57.712740000	13.394420000							
T	57.713090000	13.394170000							
T	57.713680000	13.394020000							
T	57.714140000	13.394010000							
T	57.714440000	13.394080000							
T	57.714710000	13.394250000							
T	57.716020000	13.395550000							
T	57.727320000	13.408360000							
T	57.728070000	13.409070000							
T	57.728850000	13.409410000							
T	57.729740000	13.409650000							
T	57.731550000	13.409810000							
T	57.732720000	13.409760000							
T	57.733530000	13.409380000							
T	57.734670000	13.408330000							
T	57.741940000	13.398360000							
T	57.743210000	13.395100000							
T	57.743640000	13.394360000							
T	57.744130000	13.393880000							
T	57.745620000	13.393030000							
T	57.746290000	13.392830000							
T	57.746960000	13.392860000							
T	57.751630000	13.394670000							
T	57.752170000	13.395040000							
T	57.754300000	13.396900000							
T	57.754360000	13.396890000							
T	57.754510000	13.396530000							
T	57.754610000	13.396480000							
T	57.754700000	13.396560000							
T	57.754930000	13.397330000							
T	57.757620000	13.399850000							
T	57.758040000	13.400040000							
T	57.758390000	13.400120000							
T	57.758720000	13.400060000							
T	57.760150000	13.399370000							
T	57.760920000	13.399120000							
T	57.761490000	13.399100000							
T	57.764840000	13.399750000							
T	57.766560000	13.400350000							
T	57.771570000	13.403250000							
T	57.772440000	13.403540000							
T	57.773080000	13.403570000							
T	57.773800000	13.403370000							
T	57.774960000	13.403270000							
T	57.782470000	13.404080000							
T	57.783310000	13.404360000							
T	57.789540000	13.408290000							
T	57.790940000	13.409860000							
T	57.791720000	13.410430000							
T	57.791890000	13.410500000							
T	57.792700000	13.410540000							
T	57.794110000	13.410790000							
T	57.794970000	13.410650000							
T	57.795450000	13.411270000							
T	57.798990000	13.411800000							
T	57.799490000	13.412060000							
T	57.800140000	13.412230000							
T	57.800840000	13.412180000							
T	57.801350000	13.411970000							
T	57.801520000	13.412350000							
T	57.817430000	13.411870000							
T	57.818930000	13.412520000							
T	57.819480000	13.412940000							
T	57.820260000	13.413730000							
T	57.820920000	13.414600000							
T	57.823320000	13.416890000							
T	57.824800000	13.417650000							
T	57.824850000	13.417320000							
T	57.843830000	13.421840000							
T	57.845540000	13.422550000							
T	57.846310000	13.423150000							
T	57.852720000	13.427180000							
T	57.853660000	13.427500000							
T	57.862810000	13.429330000							
T	57.863880000	13.429440000							
T	57.864830000	13.429370000							
T	57.873190000	13.427890000							
T	57.874210000	13.427820000							
T	57.875540000	13.427980000							
T	57.877470000	13.428800000							
T	57.886230000	13.433240000							
T	57.887720000	13.434410000							
T	57.892250000	13.439300000							
T	57.896350000	13.446730000							
T	57.896890000	13.448150000							
T	57.902230000	13.466090000							
T	57.902720000	13.467100000							
T	57.905050000	13.470740000							
T	57.911420000	13.477040000							
T	57.915030000	13.482040000							
T	57.920360000	13.488010000							
T	57.921440000	13.488610000							
T	57.921240000	13.489380000							
T	57.923590000	13.490950000							
T	57.923890000	13.490040000							
T	57.925770000	13.491160000							
T	57.926480000	13.491450000							
T	57.927640000	13.491670000							
T	57.931590000	13.491420000							
T	57.932400000	13.491600000							
T	57.939380000	13.496280000							
T	57.944200000	13.499070000							
T	57.945040000	13.499740000							
T	57.951860000	13.506720000							
T	57.953340000	13.507880000							
T	57.977780000	13.522560000							
T	57.981060000	13.524000000							
T	57.981650000	13.524410000							
T	57.982610000	13.525410000							
T	57.992050000	13.538600000							
T	57.996310000	13.543290000							
T	57.997190000	13.543990000							
T	57.999540000	13.545220000							
T	58.000140000	13.545630000							
T	58.018240000	13.564000000							
T	58.019480000	13.565030000							
T	58.022550000	13.566980000							
T	58.022700000	13.566210000							
T	58.022930000	13.566390000							
T	58.023100000	13.566460000							
T	58.023240000	13.566610000							
T	58.023460000	13.566670000							
T	58.025730000	13.568270000							
T	58.025650000	13.568790000							
