type,latitude,longitude
T,54.10178,-2.79385
T,54.10177,-2.79386
T,54.10108,-2.79377
T,54.10089,-2.79384
T,54.1008,-2.7939
T,54.10034,-2.79444
T,54.10001,-2.79501
T,54.09969,-2.79583
T,54.09945,-2.79694
T,54.09927,-2.79731
T,54.09907,-2.79751
T,54.09793,-2.79778
T,54.09776,-2.79787
T,54.0974,-2.79817
T,54.0965,-2.79923
T,54.09642,-2.79937
T,54.09634,-2.79963
T,54.09637,-2.80024
T,54.0963,-2.80076
T,54.09619,-2.80101
T,54.09612,-2.8011
T,54.09592,-2.80125
T,54.09579,-2.80128
T,54.09552,-2.80126
T,54.0946,-2.80096
T,54.09444,-2.80095
T,54.09437,-2.80099
T,54.09425,-2.80122
T,54.09417,-2.80157
T,54.09419,-2.80451
T,54.0941,-2.80491
T,54.09401,-2.80508
T,54.09364,-2.80551
T,54.09288,-2.8061
T,54.09273,-2.80617
T,54.0925,-2.80618
T,54.09241,-2.80615
T,54.09235,-2.80616
T,54.09235,-2.80617
T,54.09217,-2.80626
T,54.09204,-2.80647
T,54.09145,-2.80902
T,54.09153,-2.81051
T,54.09147,-2.81097
T,54.09132,-2.81136
T,54.09102,-2.8118
T,54.09068,-2.81206
T,54.09055,-2.81222
T,54.09047,-2.81247
T,54.09002,-2.81337
T,54.08974,-2.81363
T,54.0894,-2.81372
T,54.08922,-2.81372
T,54.08906,-2.81368
T,54.08892,-2.8136
T,54.08891,-2.81361
T,54.08749,-2.81361
T,54.08674,-2.81386
T,54.08617,-2.81429
T,54.08573,-2.81451
T,54.08557,-2.81454
T,54.08526,-2.81452
T,54.08497,-2.8144
T,54.08439,-2.81396
T,54.08427,-2.81392
T,54.08419,-2.81395
T,54.08362,-2.81473
T,54.08275,-2.81566
T,54.08264,-2.81573
T,54.08245,-2.81571
T,54.08226,-2.81552
T,54.08213,-2.81532
T,54.08196,-2.81441
T,54.08188,-2.81426
T,54.08179,-2.81417
T,54.0817,-2.81412
T,54.08161,-2.81411
T,54.08142,-2.81419
T,54.08103,-2.81458
T,54.08103,-2.81459
T,54.08057,-2.815
T,54.08022,-2.81522
T,54.08013,-2.81524
T,54.07995,-2.81539
T,54.0795,-2.81557
T,54.07927,-2.81559
T,54.07891,-2.81552
T,54.07829,-2.81521
T,54.07818,-2.81522
T,54.0771,-2.81561
T,54.07695,-2.81562
T,54.07653,-2.81556
T,54.07621,-2.81546
T,54.07582,-2.8154
T,54.07572,-2.81543
T,54.07473,-2.81538
T,54.07447,-2.81531
T,54.07342,-2.81539
T,54.07314,-2.81527
T,54.07287,-2.81495
T,54.07159,-2.81186
T,54.07119,-2.81116
T,54.07107,-2.81107
T,54.07089,-2.81103
T,54.07073,-2.81103
T,54.07022,-2.81112
T,54.06987,-2.81124
T,54.06976,-2.81124
T,54.06956,-2.81107
T,54.06928,-2.81048
T,54.06898,-2.8093
T,54.06887,-2.80911
T,54.06841,-2.80857
T,54.06812,-2.80814
T,54.06794,-2.80795
T,54.06783,-2.80788
T,54.06772,-2.80787
T,54.06701,-2.80796
T,54.06692,-2.808
T,54.0668,-2.80801
T,54.06654,-2.80781
T,54.06637,-2.8075
T,54.06633,-2.80732
T,54.06623,-2.80427
T,54.06628,-2.80287
T,54.06641,-2.8023
T,54.06678,-2.80149
T,54.06684,-2.80125
T,54.06686,-2.79944
T,54.06703,-2.79841
T,54.06726,-2.79775
T,54.06752,-2.79726
T,54.06764,-2.79713
T,54.06933,-2.79235
T,54.06938,-2.79186
T,54.06931,-2.79146
T,54.06788,-2.78839
T,54.06783,-2.78833
T,54.0665,-2.78572
T,54.06627,-2.78507
T,54.06615,-2.78494
T,54.06602,-2.78489
T,54.06578,-2.78486
T,54.06574,-2.78487
T,54.06564,-2.78494
T,54.06515,-2.78574
T,54.065,-2.78587
T,54.06446,-2.7862
T,54.06287,-2.78666
T,54.06216,-2.7867
T,54.06168,-2.78684
T,54.06162,-2.78682
T,54.0615,-2.78685
T,54.06146,-2.78693
T,54.06138,-2.78697
T,54.06092,-2.78707
T,54.06019,-2.78709
T,54.05974,-2.78723
T,54.05914,-2.78758
T,54.05845,-2.78783
T,54.05723,-2.78798
T,54.05689,-2.7881
T,54.05666,-2.78824
T,54.05634,-2.78857
T,54.05561,-2.78963
T,54.05534,-2.78994
T,54.055,-2.79014
T,54.055,-2.79015
T,54.05447,-2.7904
T,54.05355,-2.79122
T,54.05355,-2.79123
T,54.05346,-2.79131
T,54.05318,-2.79143
T,54.05305,-2.79162
T,54.05262,-2.79183
T,54.05207,-2.79194
T,54.05177,-2.79207
T,54.05161,-2.7922
T,54.05142,-2.79245
T,54.05105,-2.79324
T,54.05084,-2.79355
T,54.05065,-2.79374
T,54.04966,-2.79432
T,54.04966,-2.79433
T,54.04945,-2.79443
T,54.04916,-2.79446
T,54.04881,-2.79438
T,54.04842,-2.794
T,54.04829,-2.79401
T,54.04727,-2.79472
T,54.04656,-2.79572
T,54.04652,-2.79591
T,54.04647,-2.796
T,54.0466,-2.79663
T,54.04634,-2.7967
T,54.04623,-2.79677
T,54.0462,-2.79681
T,54.04618,-2.79691
T,54.04621,-2.79816
T,54.04624,-2.79822
T,54.04579,-2.79829
T,54.04482,-2.79907
T,54.04465,-2.7991
T,54.04344,-2.79792
T,54.04243,-2.79669
T,54.04216,-2.79659
T,54.04217,-2.7964
T,54.0421,-2.79616
T,54.04196,-2.79607
T,54.04183,-2.79606
T,54.04167,-2.79609
T,54.0416,-2.79616
T,54.04157,-2.79624
T,54.03973,-2.7961
T,54.03947,-2.79602
T,54.03826,-2.79583
T,54.0369,-2.79539
T,54.03511,-2.79508
T,54.03427,-2.79503
T,54.0332,-2.79467
T,54.03299,-2.79456
T,54.03208,-2.79427
T,54.03119,-2.79422
T,54.03012,-2.79454
T,54.02858,-2.79525
T,54.02831,-2.79533
T,54.02565,-2.79516
T,54.02393,-2.79483
T,54.02227,-2.79536
T,54.02051,-2.79564
T,54.02014,-2.79581
T,54.02014,-2.79582
T,54.01997,-2.79592
T,54.01854,-2.79646
T,54.01766,-2.79656
T,54.01713,-2.79632
T,54.01686,-2.79614
T,54.01614,-2.79586
T,54.01528,-2.79568
T,54.01476,-2.79568
T,54.01305,-2.79505
T,54.01299,-2.79493
T,54.01281,-2.79482
T,54.01168,-2.79437
T,54.01012,-2.7939
T,54.00999,-2.79397
T,54.00965,-2.7939
T,54.00921,-2.79372
T,54.00742,-2.79323
T,54.00224,-2.79242
T,54.00211,-2.79232
T,54.00119,-2.79219
T,54.00112,-2.79221
T,54.00107,-2.79226
T,54.00027,-2.79206
T,53.99442,-2.78914
T,53.99386,-2.78893
T,53.99318,-2.78883
T,53.99266,-2.78884
T,53.99175,-2.78903
T,53.99168,-2.78879
T,53.99156,-2.78858
T,53.99127,-2.78769
T,53.99068,-2.78473
T,53.9906,-2.78368
T,53.98971,-2.7803
T,53.9896,-2.78015
T,53.98947,-2.77985
T,53.98916,-2.77948
T,53.9885,-2.77911
T,53.9878,-2.77855
T,53.98756,-2.7782
T,53.98739,-2.77769
T,53.98726,-2.77699
T,53.98719,-2.77679
T,53.98658,-2.77571
T,53.98645,-2.77558
T,53.98644,-2.77558
T,53.98546,-2.77483
T,53.98257,-2.77305
T,53.98143,-2.77218
T,53.98143,-2.77217
T,53.98123,-2.7719
T,53.98097,-2.77115
T,53.9807,-2.76987
T,53.97835,-2.76392
T,53.97173,-2.77345
T,53.97057,-2.77454
T,53.97047,-2.77479
T,53.96857,-2.7737
T,53.96709,-2.77197
T,53.9659,-2.77037
T,53.9659,-2.77036
T,53.96461,-2.76877
T,53.9643,-2.76856
T,53.96407,-2.76849
T,53.96237,-2.76871
T,53.96176,-2.76887
T,53.96141,-2.76906
T,53.96087,-2.76956
T,53.96062,-2.76992
T,53.96021,-2.7709
T,53.96012,-2.77095
T,53.95953,-2.77081
T,53.9588,-2.77089
T,53.95853,-2.77088
T,53.95786,-2.77057
T,53.95752,-2.77054
T,53.95613,-2.77063
T,53.9555,-2.77047
T,53.95536,-2.77048
T,53.95497,-2.77064
T,53.95485,-2.77077
T,53.95468,-2.77089
T,53.95416,-2.77096
T,53.95394,-2.77094
T,53.95322,-2.77071
T,53.95278,-2.77051
T,53.95238,-2.77047
T,53.952,-2.77057
T,53.95076,-2.77118
T,53.9506,-2.7713
T,53.94983,-2.7722
T,53.94942,-2.77253
T,53.94844,-2.7737
T,53.94683,-2.77526
T,53.94638,-2.77551
T,53.94625,-2.77562
T,53.94615,-2.77581
T,53.94612,-2.77596
T,53.9427,-2.77612
T,53.94161,-2.77593
T,53.94127,-2.7758
T,53.93972,-2.77488
T,53.93943,-2.77477
T,53.93895,-2.77467
T,53.9381,-2.7746
T,53.93724,-2.77462
T,53.93613,-2.77481
T,53.93526,-2.77504
T,53.93146,-2.77556
T,53.92935,-2.77629
T,53.92929,-2.77637
T,53.92788,-2.77733
T,53.92518,-2.77967
T,53.9245,-2.78017
T,53.92436,-2.78024
T,53.92374,-2.78036
T,53.92353,-2.78036
T,53.92304,-2.78027
T,53.92264,-2.78004
T,53.91941,-2.77761
T,53.91892,-2.77736
T,53.91502,-2.77683
T,53.91441,-2.77681
T,53.91413,-2.77685
T,53.91409,-2.77691
T,53.91364,-2.77704
T,53.91296,-2.77736
T,53.90131,-2.78694
T,53.9013,-2.78694
T,53.90037,-2.78769
T,53.89988,-2.78785
T,53.89943,-2.78789
T,53.89893,-2.78781
T,53.8955,-2.78605
T,53.89465,-2.78569
T,53.89251,-2.78513
T,53.89204,-2.78507
T,53.89146,-2.78478
T,53.89123,-2.78461
T,53.88966,-2.78288
T,53.88887,-2.78225
T,53.88846,-2.78205
T,53.88726,-2.78175
T,53.88678,-2.78146
T,53.88589,-2.78049
T,53.8854,-2.78015
T,53.88492,-2.78002
T,53.88466,-2.77999
T,53.88441,-2.78001
T,53.88358,-2.78033
T,53.88312,-2.78059
T,53.88241,-2.78075
T,53.88189,-2.78062
T,53.88166,-2.78051
T,53.88146,-2.78036
T,53.88111,-2.77993
T,53.88064,-2.77918
T,53.87937,-2.77656
T,53.87831,-2.77502
T,53.87796,-2.77425
T,53.87541,-2.76654
T,53.87404,-2.76336
T,53.87365,-2.76202
T,53.87288,-2.76018
T,53.87176,-2.75838
T,53.871,-2.75681
T,53.8709,-2.75647
T,53.8704,-2.75365
T,53.87008,-2.7529
T,53.86936,-2.75191
T,53.86608,-2.74892
T,53.86392,-2.74653
T,53.86241,-2.74511
T,53.86177,-2.74479
T,53.86178,-2.74475
T,53.86177,-2.74474
T,53.86177,-2.74468
T,53.86176,-2.74467
T,53.86176,-2.74465
T,53.86175,-2.74464
T,53.86175,-2.74462
T,53.86173,-2.7446
T,53.86173,-2.74459
T,53.86172,-2.74459
T,53.86172,-2.74458
T,53.8617,-2.74456
T,53.86168,-2.74456
T,53.86168,-2.74455
T,53.86163,-2.74455
T,53.86163,-2.74456
T,53.86161,-2.74456
T,53.86161,-2.74457
T,53.8616,-2.74457
T,53.8616,-2.74458
T,53.86158,-2.74459
T,53.8615,-2.74445
T,53.86083,-2.74404
T,53.86038,-2.74385
T,53.85974,-2.74375
T,53.85906,-2.74381
T,53.8583,-2.74403
T,53.85729,-2.74453
T,53.85539,-2.74497
T,53.85516,-2.74499
T,53.8539,-2.7448
T,53.85357,-2.74484
T,53.85309,-2.74499
T,53.85204,-2.74555
T,53.85077,-2.74668
T,53.85043,-2.74681
T,53.85011,-2.74684
T,53.84984,-2.7468
T,53.84948,-2.74667
T,53.84911,-2.74642
T,53.84715,-2.7445
T,53.8459,-2.7436
T,53.84319,-2.74229
T,53.84274,-2.742
T,53.84122,-2.74061
T,53.84048,-2.74019
T,53.83783,-2.7394
T,53.83762,-2.73938
T,53.8368,-2.73915
T,53.8368,-2.73914
T,53.83655,-2.73904
T,53.83549,-2.73886
T,53.83409,-2.73847
T,53.83111,-2.73798
T,53.83024,-2.73774
T,53.81886,-2.73369
T,53.81829,-2.73359
T,53.81788,-2.73341
T,53.8173,-2.73293
T,53.81699,-2.7325
T,53.81512,-2.7286
T,53.81456,-2.72787
T,53.81394,-2.72727
T,53.81374,-2.72688
T,53.81374,-2.72677
T,53.81369,-2.72659
T,53.81364,-2.72653
T,53.81357,-2.72649
T,53.81349,-2.72648
T,53.81344,-2.72651
T,53.81309,-2.72641
T,53.81245,-2.72583
T,53.81245,-2.72582
T,53.8109,-2.72432
T,53.80993,-2.72354
T,53.80863,-2.72286
T,53.80602,-2.72185
T,53.80583,-2.7217
T,53.80375,-2.71948
T,53.80232,-2.71754
T,53.80223,-2.71715
T,53.80225,-2.71695
T,53.80229,-2.71685
T,53.80252,-2.71667
T,53.80284,-2.71629
T,53.80307,-2.71589
T,53.80351,-2.71482
T,53.80362,-2.71471
T,53.80368,-2.71474
T,53.80374,-2.71474
T,53.80386,-2.71463
T,53.80392,-2.71439
T,53.80388,-2.71417
T,53.80384,-2.7141
T,53.80375,-2.71403
T,53.80369,-2.71402
T,53.80361,-2.71406
T,53.80356,-2.71411
T,53.80351,-2.71422
T,53.8035,-2.71448
T,53.80307,-2.71568
T,53.80275,-2.71621
T,53.80244,-2.71654
T,53.80197,-2.71681
T,53.80166,-2.71685
T,53.80154,-2.71679
T,53.8013,-2.71652
T,53.80126,-2.7164
T,53.80109,-2.71617
T,53.80071,-2.71605
T,53.80054,-2.71615
T,53.8003,-2.71622
T,53.79998,-2.7162
T,53.79784,-2.71524
T,53.79774,-2.71525
T,53.79644,-2.71437
T,53.79607,-2.71424
T,53.79569,-2.71417
T,53.7934,-2.714
T,53.79135,-2.71355
T,53.78492,-2.71177
T,53.78485,-2.7117
T,53.78378,-2.71143
T,53.78371,-2.71144
T,53.77789,-2.70991
T,53.77736,-2.70972
T,53.77641,-2.70906
T,53.77542,-2.70804
T,53.77477,-2.70748
T,53.77271,-2.70625
T,53.77154,-2.70574
T,53.76835,-2.7048
T,53.76814,-2.70462
T,53.76465,-2.6993
T,53.76356,-2.6983
T,53.76346,-2.69813
T,53.76283,-2.69762
T,53.76262,-2.6975
T,53.76227,-2.6974
T,53.76205,-2.69739
T,53.76033,-2.69676
T,53.76018,-2.69667
T,53.76016,-2.69663
T,53.76005,-2.69683
T,53.7599,-2.6981
T,53.7593,-2.69779
T,53.75902,-2.69769
T,53.75849,-2.6974
T,53.75778,-2.70323
T,53.7547,-2.70188
T,53.75462,-2.7018
T,53.75461,-2.70173
T,53.75451,-2.70176
T,53.75396,-2.70213
T,53.75388,-2.70222
T,53.75377,-2.70229
T,53.75323,-2.70302
T,53.75311,-2.70278
T,53.7531,-2.70278
T,53.75308,-2.70276
T,53.75277,-2.70269
T,53.7527,-2.70263
T,53.75237,-2.70264
T,53.75185,-2.70274
T,53.74543,-2.69974
T,53.74523,-2.6996
T,53.7451,-2.69944
T,53.74426,-2.69876
T,53.74395,-2.69858
T,53.74298,-2.69851
T,53.74275,-2.69843
T,53.74177,-2.69787
T,53.74152,-2.69766
T,53.74113,-2.69698
T,53.7407,-2.69701
T,53.74057,-2.69699
T,53.74048,-2.69695
T,53.73924,-2.69584
T,53.73708,-2.69322
T,53.73566,-2.69075
T,53.73427,-2.68773
T,53.73298,-2.68419
T,53.73203,-2.68111
T,53.7319,-2.68086
T,53.73189,-2.6808
T,53.73191,-2.68071
T,53.73184,-2.68062
T,53.73086,-2.67818
T,53.7307,-2.67798
T,53.73038,-2.67736
T,53.72966,-2.67517
T,53.72957,-2.67511
T,53.72919,-2.67519
T,53.72913,-2.67518
T,53.7289,-2.67493
T,53.72884,-2.6748
T,53.72873,-2.67491
T,53.72859,-2.67495
T,53.72849,-2.67495
T,53.72837,-2.67501
T,53.72826,-2.67513
T,53.72811,-2.67461
T,53.72829,-2.67341
T,53.72815,-2.67352
T,53.72799,-2.67352
T,53.7278,-2.67338
T,53.72674,-2.67304
T,53.7262,-2.67272
T,53.72589,-2.67272
T,53.72569,-2.67282
T,53.72564,-2.67282
T,53.72457,-2.6725
T,53.72456,-2.67248
T,53.72455,-2.67204
T,53.72452,-2.67197
T,53.7246,-2.67169
T,53.72465,-2.67091
T,53.72454,-2.66996
T,53.72449,-2.66985
T,53.7245,-2.66982
T,53.72453,-2.66979
T,53.7246,-2.66955
T,53.72459,-2.66864
T,53.72445,-2.66808
T,53.72392,-2.66691
T,53.72384,-2.66639
T,53.72378,-2.66633
T,53.7236,-2.66629
T,53.72352,-2.6663
T,53.72284,-2.66535
T,53.72269,-2.66497
T,53.72261,-2.6645
T,53.72176,-2.66274
T,53.72162,-2.66289
T,53.72145,-2.6632
T,53.72114,-2.66406
T,53.72083,-2.66449
T,53.71992,-2.66536
T,53.71944,-2.66606
T,53.71915,-2.66638
T,53.71869,-2.66673
T,53.7181,-2.66701
T,53.71733,-2.66719
T,53.71595,-2.66721
T,53.71578,-2.66725
T,53.71578,-2.66677
T,53.71568,-2.66648
T,53.71555,-2.66635
T,53.71532,-2.66622
T,53.71493,-2.66619
T,53.71473,-2.66621
T,53.71444,-2.66641
T,53.71426,-2.66648
T,53.71409,-2.66647
T,53.71308,-2.66537
T,53.71299,-2.66515
T,53.71299,-2.66494
T,53.71308,-2.66461
T,53.71326,-2.66423
T,53.71348,-2.66326
T,53.71352,-2.66271
T,53.71344,-2.66231
T,53.71307,-2.66125
T,53.71305,-2.66096
T,53.71322,-2.66031
T,53.71318,-2.65989
T,53.71294,-2.65939
T,53.71215,-2.65899
T,53.71184,-2.65864
T,53.71175,-2.65839
T,53.71169,-2.65807
T,53.71167,-2.65762
T,53.71164,-2.65753
T,53.71136,-2.6573
T,53.71127,-2.65716
T,53.71105,-2.6566
T,53.71108,-2.65646
T,53.71105,-2.65631
T,53.71085,-2.65604
T,53.71085,-2.65603
T,53.71068,-2.65605
T,53.71047,-2.65618
T,53.71042,-2.65619
T,53.70953,-2.65578
T,53.70937,-2.65565
T,53.70924,-2.65563
T,53.70839,-2.65582
T,53.70789,-2.65614
T,53.70726,-2.65627
T,53.70701,-2.65638
T,53.70642,-2.6568
T,53.70589,-2.65628
T,53.70556,-2.65612
T,53.70524,-2.65608
T,53.70475,-2.65624
T,53.70288,-2.65567
T,53.70124,-2.65496
T,53.70059,-2.65454
T,53.70049,-2.65452
T,53.70043,-2.65444
T,53.70014,-2.65556
T,53.70003,-2.65644
T,53.69989,-2.65642
T,53.69954,-2.65646
T,53.69923,-2.6564
T,53.69913,-2.65635
T,53.69902,-2.65618
T,53.69849,-2.65567
T,53.69797,-2.65537
T,53.69745,-2.65537
T,53.69699,-2.65561
T,53.69692,-2.65561
T,53.69562,-2.65487
T,53.6954,-2.65465
T,53.69528,-2.65439
T,53.69524,-2.65374
T,53.69517,-2.65355
T,53.69484,-2.65305
T,53.6947,-2.65266
T,53.6947,-2.65167
T,53.69458,-2.6514
T,53.69354,-2.65008
T,53.6932,-2.64997
T,53.69292,-2.64999
T,53.6928,-2.64994
T,53.69266,-2.64978
T,53.69173,-2.64819
T,53.69145,-2.64785
T,53.69073,-2.64617
T,53.68986,-2.64288
T,53.68987,-2.64285
T,53.68957,-2.63911
T,53.68675,-2.63944
T,53.68668,-2.63932
T,53.6863,-2.63907
T,53.68577,-2.63846
T,53.68568,-2.63843
T,53.68554,-2.63809
T,53.68582,-2.63759
T,53.68489,-2.63582
T,53.68467,-2.63527
T,53.68457,-2.63486
T,53.68434,-2.63246
T,53.68401,-2.63099
T,53.68405,-2.63041
T,53.68399,-2.6296
T,53.68327,-2.62605
T,53.68321,-2.62545
T,53.68325,-2.62489
T,53.6834,-2.62432
T,53.68327,-2.62419
T,53.68313,-2.62391
T,53.68274,-2.62368
T,53.68255,-2.62349
T,53.68121,-2.62094
T,53.68086,-2.62059
T,53.68034,-2.62038
T,53.67896,-2.62057
T,53.67879,-2.62056
T,53.67861,-2.62048
T,53.6786,-2.62049
T,53.67762,-2.62069
T,53.67761,-2.6207
T,53.67623,-2.62081
T,53.67526,-2.62074
T,53.67447,-2.62051
T,53.67334,-2.61982
T,53.67296,-2.6197
T,53.67247,-2.61972
T,53.67114,-2.62036
T,53.67107,-2.62034
T,53.671,-2.62035
T,53.67087,-2.62048
T,53.67037,-2.62067
T,53.67003,-2.62071
T,53.67002,-2.62072
T,53.66952,-2.62073
T,53.66884,-2.62064
T,53.66771,-2.62022
T,53.66674,-2.61965
T,53.66626,-2.61924
T,53.66566,-2.61858
T,53.66331,-2.61509
T,53.66291,-2.61479
T,53.66119,-2.61416
T,53.66086,-2.61416
T,53.6601,-2.61438
T,53.65987,-2.61438
T,53.65984,-2.6144
T,53.65926,-2.61451
T,53.65866,-2.61473
T,53.65826,-2.61474
T,53.65737,-2.61465
T,53.65736,-2.61464
T,53.65702,-2.61456
T,53.65615,-2.61405
T,53.65615,-2.61404
T,53.65585,-2.61389
T,53.65565,-2.61383
T,53.65548,-2.61382
T,53.65495,-2.61388
T,53.65402,-2.61388
T,53.6527,-2.6137
T,53.65212,-2.61377
T,53.65198,-2.61376
T,53.65142,-2.61341
T,53.65126,-2.61317
T,53.65111,-2.61253
T,53.65111,-2.61159
T,53.65106,-2.61123
T,53.65094,-2.61088
T,53.65078,-2.61068
T,53.65051,-2.61058
T,53.6502,-2.61071
T,53.64892,-2.61157
T,53.64748,-2.61218
T,53.64704,-2.61219
T,53.64672,-2.61215
T,53.64657,-2.61205
T,53.64645,-2.61205
T,53.64628,-2.61209
T,53.64602,-2.61207
T,53.64558,-2.61179
T,53.64537,-2.6117
T,53.64521,-2.61168
T,53.64497,-2.61171
T,53.64471,-2.61187
T,53.64416,-2.6124
T,53.64361,-2.61279
T,53.64339,-2.61289
T,53.6429,-2.61297
T,53.64222,-2.613
T,53.64222,-2.61301
T,53.64204,-2.61309
T,53.64154,-2.61343
T,53.64154,-2.61344
T,53.64135,-2.61353
T,53.64114,-2.61355
T,53.6408,-2.61366
T,53.64059,-2.61367
T,53.63983,-2.61344
T,53.63934,-2.61341
T,53.63887,-2.61353
T,53.6385,-2.61376
T,53.63724,-2.61484
T,53.63708,-2.61489
T,53.63681,-2.61487
T,53.63637,-2.61455
T,53.63607,-2.61416
T,53.63556,-2.61249
T,53.63534,-2.61207
T,53.635,-2.61175
T,53.63456,-2.61149
T,53.63409,-2.61137
T,53.63343,-2.61133
T,53.63257,-2.61147
T,53.6317,-2.61144
T,53.63064,-2.61118
T,53.6302,-2.611
T,53.62754,-2.61077
T,53.62713,-2.61082
T,53.62679,-2.61095
T,53.62606,-2.61152
T,53.62606,-2.61153
T,53.62542,-2.61184
T,53.62278,-2.61254
T,53.62259,-2.61256
T,53.6219,-2.61246
T,53.62048,-2.61171
T,53.62026,-2.61163
T,53.62009,-2.61163
T,53.61997,-2.61171
T,53.61992,-2.61191
T,53.6199,-2.61249
T,53.61979,-2.61304
T,53.61948,-2.61354
T,53.61889,-2.61396
T,53.61708,-2.61495
T,53.61694,-2.61494
T,53.61646,-2.61472
T,53.61624,-2.61454
T,53.61575,-2.61344
T,53.61527,-2.6128
T,53.61513,-2.61241
T,53.61487,-2.61097
T,53.61477,-2.60987
T,53.61446,-2.60874
T,53.61426,-2.60829
T,53.6139,-2.60788
T,53.61355,-2.60759
T,53.61316,-2.6074
T,53.61214,-2.60716
T,53.61193,-2.60732
T,53.61192,-2.60722
T,53.61191,-2.60721
T,53.61193,-2.60492
T,53.61195,-2.60492
T,53.61195,-2.60491
T,53.61196,-2.60491
T,53.61196,-2.6049
T,53.61197,-2.6049
T,53.61197,-2.60488
T,53.61198,-2.60488
T,53.61198,-2.60486
T,53.61199,-2.60486
T,53.61199,-2.60481
T,53.612,-2.60481
T,53.612,-2.60477
T,53.61199,-2.60477
T,53.61199,-2.60472
T,53.61198,-2.60472
T,53.61198,-2.6047
T,53.61197,-2.6047
T,53.61197,-2.60468
T,53.61196,-2.60468
T,53.61196,-2.60467
T,53.61195,-2.60467
T,53.61195,-2.60466
T,53.61193,-2.60466
T,53.61193,-2.60465
T,53.61191,-2.60465
T,53.6119,-2.60466
T,53.61188,-2.60466
T,53.61188,-2.60467
T,53.61187,-2.60467
T,53.61186,-2.6047
T,53.61185,-2.6047
T,53.61185,-2.60472
T,53.61184,-2.60473
T,53.61184,-2.60482
T,53.61075,-2.60523
T,53.61058,-2.60526
T,53.61024,-2.60519
T,53.61012,-2.60512
T,53.60984,-2.60484
T,53.60655,-2.59914
T,53.60592,-2.59834
T,53.60331,-2.59562
T,53.60234,-2.59422
T,53.60072,-2.59118
T,53.60037,-2.59037
T,53.59997,-2.58917
T,53.59916,-2.58569
T,53.59817,-2.5832
T,53.59716,-2.58144
T,53.59227,-2.57532
T,53.59159,-2.57421
T,53.58989,-2.57038
T,53.58867,-2.56841
T,53.58826,-2.56791
T,53.58754,-2.56721
T,53.58714,-2.5669
T,53.58602,-2.56629
T,53.58569,-2.56616
T,53.58047,-2.5651
T,53.57953,-2.56469
T,53.57852,-2.56384
T,53.57767,-2.5629
T,53.57673,-2.5616
T,53.576,-2.5603
T,53.57202,-2.55135
T,53.572,-2.551
T,53.57212,-2.55003
T,53.57208,-2.5498
T,53.57198,-2.54964
T,53.57187,-2.54957
T,53.57177,-2.54958
T,53.57146,-2.54969
T,53.57129,-2.54971
T,53.571,-2.54958
T,53.56704,-2.54392
T,53.56607,-2.54189
T,53.56373,-2.53599
T,53.56247,-2.53158
T,53.56213,-2.52957
T,53.56211,-2.52954
T,53.56198,-2.52884
T,53.56168,-2.52784
T,53.5607,-2.52539
T,53.55945,-2.52271
T,53.55625,-2.51483
T,53.5559,-2.51374
T,53.55548,-2.51195
T,53.55175,-2.50222
T,53.55155,-2.50139
T,53.55154,-2.5002
T,53.55167,-2.49855
T,53.55178,-2.49827
T,53.55182,-2.49781
T,53.55177,-2.4975
T,53.55156,-2.49689
T,53.55143,-2.49671
T,53.55123,-2.49655
T,53.55103,-2.49658
T,53.55079,-2.49654
T,53.55058,-2.49635
T,53.55045,-2.49585
T,53.55024,-2.4934
T,53.55019,-2.49027
T,53.55016,-2.49018
T,53.54987,-2.48711
T,53.54809,-2.47703
T,53.54785,-2.47416
T,53.5478,-2.47028
T,53.54789,-2.46802
T,53.54775,-2.4672
T,53.54648,-2.46208
T,53.54336,-2.45141
T,53.54334,-2.45113
T,53.54336,-2.45103
T,53.54334,-2.45073
T,53.54327,-2.45057
T,53.54315,-2.45046
T,53.54313,-2.45046
T,53.54312,-2.45045
T,53.54303,-2.45045
T,53.54289,-2.45038
T,53.54271,-2.45023
T,53.53906,-2.44501
T,53.53761,-2.44314
T,53.53694,-2.44195
T,53.5358,-2.43825
T,53.53492,-2.43667
T,53.53462,-2.43593
T,53.53284,-2.43014
T,53.53142,-2.42475
T,53.52827,-2.41616
T,53.52816,-2.41595
T,53.5249,-2.4035
T,53.5249,-2.40334
T,53.52412,-2.40069
T,53.52367,-2.39776
T,53.52255,-2.39431
T,53.5224,-2.39298
T,53.52236,-2.39182
T,53.52245,-2.39011
T,53.52299,-2.38701
T,53.52318,-2.38148
T,53.52292,-2.37798
T,53.52264,-2.37613
T,53.52014,-2.3667
T,53.52013,-2.36669
T,53.5182,-2.35926
T,53.51717,-2.35398
T,53.51702,-2.35243
T,53.51685,-2.35167
T,53.51425,-2.34339
T,53.51382,-2.34236
T,53.51369,-2.34214
T,53.51233,-2.34049
T,53.51091,-2.33787
T,53.50997,-2.33553
T,53.50876,-2.33356
T,53.5085,-2.33325
T,53.50816,-2.33297
T,53.50801,-2.33274
T,53.5079,-2.33231
T,53.50791,-2.3305
T,53.50723,-2.32492
T,53.50653,-2.32222
T,53.50571,-2.3199
T,53.50475,-2.31792
T,53.5038,-2.31525
T,53.50364,-2.31497
T,53.50282,-2.31238
T,53.50266,-2.31137
T,53.50268,-2.31115
T,53.50277,-2.31089
T,53.50284,-2.3108
T,53.50292,-2.31036
T,53.50285,-2.30999
