type,latitude,longitude
T,63.1349,18.40079
T,63.13612,18.40146
T,63.13914,18.40402
T,63.13979,18.40475
T,63.14091,18.40652
T,63.14178,18.40849
T,63.14306,18.4121
T,63.14374,18.41331
T,63.14415,18.41379
T,63.14475,18.41423
T,63.14475,18.41424
T,63.14532,18.41444
T,63.14573,18.41447
T,63.14811,18.41387
T,63.14911,18.41385
T,63.14955,18.41392
T,63.15607,18.4162
T,63.15679,18.41659
T,63.16691,18.42446
T,63.16741,18.42496
T,63.16797,18.42585
T,63.17044,18.43264
T,63.17091,18.43345
T,63.17144,18.43407
T,63.17379,18.43597
T,63.17486,18.43715
T,63.17623,18.43922
T,63.18557,18.45796
T,63.18892,18.46348
T,63.19322,18.46943
T,63.20578,18.48443
T,63.20909,18.48959
T,63.21427,18.50053
T,63.21582,18.50306
T,63.21663,18.50405
T,63.21757,18.50495
T,63.21879,18.5059
T,63.2195,18.50627
T,63.22043,18.5066
T,63.22403,18.50725
T,63.22814,18.50849
T,63.23608,18.51191
T,63.2381,18.51243
T,63.2463,18.51371
T,63.24728,18.51398
T,63.24801,18.51432
T,63.24979,18.51569
T,63.25092,18.517
T,63.25177,18.51825
T,63.25386,18.52212
T,63.25502,18.52378
T,63.25622,18.52494
T,63.25709,18.52551
T,63.25781,18.52583
T,63.26234,18.52726
T,63.26421,18.5281
T,63.26576,18.52916
T,63.27273,18.53583
T,63.27306,18.53625
T,63.27377,18.53753
T,63.27689,18.54769
T,63.27817,18.55048
T,63.27914,18.55179
T,63.27991,18.55253
T,63.28255,18.55428
T,63.28333,18.55512
T,63.28375,18.55583
T,63.28425,18.55703
T,63.28484,18.55975
T,63.28511,18.56875
T,63.28698,18.5878
T,63.28712,18.60836
T,63.28746,18.6121
T,63.28781,18.61403
T,63.28873,18.61721
T,63.29655,18.63689
T,63.29756,18.64141
T,63.29787,18.64484
T,63.29762,18.65648
T,63.29721,18.66057
T,63.29572,18.66922
T,63.29536,18.67502
T,63.2956,18.68561
T,63.29567,18.68563
T,63.29619,18.68551
T,63.29614,18.6915
T,63.29424,18.70395
T,63.29429,18.70428
T,63.29322,18.71034
T,63.29319,18.71109
T,63.2937,18.7157
T,63.29481,18.71507
T,63.29571,18.71587
T,63.29618,18.71618
T,63.29617,18.71622
T,63.29621,18.71639
T,63.29622,18.71639
T,63.29559,18.71805
T,63.29559,18.71901
T,63.29585,18.72051
T,63.29592,18.72063
T,63.29954,18.72348
T,63.30144,18.72413
T,63.30138,18.72549
T,63.30156,18.72556
T,63.30175,18.72572
T,63.30192,18.72598
T,63.30211,18.72647
T,63.30318,18.73398
T,63.30346,18.73467
T,63.30348,18.7351
T,63.30358,18.7354
T,63.30371,18.73552
T,63.30379,18.73553
T,63.30387,18.73549
T,63.30398,18.73535
T,63.30412,18.73527
T,63.30427,18.7353
T,63.30434,18.73535
T,63.30451,18.73565
T,63.30475,18.73853
T,63.30469,18.73868
T,63.30469,18.73888
T,63.30478,18.73907
T,63.3048,18.73907
T,63.3048,18.73908
T,63.30487,18.73906
T,63.30944,18.75282
T,63.30963,18.75388
T,63.31157,18.78466
T,63.31191,18.78597
T,63.31255,18.78716
T,63.3135,18.78825
T,63.31524,18.79242
T,63.31577,18.79294
T,63.31581,18.79304
T,63.31575,18.79325
T,63.31581,18.79358
T,63.31587,18.79364
T,63.31594,18.79363
T,63.31601,18.79354
T,63.31613,18.79379
T,63.31608,18.79584
T,63.31657,18.802
T,63.31648,18.80275
T,63.31634,18.80287
T,63.31537,18.80329
T,63.31497,18.80617
T,63.31489,18.8094
T,63.31499,18.8097
T,63.31512,18.80988
T,63.31173,18.82533
T,63.31029,18.83601
T,63.30963,18.83939
T,63.30834,18.84382
T,63.30238,18.85918
T,63.29764,18.8695
T,63.29683,18.87194
T,63.29625,18.87456
T,63.29585,18.8784
T,63.29583,18.88121
T,63.29602,18.88399
T,63.29771,18.89341
T,63.29889,18.89789
T,63.30173,18.9053
T,63.30476,18.91105
T,63.30594,18.91473
T,63.30741,18.92419
T,63.30856,18.92839
T,63.31245,18.93845
T,63.31293,18.94012
T,63.31327,18.94196
T,63.31354,18.94592
T,63.31289,18.95299
T,63.31287,18.95735
T,63.31409,18.968
T,63.3147,18.9996
T,63.32348,19.04567
T,63.32462,19.04921
T,63.3256,19.05127
T,63.33464,19.06496
T,63.33535,19.06643
T,63.33591,19.06796
T,63.33904,19.07904
T,63.33944,19.08102
T,63.33971,19.08357
T,63.33974,19.08551
T,63.33887,19.10072
T,63.33904,19.10471
T,63.33978,19.10821
T,63.34206,19.1134
T,63.34311,19.11638
T,63.34708,19.13992
T,63.34753,19.14181
T,63.35373,19.16159
T,63.35518,19.16539
T,63.35696,19.16906
T,63.36571,19.18372
T,63.36731,19.18596
T,63.3685,19.18732
T,63.36984,19.18842
T,63.37072,19.18898
T,63.37254,19.18976
T,63.37851,19.19084
T,63.38001,19.19127
T,63.38607,19.19428
T,63.38732,19.19456
T,63.38863,19.19456
T,63.39043,19.19435
T,63.39162,19.1944
T,63.39345,19.19493
T,63.39548,19.19615
T,63.4023,19.20206
T,63.40432,19.20339
T,63.40725,19.20486
T,63.41021,19.20572
T,63.41273,19.206
T,63.41491,19.2059
T,63.42126,19.20486
T,63.42223,19.20482
T,63.42372,19.205
T,63.42487,19.20533
T,63.42613,19.20588
T,63.42717,19.2065
T,63.43068,19.20924
T,63.43186,19.2099
T,63.43284,19.21029
T,63.43732,19.21149
T,63.43851,19.21198
T,63.43977,19.21271
T,63.44116,19.21375
T,63.44216,19.2147
T,63.44409,19.21697
T,63.44805,19.22316
T,63.45015,19.2271
T,63.45234,19.23192
T,63.45489,19.23852
T,63.45637,19.24312
T,63.46003,19.25711
T,63.4628,19.26393
T,63.46623,19.26982
T,63.46833,19.27416
T,63.47194,19.28287
T,63.47327,19.28545
T,63.47847,19.29307
T,63.48275,19.30011
T,63.48782,19.30959
T,63.49704,19.32418
T,63.49799,19.32654
T,63.50165,19.33807
T,63.50439,19.34478
T,63.51463,19.36317
T,63.52371,19.38356
T,63.52793,19.391
T,63.5324,19.39739
T,63.53518,19.40071
T,63.53803,19.40363
T,63.54663,19.41136
T,63.55587,19.42198
T,63.55985,19.42617
T,63.56522,19.43087
T,63.56663,19.43236
T,63.57073,19.43805
T,63.57206,19.44058
T,63.5735,19.44415
T,63.57526,19.44985
T,63.57658,19.45519
T,63.57785,19.46322
T,63.57978,19.4887
T,63.58021,19.5085
T,63.58397,19.54672
T,63.58463,19.56021
T,63.58406,19.59274
T,63.58512,19.61403
T,63.58513,19.62051
T,63.58449,19.63592
T,63.58462,19.64317
T,63.58502,19.64904
T,63.58788,19.67061
T,63.58952,19.68692
T,63.59048,19.693
T,63.59562,19.71602
T,63.59754,19.72861
T,63.59899,19.74417
T,63.59994,19.75017
T,63.60158,19.75719
T,63.60795,19.7761
T,63.6101,19.78384
T,63.61177,19.79196
T,63.6136,19.80414
T,63.61487,19.8195
T,63.61563,19.82457
T,63.61659,19.82906
T,63.61829,19.83474
T,63.6227,19.84541
T,63.62547,19.85369
T,63.62706,19.8599
T,63.63031,19.87844
T,63.63226,19.88709
T,63.63704,19.90414
T,63.64047,19.92157
T,63.64873,19.94424
T,63.64959,19.94607
T,63.65616,19.95591
T,63.66533,19.9676
T,63.66623,19.969
T,63.67343,19.98333
T,63.68019,19.99789
T,63.71211,20.05897
T,63.71729,20.07103
T,63.71942,20.07503
T,63.72122,20.07751
T,63.72365,20.08017
T,63.72496,20.0823
T,63.73815,20.1124
T,63.73963,20.117
T,63.74219,20.1278
T,63.74936,20.14637
T,63.75207,20.15226
T,63.75208,20.15226
T,63.75881,20.16462
T,63.76029,20.16694
T,63.76758,20.17683
T,63.77137,20.18246
T,63.77443,20.18582
T,63.7781,20.19033
T,63.77997,20.19211
T,63.78074,20.19304
T,63.78662,20.20295
T,63.7914,20.21238
T,63.80092,20.23522
T,63.80196,20.23847
T,63.80246,20.24123
T,63.80274,20.24654
T,63.80248,20.25113
T,63.80273,20.25269
T,63.80324,20.25398
T,63.8033,20.25454
T,63.80339,20.25469
T,63.8035,20.25475
T,63.8036,20.25472
T,63.80367,20.25465
T,63.8045,20.25687
T,63.80471,20.2571
T,63.80479,20.25732
T,63.80486,20.25737
T,63.80496,20.25733
T,63.80505,20.25706
T,63.80684,20.25759
T,63.8072,20.25782
T,63.8077,20.25799
T,63.8077,20.258
T,63.80844,20.25804
T,63.80876,20.25787
T,63.80883,20.25778
T,63.80944,20.25898
T,63.80977,20.25894
T,63.80979,20.25877
T,63.81231,20.2594
T,63.81365,20.25996
T,63.81378,20.25995
T,63.81639,20.25788
T,63.81655,20.25781
T,63.8168,20.25754
T,63.81723,20.26016
T,63.81725,20.26017
T,63.81779,20.26247
T,63.81797,20.26419
T,63.81843,20.26425
T,63.81849,20.26436
T,63.81904,20.26438
T,63.81941,20.26522
T,63.81985,20.26594
T,63.82171,20.2678
T,63.82196,20.26793
T,63.8237,20.26938
T,63.82396,20.2692
T,63.82404,20.26919
T,63.82415,20.26923
T,63.8247,20.26968
T,63.82461,20.27028
T,63.82467,20.27027
T,63.8262,20.27155
T,63.8263,20.2717
T,63.82794,20.27319
T,63.82815,20.27328
T,63.82844,20.27354
T,63.82774,20.28174
T,63.82756,20.2826
T,63.82774,20.28478
T,63.83237,20.2822
T,63.83237,20.28224
T,63.83238,20.28224
T,63.83238,20.28228
T,63.83239,20.28228
T,63.8324,20.28231
T,63.83241,20.28231
T,63.83241,20.28232
T,63.83246,20.28232
T,63.83248,20.28229
T,63.83249,20.28229
T,63.83249,20.28227
T,63.8325,20.28227
T,63.83251,20.28212
T,63.8325,20.28211
T,63.83439,20.28115
T,63.83466,20.28116
T,63.8347,20.28122
T,63.83493,20.28126
T,63.83508,20.28111
T,63.83531,20.28057
T,63.83532,20.28057
T,63.83532,20.28056
T,63.83533,20.28056
T,63.83535,20.28052
T,63.83551,20.28062
T,63.84222,20.28727
T,63.8442,20.28954
T,63.8442,20.28971
T,63.84516,20.29085
T,63.84624,20.29319
T,63.84631,20.29371
T,63.8471,20.29486
T,63.84741,20.29585
T,63.84825,20.29729
T,63.84855,20.29759
T,63.84881,20.29767
T,63.84932,20.29766
T,63.84954,20.2976
T,63.84967,20.29747
T,63.85007,20.29679
T,63.85031,20.29661
T,63.85071,20.29667
T,63.85088,20.29679
T,63.85093,20.29689
T,63.8518,20.29769
T,63.85216,20.29784
T,63.85273,20.29827
T,63.8532,20.29843
T,63.85296,20.30157
T,63.8531,20.3023
T,63.85326,20.30238
T,63.85329,20.30243
T,63.85574,20.30301
T,63.85619,20.30292
T,63.85803,20.30205
T,63.85829,20.30204
T,63.86003,20.30246
T,63.86027,20.3026
T,63.86201,20.30433
T,63.86222,20.30444
T,63.86358,20.30479
T,63.86357,20.30503
T,63.86367,20.305
T,63.86392,20.30379
T,63.86407,20.30361
T,63.86416,20.30359
T,63.86638,20.30413
T,63.86859,20.30637
T,63.86884,20.30654
T,63.87211,20.30722
T,63.87256,20.30715
T,63.87293,20.30731
T,63.87327,20.30731
T,63.87422,20.30662
T,63.87461,20.30654
T,63.87498,20.30663
T,63.87576,20.3073
T,63.8763,20.30739
T,63.8763,20.30718
T,63.87963,20.30759
T,63.87968,20.30766
T,63.8797,20.30853
T,63.88007,20.30856
T,63.88035,20.30873
T,63.8804,20.30882
T,63.88078,20.30876
T,63.88269,20.3109
T,63.88304,20.31146
T,63.88324,20.31297
T,63.8834,20.31342
T,63.88368,20.31378
T,63.88482,20.31455
T,63.88527,20.31469
T,63.88739,20.31491
T,63.88779,20.31484
T,63.89159,20.3134
T,63.89187,20.31339
T,63.89214,20.31352
T,63.89229,20.31366
T,63.89254,20.31201
T,63.89482,20.31353
T,63.89689,20.31442
T,63.90061,20.31494
T,63.90111,20.31485
T,63.90473,20.31366
T,63.90861,20.312
T,63.91805,20.30699
T,63.92258,20.30357
T,63.92643,20.30204
T,63.92723,20.30155
T,63.93137,20.30035
T,63.93189,20.30031
T,63.93637,20.30089
T,63.937,20.3011
T,63.93869,20.30236
T,63.94027,20.30302
T,63.94204,20.30439
T,63.94232,20.30454
T,63.94262,20.30462
T,63.94285,20.3046
T,63.94508,20.30386
T,63.94583,20.30335
T,63.94591,20.30368
T,63.94601,20.30386
T,63.94607,20.30391
T,63.94628,20.30394
T,63.94679,20.30389
T,63.94841,20.30399
T,63.94917,20.30414
T,63.95038,20.30454
T,63.95206,20.30529
T,63.95265,20.30581
T,63.95308,20.30658
T,63.95422,20.30984
T,63.95463,20.31053
T,63.9576,20.31431
T,63.96579,20.33053
T,63.97247,20.34009
T,63.9882,20.3715
T,63.99185,20.38287
T,63.99206,20.38332
T,63.99263,20.38408
T,63.99307,20.3844
T,64.00099,20.3876
T,64.00142,20.38788
T,64.00205,20.38857
T,64.00294,20.3902
T,64.00414,20.39314
T,64.01145,20.42912
T,64.01594,20.44672
T,64.02022,20.45884
T,64.02611,20.47909
T,64.02654,20.47979
T,64.02859,20.48141
T,64.03573,20.48321
T,64.05169,20.48551
T,64.0586,20.48925
T,64.05888,20.48947
T,64.06786,20.49936
T,64.06825,20.49967
T,64.0688,20.4998
T,64.08465,20.50029
T,64.08491,20.50037
T,64.08883,20.50337
T,64.08897,20.50353
T,64.08927,20.50412
T,64.09014,20.50687
T,64.09086,20.51009
T,64.09124,20.51112
T,64.09516,20.51551
T,64.09885,20.52135
T,64.10316,20.53244
T,64.10366,20.53336
T,64.10412,20.53388
T,64.10452,20.53415
T,64.10498,20.53432
T,64.10526,20.53434
T,64.10761,20.53376
T,64.10822,20.53377
T,64.11328,20.53635
T,64.11926,20.53776
T,64.12003,20.53813
T,64.12469,20.54135
T,64.12498,20.53754
T,64.1259,20.53666
T,64.12689,20.5349
T,64.12701,20.53484
T,64.12712,20.53484
T,64.12728,20.53494
T,64.12759,20.53553
T,64.12783,20.53571
T,64.12835,20.53577
T,64.12861,20.53597
T,64.12872,20.53613
T,64.12899,20.53735
T,64.12913,20.53757
T,64.12926,20.53762
T,64.13151,20.53755
T,64.13289,20.5388
T,64.13297,20.53881
T,64.13306,20.53878
T,64.13381,20.53798
T,64.13513,20.53719
T,64.13676,20.53712
T,64.13736,20.53723
T,64.14045,20.53688
T,64.14192,20.53633
T,64.14204,20.53634
T,64.1428,20.53688
T,64.143,20.53694
T,64.14305,20.53691
T,64.14362,20.53601
T,64.14487,20.53553
T,64.14517,20.5353
T,64.14553,20.53478
T,64.14682,20.53401
T,64.14735,20.5342
T,64.14744,20.53417
T,64.14764,20.53401
T,64.1487,20.53276
T,64.14936,20.53227
T,64.14953,20.53223
T,64.15128,20.53238
T,64.15148,20.53228
T,64.15218,20.53122
T,64.15238,20.53105
T,64.1528,20.53089
T,64.15288,20.53089
T,64.15302,20.53095
T,64.15432,20.53228
T,64.1545,20.53231
T,64.15475,20.5322
T,64.15493,20.53206
T,64.1558,20.53085
T,64.15592,20.5308
T,64.15603,20.53082
T,64.15655,20.53112
T,64.15665,20.53114
T,64.15675,20.53112
T,64.15969,20.52928
T,64.15979,20.52929
T,64.15991,20.52936
T,64.16002,20.52951
T,64.16045,20.53049
T,64.16056,20.53062
T,64.1622,20.53184
T,64.16259,20.53203
T,64.1636,20.53233
T,64.16389,20.53236
T,64.16457,20.5321
T,64.16476,20.53208
T,64.16508,20.53215
T,64.16525,20.53212
T,64.16671,20.53115
T,64.16906,20.53795
T,64.16932,20.53828
T,64.17068,20.53927
T,64.17054,20.54232
T,64.17012,20.54383
T,64.17156,20.54899
T,64.17278,20.54567
T,64.17436,20.54329
T,64.17746,20.53949
T,64.18737,20.52006
T,64.19596,20.50641
T,64.19664,20.50585
T,64.197,20.50567
T,64.20233,20.50447
T,64.20266,20.50432
T,64.20327,20.50374
T,64.21581,20.47863
T,64.21653,20.47782
T,64.22021,20.47461
T,64.22052,20.47421
T,64.22229,20.47092
T,64.2223,20.47092
T,64.22307,20.46949
T,64.22373,20.46873
T,64.22529,20.46797
T,64.22688,20.46746
T,64.22777,20.46737
T,64.22831,20.46752
T,64.22988,20.46823
T,64.2304,20.46883
T,64.23219,20.47241
T,64.23359,20.47432
T,64.2355,20.47782
T,64.23594,20.47834
T,64.23633,20.47862
T,64.23669,20.47876
T,64.23802,20.47887
T,64.23826,20.47901
T,64.23873,20.47947
T,64.23919,20.48035
T,64.23982,20.48248
T,64.24017,20.48322
T,64.24049,20.48359
T,64.2407,20.48374
T,64.2409,20.48381
T,64.24136,20.48377
T,64.24324,20.48296
T,64.24998,20.47829
T,64.25043,20.47814
T,64.2623,20.47697
T,64.26279,20.47709
T,64.26372,20.4777
T,64.26372,20.47771
T,64.26456,20.4783
T,64.26453,20.48022
T,64.26511,20.48563
T,64.26559,20.48736
T,64.26824,20.49414
T,64.26845,20.49535
T,64.26849,20.49741
T,64.26998,20.49769
T,64.27033,20.49788
T,64.27048,20.49804
T,64.27244,20.50145
T,64.27339,20.50368
T,64.27373,20.50402
T,64.274,20.5041
T,64.27504,20.50409
T,64.27546,20.50434
T,64.27631,20.50513
T,64.2783,20.50859
T,64.2785,20.50881
T,64.27881,20.50903
T,64.2793,20.50906
T,64.28084,20.50875
T,64.2857,20.50669
T,64.28612,20.50663
T,64.28745,20.50675
T,64.28882,20.51342
T,64.2892,20.51437
T,64.28942,20.51466
T,64.28968,20.51488
T,64.28988,20.51494
T,64.2907,20.51488
T,64.29108,20.51496
T,64.29133,20.51516
T,64.2917,20.5157
T,64.29383,20.51976
T,64.29292,20.52356
T,64.29615,20.52673
T,64.29653,20.52697
T,64.29689,20.5271
T,64.30537,20.52788
T,64.30582,20.52806
T,64.30876,20.53078
T,64.31062,20.53205
T,64.3109,20.53217
T,64.31139,20.53221
T,64.31442,20.53154
T,64.31562,20.53148
T,64.3221,20.532
T,64.3224,20.53193
T,64.32285,20.53168
T,64.32326,20.53128
T,64.32634,20.52719
T,64.32675,20.52678
T,64.33257,20.52232
T,64.33528,20.52053
T,64.34125,20.51556
T,64.34165,20.51504
T,64.34346,20.51135
T,64.3479,20.50466
T,64.34819,20.50442
T,64.34964,20.50404
T,64.35036,20.50348
T,64.35078,20.5035
T,64.35106,20.50373
T,64.35228,20.50442
T,64.35761,20.5048
T,64.35865,20.50463
T,64.35986,20.50402
T,64.36327,20.50135
T,64.36426,20.50096
T,64.36485,20.50086
T,64.36563,20.50085
T,64.36626,20.50097
T,64.36708,20.50128
T,64.37393,20.50551
T,64.38075,20.51412
T,64.38076,20.51412
T,64.38362,20.51912
T,64.38403,20.52042
T,64.38713,20.53669
T,64.38747,20.53755
T,64.38778,20.53809
T,64.39574,20.54852
T,64.39595,20.54871
T,64.39613,20.54879
T,64.39654,20.54886
T,64.40001,20.54874
T,64.40067,20.54857
T,64.41082,20.54306
T,64.41454,20.54279
T,64.41483,20.54288
T,64.4151,20.54307
T,64.41789,20.54587
T,64.41888,20.54665
T,64.41925,20.54712
T,64.42011,20.54926
T,64.4206,20.54988
T,64.42141,20.55049
T,64.42163,20.55075
T,64.42406,20.55703
T,64.42461,20.55802
T,64.42509,20.55858
T,64.42578,20.55909
T,64.42705,20.55958
T,64.42758,20.55989
T,64.42783,20.56011
T,64.42848,20.56096
T,64.43072,20.56573
T,64.43194,20.57039
T,64.43273,20.57219
T,64.43331,20.57305
T,64.43633,20.57663
T,64.43682,20.57742
T,64.4397,20.58475
T,64.44009,20.58551
T,64.44157,20.58717
T,64.44323,20.5905
T,64.44324,20.5905
T,64.44802,20.59715
T,64.44848,20.59797
T,64.44974,20.6012
T,64.45012,20.60181
T,64.45046,20.60218
T,64.4518,20.60319
T,64.45244,20.60401
T,64.45295,20.60494
T,64.45522,20.61076
T,64.45573,20.6115
T,64.45608,20.61172
T,64.45632,20.61177
T,64.45888,20.61171
T,64.4591,20.61176
T,64.45949,20.61204
T,64.46322,20.6171
T,64.46369,20.61753
T,64.46383,20.61758
T,64.46672,20.61757
T,64.46722,20.61771
T,64.46972,20.61901
T,64.46995,20.61906
T,64.4706,20.619
T,64.47608,20.61637
T,64.47534,20.62155
T,64.47289,20.63031
T,64.47286,20.63134
T,64.473,20.63289
T,64.47323,20.63388
T,64.47731,20.64432
T,64.48567,20.65642
T,64.48425,20.6641
T,64.48426,20.66548
T,64.48721,20.67936
T,64.48815,20.68567
T,64.48957,20.69078
T,64.48974,20.69265
T,64.48994,20.69358
T,64.49016,20.69398
T,64.48981,20.69594
T,64.48959,20.70023
T,64.48981,20.7031
T,64.49039,20.70615
T,64.49092,20.7078
T,64.49515,20.71696
T,64.49898,20.7295
T,64.4993,20.73154
T,64.49997,20.74567
T,64.50019,20.74697
T,64.50706,20.77053
T,64.5097,20.78899
T,64.51043,20.79202
T,64.51858,20.81373
T,64.52796,20.83291
T,64.55632,20.8804
T,64.55776,20.88232
T,64.55808,20.8829
T,64.56428,20.89809
T,64.56981,20.90954
T,64.5708,20.91102
T,64.57064,20.91154
T,64.57363,20.91765
T,64.58003,20.92627
T,64.58985,20.94066
T,64.59049,20.93896
T,64.59203,20.94153
T,64.5931,20.94273
T,64.59373,20.94326
T,64.61776,20.95602
T,64.62512,20.95898
T,64.62512,20.95899
T,64.63265,20.96194
T,64.63382,20.96218
T,64.64048,20.96123
T,64.64076,20.96114
T,64.64061,20.96612
T,64.64139,20.96686
T,64.6415,20.96687
T,64.64238,20.96656
T,64.64937,20.96272
T,64.65084,20.96119
T,64.65113,20.96026
T,64.65116,20.95959
T,64.65048,20.95567
T,64.66408,20.95106
T,64.66417,20.95111
T,64.66665,20.95028
T,64.66682,20.95014
T,64.67659,20.94685
T,64.67687,20.94687
T,64.68183,20.94505
T,64.68308,20.94424
T,64.68439,20.94313
T,64.6852,20.94264
T,64.68587,20.94246
T,64.69204,20.94247
T,64.69343,20.94262
T,64.69504,20.94261
T,64.69513,20.94252
T,64.69811,20.94249
T,64.70069,20.94147
T,64.70171,20.94121
T,64.70246,20.94114
T,64.70364,20.94124
T,64.70466,20.9415
T,64.70525,20.94175
T,64.70611,20.94232
T,64.70731,20.94361
T,64.70924,20.94673
T,64.71039,20.94826
T,64.71131,20.94916
T,64.712,20.94967
T,64.71299,20.95019
T,64.71363,20.95041
T,64.71449,20.95056
T,64.71514,20.95058
T,64.71574,20.9505
T,64.71942,20.94912
T,64.72052,20.94885
T,64.72121,20.9488
T,64.72208,20.94889
T,64.72335,20.94932
T,64.7242,20.94991
T,64.72424,20.94946
T,64.72949,20.95098
T,64.73009,20.95126
T,64.73097,20.95204
T,64.73524,20.95916
T,64.736,20.96091
T,64.73631,20.96207
T,64.73696,20.96125
T,64.73737,20.96029
T,64.73742,20.96034
T,64.73747,20.96034
T,64.73751,20.9603
T,64.73756,20.96016
T,64.73797,20.96057
T,64.7403,20.9616
T,64.74073,20.96161
T,64.74206,20.96136
T,64.74268,20.96062
T,64.74271,20.96063
T,64.74271,20.96058
T,64.74294,20.96008
T,64.74308,20.95991
T,64.74341,20.95968
T,64.74376,20.9597
T,64.74458,20.95928
T,64.74484,20.95922
T,64.74496,20.95926
T,64.74502,20.95919
T,64.74531,20.9593
T,64.74602,20.95939
T,64.74618,20.95952
T,64.7482,20.95989
T,64.74826,20.95984
T,64.74846,20.9567
T,64.74991,20.95719
T,64.74989,20.958
T,64.75002,20.9586
T,64.75027,20.95885
T,64.75059,20.95898
T,64.75063,20.95895
T,64.75069,20.95901
T,64.75122,20.95914
T,64.75109,20.96119
T,64.75343,20.9618
T,64.75366,20.96209
T,64.75375,20.96241
T,64.7537,20.96275
T,64.75378,20.96328
T,64.75863,20.96823
T,64.75896,20.96877
T,64.75923,20.96945
T,64.75948,20.97116
T,64.75944,20.97328
T,64.7595,20.97361
T,64.7595,20.97628
T,64.75957,20.97682
T,64.76005,20.97841
T,64.76104,20.9865
T,64.76162,21.00347
T,64.76151,21.00452
T,64.76184,21.00625
T,64.76227,21.00754
T,64.76234,21.00943
T,64.76365,21.01265
T,64.76377,21.01319
T,64.76401,21.01778
T,64.76421,21.01845
T,64.76429,21.01858
T,64.76554,21.01958
T,64.76557,21.01969
T,64.76561,21.01968
T,64.76628,21.02022
T,64.76695,21.02097
T,64.76749,21.0214
T,64.76753,21.02149
T,64.7677,21.02166
T,64.76774,21.0219
T,64.7678,21.02199
T,64.76787,21.02201
T,64.76793,21.02196
T,64.76797,21.02185
T,64.76807,21.02193
T,64.76814,21.02195
T,64.76822,21.02191
T,64.77244,21.02474
T,64.77356,21.0238
T,64.77384,21.02337
T,64.77429,21.02304
T,64.77499,21.02354
T,64.77513,21.02357
T,64.77526,21.02355
T,64.77559,21.02336
T,64.77638,21.02235
T,64.77653,21.02225
T,64.77699,21.02221
T,64.7771,21.02209
T,64.77721,21.02208
T,64.77731,21.02212
T,64.77742,21.02223
T,64.77778,21.02283
T,64.77808,21.02388
T,64.77838,21.0264
T,64.77849,21.02668
T,64.77855,21.02672
T,64.77889,21.02439
T,64.77958,21.02241
T,64.78004,21.02166
T,64.78041,21.02126
T,64.78105,21.02079
T,64.78196,21.02037
T,64.78223,21.02032
T,64.78277,21.02036
T,64.78411,21.02078
T,64.78533,21.02077
T,64.78585,21.0209
T,64.78639,21.02121
T,64.78677,21.02154
T,64.78808,21.0231
T,64.78868,21.02352
T,64.78879,21.02235
T,64.78915,21.02233
T,64.79072,21.02185
T,64.79113,21.02181
T,64.79162,21.02186
T,64.79426,21.02298
T,64.79435,21.02295
T,64.79623,21.02427
T,64.79744,21.02534
T,64.80225,21.03061
T,64.80349,21.03158
T,64.80449,21.03215
T,64.8061,21.03278
T,64.80672,21.03292
T,64.80805,21.033
T,64.80888,21.03292
T,64.81023,21.03258
T,64.81023,21.03257
T,64.81202,21.03171
T,64.81598,21.02854
T,64.81719,21.02794
T,64.81815,21.02765
T,64.82133,21.02721
T,64.82273,21.02646
T,64.82404,21.02518
T,64.82529,21.02336
T,64.8262,21.02154
T,64.82869,21.01487
T,64.83842,20.99359
T,64.83952,20.99161
T,64.84066,20.9901
T,64.84201,20.98894
T,64.84304,20.98843
T,64.84412,20.98825
T,64.84521,20.98842
T,64.84654,20.98903
T,64.84764,20.98989
T,64.84838,20.99068
T,64.85148,20.99505
T,64.85774,21.0074
T,64.85935,21.01002
T,64.86052,21.01161
T,64.86581,21.0177
T,64.86776,21.02023
T,64.87181,21.02669
T,64.88797,21.04966
T,64.89154,21.05382
T,64.89628,21.06038
T,64.90294,21.07168
T,64.90511,21.07589
T,64.92366,21.10822
T,64.94172,21.1565
T,64.95317,21.19722
T,64.95719,21.20907
T,64.96747,21.25679
T,64.9701,21.2656
T,64.97245,21.27175
T,64.97639,21.28001
T,64.97876,21.28391
T,64.98085,21.28684
T,64.98361,21.29015
T,64.98726,21.29344
T,64.99995,21.30207
T,65.00609,21.30716
T,65.01117,21.3123
T,65.0276,21.33123
T,65.03008,21.33475
T,65.04158,21.35522
T,65.04293,21.35819
T,65.0524,21.38594
T,65.06364,21.427
T,65.06486,21.43018
T,65.07558,21.4533
T,65.07566,21.45339
T,65.08694,21.47789
T,65.08849,21.48084
T,65.0935,21.48901
T,65.09599,21.49383
T,65.10346,21.51369
T,65.10493,21.5166
T,65.10607,21.51846
T,65.10756,21.52046
T,65.1094,21.5224
T,65.11131,21.52384
T,65.11578,21.52595
T,65.11703,21.52628
T,65.119,21.5265
T,65.12035,21.52643
T,65.12125,21.52626
T,65.12328,21.52547
T,65.12548,21.5241
T,65.12777,21.52209
T,65.15251,21.495
T,65.15332,21.49432
T,65.15462,21.49357
T,65.15593,21.49307
T,65.15682,21.49289
T,65.1611,21.49259
T,65.16251,21.49268
T,65.16429,21.49317
T,65.16628,21.49424
T,65.1749,21.50156
T,65.17605,21.50225
T,65.19528,21.51077
T,65.19807,21.51237
T,65.20086,21.51444
T,65.20591,21.51877
T,65.20834,21.52014
T,65.21043,21.52083
T,65.21189,21.52105
