type	latitude	longitude	color	opacity	width	scale	sym	name	desc
T	57.293880000	-3.866000000							
T	57.293880000	-3.865700000							
T	57.293760000	-3.865090000							
T	57.293370000	-3.859190000							
T	57.293600000	-3.856510000							
T	57.294100000	-3.854490000							
T	57.294310000	-3.853070000							
T	57.294290000	-3.852150000							
T	57.294050000	-3.850660000							
T	57.293670000	-3.849190000							
T	57.292170000	-3.844980000							
T	57.291800000	-3.844150000							
T	57.290730000	-3.842420000							
T	57.290260000	-3.841420000							
T	57.288940000	-3.837690000							
T	57.287420000	-3.834820000							
T	57.286310000	-3.831530000							
T	57.285840000	-3.829810000							
T	57.285780000	-3.829160000							
T	57.285750000	-3.824780000							
T	57.284590000	-3.815800000							
T	57.284270000	-3.815420000							
T	57.283650000	-3.815330000							
T	57.283220000	-3.815200000							
T	57.283140000	-3.815150000							
T	57.281230000	-3.813160000							
T	57.278990000	-3.811280000							
T	57.278310000	-3.810850000							
T	57.276980000	-3.810180000							
T	57.276770000	-3.810120000							
T	57.276490000	-3.810140000							
T	57.275440000	-3.810430000							
T	57.273300000	-3.810810000							
T	57.272230000	-3.811180000							
T	57.272060000	-3.811210000							
T	57.271810000	-3.811200000							
T	57.271560000	-3.811120000							
T	57.271360000	-3.811010000							
T	57.268340000	-3.808360000							
T	57.268050000	-3.808270000							
T	57.267900000	-3.808280000							
T	57.267610000	-3.808370000							
T	57.266780000	-3.808850000							
T	57.266260000	-3.809030000							
T	57.265780000	-3.809120000							
T	57.265560000	-3.809120000							
T	57.265340000	-3.809050000							
T	57.264290000	-3.808520000							
T	57.264070000	-3.808450000							
T	57.261500000	-3.808250000							
T	57.260990000	-3.808260000							
T	57.260030000	-3.808570000							
T	57.259770000	-3.808570000							
T	57.257540000	-3.807400000							
T	57.256510000	-3.807260000							
T	57.256230000	-3.807120000							
T	57.256080000	-3.806990000							
T	57.255720000	-3.806480000							
T	57.254250000	-3.802580000							
T	57.254100000	-3.802320000							
T	57.253500000	-3.801550000							
T	57.253220000	-3.801350000							
T	57.253030000	-3.801320000							
T	57.252430000	-3.801380000							
T	57.251430000	-3.801690000							
T	57.247300000	-3.803370000							
T	57.247160000	-3.803390000							
T	57.247080000	-3.803270000							
T	57.247000000	-3.802950000							
T	57.246480000	-3.803460000							
T	57.245860000	-3.803840000							
T	57.244860000	-3.804090000							
T	57.242470000	-3.804240000							
T	57.241870000	-3.804350000							
T	57.241080000	-3.804600000							
T	57.239760000	-3.805450000							
T	57.238380000	-3.806570000							
T	57.237930000	-3.806840000							
T	57.237580000	-3.806950000							
T	57.236950000	-3.807030000							
T	57.235320000	-3.806960000							
T	57.234670000	-3.807040000							
T	57.234260000	-3.807240000							
T	57.233420000	-3.807980000							
T	57.232630000	-3.808860000							
T	57.232090000	-3.809810000							
T	57.231220000	-3.811910000							
T	57.231000000	-3.812320000							
T	57.229390000	-3.813820000							
T	57.226880000	-3.815910000							
T	57.226610000	-3.816000000							
T	57.226450000	-3.816010000							
T	57.222800000	-3.815000000							
T	57.221530000	-3.814950000							
T	57.219810000	-3.814570000							
T	57.219340000	-3.814570000							
T	57.218550000	-3.814760000							
T	57.217900000	-3.815130000							
T	57.217250000	-3.815810000							
T	57.213010000	-3.821280000							
T	57.211700000	-3.822160000							
T	57.209790000	-3.823980000							
T	57.209360000	-3.824290000							
T	57.207380000	-3.825180000							
T	57.206160000	-3.826550000							
T	57.205870000	-3.826740000							
T	57.205720000	-3.826780000							
T	57.204710000	-3.826810000							
T	57.204700000	-3.826490000							
T	57.204560000	-3.826460000							
T	57.204470000	-3.826490000							
T	57.204390000	-3.826580000							
T	57.204250000	-3.826640000							
T	57.204230000	-3.826630000							
T	57.204190000	-3.826650000							
T	57.204080000	-3.826620000							
T	57.204070000	-3.826600000							
T	57.203970000	-3.826550000							
T	57.203910000	-3.826550000							
T	57.203850000	-3.826580000							
T	57.203760000	-3.826690000							
T	57.203740000	-3.826690000							
T	57.203620000	-3.826610000							
T	57.203580000	-3.826610000							
T	57.203510000	-3.826660000							
T	57.203450000	-3.826770000							
T	57.203220000	-3.826820000							
T	57.203090000	-3.826920000							
T	57.202930000	-3.826940000							
T	57.202170000	-3.827240000							
T	57.202110000	-3.827240000							
T	57.202030000	-3.827060000							
T	57.201700000	-3.827110000							
T	57.201660000	-3.827130000							
T	57.201490000	-3.827310000							
T	57.201190000	-3.827460000							
T	57.200980000	-3.827510000							
T	57.200970000	-3.827520000							
T	57.200880000	-3.827530000							
T	57.200730000	-3.827440000							
T	57.200730000	-3.827450000							
T	57.200710000	-3.827470000							
T	57.200690000	-3.827470000							
T	57.200670000	-3.827490000							
T	57.200660000	-3.827490000							
T	57.200560000	-3.827670000							
T	57.200500000	-3.827710000							
T	57.200400000	-3.826240000							
T	57.200810000	-3.823840000							
T	57.200860000	-3.823140000							
T	57.200800000	-3.821660000							
T	57.200130000	-3.818710000							
T	57.199790000	-3.819020000							
T	57.199650000	-3.819240000							
T	57.199360000	-3.820320000							
T	57.199100000	-3.820690000							
T	57.198960000	-3.820780000							
T	57.198940000	-3.820780000							
T	57.198670000	-3.820650000							
T	57.198470000	-3.820670000							
T	57.198360000	-3.820630000							
T	57.198340000	-3.820690000							
T	57.197920000	-3.820960000							
T	57.197600000	-3.821270000							
T	57.197360000	-3.821650000							
T	57.196770000	-3.821650000							
T	57.196630000	-3.821410000							
T	57.196590000	-3.821390000							
T	57.196560000	-3.821350000							
T	57.196490000	-3.821320000							
T	57.196410000	-3.821340000							
T	57.196380000	-3.821370000							
T	57.196290000	-3.821340000							
T	57.195960000	-3.821490000							
T	57.195860000	-3.821450000							
T	57.195800000	-3.821760000							
T	57.195390000	-3.822670000							
T	57.195050000	-3.823180000							
T	57.194640000	-3.824000000							
T	57.194610000	-3.824030000							
T	57.194540000	-3.824040000							
T	57.194510000	-3.824030000							
T	57.194380000	-3.823900000							
T	57.194280000	-3.823900000							
T	57.194280000	-3.823910000							
T	57.194260000	-3.823920000							
T	57.194070000	-3.824190000							
T	57.193980000	-3.824240000							
T	57.193880000	-3.824260000							
T	57.193820000	-3.824300000							
T	57.193270000	-3.825450000							
T	57.192880000	-3.825920000							
T	57.192410000	-3.826370000							
T	57.192060000	-3.826560000							
T	57.191290000	-3.826840000							
T	57.190970000	-3.827060000							
T	57.190050000	-3.827950000							
T	57.188030000	-3.828150000							
T	57.186940000	-3.828350000							
T	57.186430000	-3.828560000							
T	57.185970000	-3.828920000							
T	57.183730000	-3.830280000							
T	57.183490000	-3.830340000							
T	57.183340000	-3.830330000							
T	57.182960000	-3.830230000							
T	57.182640000	-3.828430000							
T	57.181070000	-3.825940000							
T	57.181040000	-3.826010000							
T	57.178740000	-3.822470000							
T	57.176870000	-3.819160000							
T	57.175120000	-3.820150000							
T	57.173910000	-3.821690000							
T	57.173200000	-3.822880000							
T	57.172040000	-3.824240000							
T	57.171900000	-3.824350000							
T	57.171460000	-3.824520000							
T	57.171370000	-3.824580000							
T	57.170720000	-3.825570000							
T	57.170620000	-3.825640000							
T	57.170550000	-3.825650000							
T	57.170160000	-3.825500000							
T	57.170070000	-3.825500000							
T	57.170010000	-3.825520000							
T	57.169600000	-3.826200000							
T	57.169500000	-3.826240000							
T	57.168990000	-3.826260000							
T	57.168800000	-3.826370000							
T	57.168740000	-3.826470000							
T	57.168340000	-3.828300000							
T	57.168140000	-3.828640000							
T	57.167770000	-3.829780000							
T	57.167750000	-3.830510000							
T	57.167680000	-3.830880000							
T	57.167260000	-3.832190000							
T	57.166970000	-3.832880000							
T	57.166800000	-3.833170000							
T	57.165910000	-3.834200000							
T	57.165550000	-3.834490000							
T	57.164580000	-3.835730000							
T	57.163430000	-3.837490000							
T	57.163340000	-3.837580000							
T	57.163070000	-3.837670000							
T	57.162480000	-3.837640000							
T	57.162410000	-3.837670000							
T	57.162320000	-3.837780000							
T	57.162250000	-3.837980000							
T	57.162210000	-3.838480000							
T	57.162300000	-3.839170000							
T	57.162260000	-3.839610000							
T	57.162100000	-3.840010000							
T	57.159010000	-3.843600000							
T	57.157300000	-3.844850000							
T	57.157220000	-3.844880000							
T	57.157160000	-3.844880000							
T	57.156510000	-3.844400000							
T	57.156280000	-3.844310000							
T	57.156060000	-3.844300000							
T	57.155990000	-3.844320000							
T	57.155240000	-3.844780000							
T	57.154850000	-3.844960000							
T	57.154690000	-3.845070000							
T	57.154310000	-3.845570000							
T	57.154070000	-3.846200000							
T	57.153630000	-3.846790000							
T	57.153350000	-3.846970000							
T	57.152900000	-3.847110000							
T	57.152800000	-3.847170000							
T	57.151980000	-3.848010000							
T	57.151790000	-3.848340000							
T	57.151500000	-3.849190000							
T	57.151320000	-3.849510000							
T	57.150230000	-3.850520000							
T	57.148200000	-3.852690000							
T	57.147950000	-3.852840000							
T	57.147560000	-3.853260000							
T	57.147280000	-3.853660000							
T	57.147200000	-3.853710000							
T	57.147100000	-3.853720000							
T	57.146880000	-3.853620000							
T	57.146780000	-3.853640000							
T	57.146700000	-3.853710000							
T	57.146120000	-3.854510000							
T	57.144990000	-3.855610000							
T	57.143620000	-3.857390000							
T	57.143090000	-3.857820000							
T	57.143000000	-3.857960000							
T	57.142920000	-3.858180000							
T	57.142660000	-3.860280000							
T	57.142710000	-3.861850000							
T	57.142670000	-3.862100000							
T	57.142480000	-3.862620000							
T	57.142220000	-3.863710000							
T	57.141870000	-3.864590000							
T	57.141120000	-3.867420000							
T	57.140790000	-3.869630000							
T	57.140730000	-3.869780000							
T	57.140610000	-3.869960000							
T	57.140420000	-3.870140000							
T	57.139460000	-3.870810000							
T	57.139370000	-3.870930000							
T	57.139270000	-3.871190000							
T	57.139060000	-3.872160000							
T	57.138860000	-3.872690000							
T	57.138150000	-3.874000000							
T	57.137910000	-3.874660000							
T	57.137490000	-3.876770000							
T	57.137340000	-3.877140000							
T	57.137160000	-3.877440000							
T	57.137020000	-3.877600000							
T	57.136230000	-3.878060000							
T	57.135930000	-3.878330000							
T	57.134540000	-3.880230000							
T	57.133840000	-3.880870000							
T	57.131140000	-3.884590000							
T	57.130480000	-3.885710000							
T	57.130050000	-3.886860000							
T	57.129850000	-3.887180000							
T	57.129190000	-3.887880000							
T	57.127750000	-3.888900000							
T	57.127430000	-3.889220000							
T	57.126980000	-3.889950000							
T	57.126420000	-3.891070000							
T	57.126110000	-3.891480000							
T	57.124580000	-3.892860000							
T	57.123980000	-3.893610000							
T	57.123230000	-3.894100000							
T	57.123030000	-3.894290000							
T	57.122420000	-3.895250000							
T	57.122160000	-3.895570000							
T	57.121100000	-3.896430000							
T	57.120290000	-3.896680000							
T	57.118190000	-3.897980000							
T	57.118060000	-3.898030000							
T	57.117900000	-3.898020000							
T	57.116550000	-3.897530000							
T	57.115620000	-3.897370000							
T	57.115450000	-3.897300000							
T	57.115140000	-3.897020000							
T	57.115130000	-3.897030000							
T	57.115020000	-3.897020000							
T	57.114950000	-3.897060000							
T	57.114870000	-3.897180000							
T	57.114870000	-3.897390000							
T	57.115220000	-3.897830000							
T	57.115240000	-3.898650000							
T	57.115470000	-3.899240000							
T	57.115860000	-3.899650000							
T	57.116500000	-3.900070000							
T	57.116610000	-3.900210000							
T	57.117030000	-3.901260000							
T	57.117560000	-3.903870000							
T	57.117680000	-3.904150000							
T	57.118140000	-3.904710000							
T	57.118390000	-3.905140000							
T	57.118460000	-3.905390000							
T	57.118490000	-3.905680000							
T	57.118340000	-3.907460000							
T	57.117880000	-3.909490000							
T	57.117690000	-3.910030000							
T	57.117610000	-3.910430000							
T	57.117520000	-3.911950000							
T	57.117320000	-3.913110000							
T	57.116790000	-3.914640000							
T	57.116740000	-3.916530000							
T	57.116660000	-3.916910000							
T	57.116520000	-3.917140000							
T	57.115490000	-3.917990000							
T	57.115040000	-3.918590000							
T	57.114820000	-3.918980000							
T	57.113830000	-3.922280000							
T	57.112320000	-3.924350000							
T	57.112070000	-3.924500000							
T	57.111700000	-3.924590000							
T	57.111280000	-3.924530000							
T	57.110790000	-3.924240000							
T	57.110620000	-3.924190000							
T	57.107150000	-3.933060000							
T	57.106480000	-3.933930000							
T	57.106260000	-3.934320000							
T	57.105910000	-3.935620000							
T	57.105410000	-3.936670000							
T	57.105340000	-3.937030000							
T	57.105260000	-3.938260000							
T	57.105020000	-3.939150000							
T	57.104970000	-3.939560000							
T	57.104980000	-3.940590000							
T	57.104940000	-3.940870000							
T	57.104450000	-3.942050000							
T	57.104300000	-3.942280000							
T	57.103480000	-3.943120000							
T	57.102790000	-3.944280000							
T	57.102790000	-3.944300000							
T	57.100610000	-3.946650000							
T	57.100370000	-3.946770000							
T	57.098590000	-3.946990000							
T	57.097960000	-3.947240000							
T	57.097320000	-3.947330000							
T	57.097060000	-3.947420000							
T	57.096820000	-3.947600000							
T	57.095450000	-3.949090000							
T	57.094920000	-3.949430000							
T	57.094730000	-3.949500000							
T	57.094430000	-3.949530000							
T	57.093990000	-3.949470000							
T	57.093860000	-3.949480000							
T	57.093700000	-3.949540000							
T	57.093580000	-3.949640000							
T	57.093110000	-3.950360000							
T	57.092150000	-3.953480000							
T	57.091480000	-3.955040000							
T	57.091390000	-3.955370000							
T	57.090970000	-3.958060000							
T	57.090800000	-3.960480000							
T	57.090250000	-3.962520000							
T	57.089710000	-3.963740000							
T	57.089460000	-3.964490000							
T	57.089450000	-3.964880000							
T	57.089560000	-3.966050000							
T	57.089490000	-3.966430000							
T	57.089350000	-3.966700000							
T	57.088370000	-3.968100000							
T	57.088210000	-3.968420000							
T	57.087930000	-3.969320000							
T	57.087390000	-3.970450000							
T	57.086440000	-3.973720000							
T	57.086290000	-3.974050000							
T	57.085820000	-3.974800000							
T	57.084790000	-3.975810000							
T	57.084300000	-3.976140000							
T	57.084190000	-3.976280000							
T	57.083170000	-3.978340000							
T	57.082840000	-3.978860000							
T	57.082140000	-3.979640000							
T	57.081750000	-3.979950000							
T	57.080670000	-3.980530000							
T	57.080590000	-3.980620000							
T	57.080450000	-3.980970000							
T	57.080390000	-3.981520000							
T	57.080720000	-3.986740000							
T	57.080610000	-3.987360000							
T	57.080270000	-3.988470000							
T	57.079480000	-3.992630000							
T	57.079150000	-3.995030000							
T	57.079050000	-3.995370000							
T	57.078880000	-3.995710000							
T	57.078610000	-3.996070000							
T	57.077060000	-3.997510000							
T	57.076900000	-3.997590000							
T	57.076630000	-3.997580000							
T	57.075560000	-3.997130000							
T	57.075250000	-3.997140000							
T	57.075110000	-3.997200000							
T	57.073430000	-3.998590000							
T	57.072960000	-3.998870000							
T	57.072690000	-3.998900000							
T	57.072510000	-3.998880000							
T	57.072400000	-3.998840000							
T	57.072120000	-3.998650000							
T	57.071930000	-3.998420000							
T	57.071330000	-3.997970000							
T	57.070860000	-3.997810000							
T	57.070670000	-3.997670000							
T	57.070600000	-3.997650000							
T	57.070500000	-3.997660000							
T	57.070460000	-3.997730000							
T	57.070540000	-3.999430000							
T	57.069950000	-4.003040000							
T	57.069960000	-4.003530000							
T	57.071130000	-4.014050000							
T	57.071650000	-4.015900000							
T	57.072090000	-4.017090000							
T	57.073020000	-4.020830000							
T	57.073060000	-4.021400000							
T	57.073010000	-4.022170000							
T	57.073000000	-4.022180000							
T	57.072940000	-4.022480000							
T	57.072350000	-4.024110000							
T	57.072190000	-4.024790000							
T	57.072110000	-4.025630000							
T	57.072200000	-4.028850000							
T	57.071730000	-4.031210000							
T	57.071710000	-4.033020000							
T	57.071860000	-4.034370000							
T	57.072200000	-4.036240000							
T	57.072200000	-4.036860000							
T	57.072100000	-4.037420000							
T	57.071940000	-4.037880000							
T	57.071550000	-4.038610000							
T	57.070520000	-4.040120000							
T	57.070420000	-4.040330000							
T	57.070020000	-4.042530000							
T	57.070040000	-4.042750000							
T	57.070540000	-4.043580000							
T	57.070940000	-4.044590000							
T	57.071330000	-4.045250000							
T	57.072500000	-4.048090000							
T	57.072740000	-4.048380000							
T	57.072930000	-4.048490000							
T	57.073570000	-4.048600000							
T	57.073830000	-4.048720000							
T	57.074150000	-4.048940000							
T	57.079670000	-4.053690000							
T	57.078920000	-4.056110000							
T	57.077740000	-4.062210000							
T	57.077710000	-4.062600000							
T	57.077840000	-4.066700000							
T	57.077790000	-4.067350000							
T	57.077640000	-4.068100000							
T	57.076680000	-4.070310000							
T	57.076540000	-4.070830000							
T	57.076170000	-4.073900000							
T	57.075620000	-4.076160000							
T	57.075250000	-4.081070000							
T	57.075270000	-4.082990000							
T	57.075030000	-4.085940000							
T	57.073690000	-4.089730000							
T	57.073040000	-4.091000000							
T	57.072810000	-4.091680000							
T	57.072620000	-4.092740000							
T	57.072610000	-4.093230000							
T	57.072840000	-4.095300000							
T	57.072800000	-4.096090000							
T	57.072620000	-4.097140000							
T	57.072330000	-4.098100000							
T	57.071470000	-4.100210000							
T	57.070920000	-4.101170000							
T	57.070190000	-4.102710000							
T	57.069420000	-4.105430000							
T	57.068920000	-4.108450000							
T	57.067300000	-4.115340000							
T	57.067110000	-4.115910000							
T	57.063640000	-4.123290000							
T	57.063530000	-4.123690000							
T	57.063480000	-4.123680000							
T	57.063390000	-4.123810000							
T	57.062730000	-4.125270000							
T	57.062450000	-4.125730000							
T	57.056820000	-4.130510000							
T	57.056380000	-4.130800000							
T	57.056230000	-4.130850000							
T	57.056070000	-4.130860000							
T	57.055760000	-4.130790000							
T	57.054610000	-4.130260000							
T	57.054280000	-4.130240000							
T	57.053900000	-4.130320000							
T	57.052590000	-4.130860000							
T	57.052220000	-4.131140000							
T	57.051600000	-4.132030000							
T	57.051410000	-4.132190000							
T	57.051160000	-4.132250000							
T	57.050850000	-4.132060000							
T	57.050590000	-4.131960000							
T	57.050420000	-4.131930000							
T	57.050040000	-4.131960000							
T	57.049260000	-4.132490000							
T	57.049010000	-4.132740000							
T	57.046520000	-4.137540000							
T	57.046350000	-4.137650000							
T	57.046300000	-4.138020000							
T	57.045640000	-4.139440000							
T	57.044260000	-4.146300000							
T	57.044010000	-4.146860000							
T	57.043210000	-4.148040000							
T	57.041940000	-4.149310000							
T	57.040090000	-4.150570000							
T	57.040020000	-4.150760000							
T	57.039960000	-4.150820000							
T	57.039130000	-4.151210000							
T	57.037480000	-4.152790000							
T	57.035330000	-4.155130000							
T	57.034880000	-4.155470000							
T	57.033700000	-4.156710000							
T	57.033250000	-4.156950000							
T	57.032810000	-4.157070000							
T	57.032270000	-4.157100000							
T	57.031090000	-4.156920000							
T	57.030150000	-4.156930000							
T	57.029090000	-4.157160000							
T	57.025070000	-4.159060000							
T	57.023010000	-4.159830000							
T	57.021320000	-4.160060000							
T	57.021150000	-4.160150000							
T	57.020820000	-4.160250000							
T	57.019420000	-4.161240000							
T	57.019030000	-4.161420000							
T	57.018280000	-4.161610000							
T	57.017140000	-4.161550000							
T	57.016930000	-4.161650000							
T	57.016360000	-4.161810000							
T	57.015530000	-4.162240000							
T	57.013820000	-4.163520000							
T	57.012830000	-4.164400000							
T	57.012820000	-4.164400000							
T	57.012190000	-4.165010000							
T	57.011490000	-4.165550000							
T	57.011010000	-4.165840000							
T	57.010210000	-4.166570000							
T	57.009540000	-4.167040000							
T	57.008880000	-4.167390000							
T	57.006910000	-4.168170000							
T	57.006500000	-4.168280000							
T	57.006330000	-4.168470000							
T	57.003580000	-4.169920000							
T	57.003460000	-4.170060000							
T	57.003330000	-4.170080000							
T	57.003240000	-4.170130000							
T	57.002530000	-4.170860000							
T	57.002360000	-4.171320000							
T	57.002430000	-4.171590000							
T	57.002440000	-4.172330000							
T	57.002380000	-4.172550000							
T	57.002110000	-4.173020000							
T	57.001270000	-4.173700000							
T	56.997880000	-4.177630000							
T	56.996460000	-4.178740000							
T	56.994580000	-4.181180000							
T	56.994430000	-4.181320000							
T	56.994100000	-4.181480000							
T	56.993680000	-4.181510000							
T	56.993450000	-4.181440000							
T	56.992750000	-4.181030000							
T	56.992520000	-4.180950000							
T	56.992250000	-4.180950000							
T	56.992010000	-4.181040000							
T	56.990670000	-4.182320000							
T	56.989870000	-4.182820000							
T	56.988680000	-4.183250000							
T	56.988310000	-4.183290000							
T	56.987350000	-4.183170000							
T	56.987340000	-4.183160000							
T	56.986550000	-4.183120000							
T	56.986380000	-4.183150000							
T	56.982330000	-4.185320000							
T	56.982100000	-4.185490000							
T	56.977620000	-4.189840000							
T	56.975540000	-4.193120000							
T	56.975180000	-4.193860000							
T	56.974970000	-4.194470000							
T	56.971830000	-4.199780000							
T	56.971130000	-4.200620000							
T	56.968560000	-4.204450000							
T	56.965170000	-4.208780000							
T	56.962850000	-4.210280000							
T	56.962440000	-4.210700000							
T	56.962230000	-4.211060000							
T	56.961950000	-4.211810000							
T	56.961870000	-4.212250000							
T	56.961820000	-4.214460000							
T	56.961750000	-4.214910000							
T	56.961540000	-4.215480000							
T	56.961090000	-4.216310000							
T	56.959880000	-4.217770000							
T	56.959610000	-4.218320000							
T	56.959100000	-4.219960000							
T	56.959020000	-4.220110000							
T	56.958850000	-4.220320000							
T	56.957360000	-4.221080000							
T	56.955430000	-4.222700000							
T	56.955430000	-4.222710000							
T	56.955120000	-4.223060000							
T	56.953440000	-4.225900000							
T	56.949160000	-4.230890000							
T	56.946840000	-4.231890000							
T	56.946570000	-4.232210000							
T	56.944270000	-4.236780000							
T	56.943980000	-4.237130000							
T	56.943700000	-4.237340000							
T	56.943430000	-4.237450000							
T	56.943300000	-4.236860000							
T	56.942930000	-4.236070000							
T	56.942550000	-4.235610000							
T	56.942210000	-4.235400000							
T	56.941930000	-4.235300000							
T	56.941800000	-4.235300000							
T	56.941690000	-4.235330000							
T	56.940160000	-4.236510000							
T	56.940050000	-4.236640000							
T	56.939770000	-4.237160000							
T	56.939160000	-4.239270000							
T	56.938900000	-4.239640000							
T	56.938570000	-4.239850000							
T	56.934820000	-4.241400000							
T	56.932230000	-4.242290000							
T	56.931000000	-4.242460000							
T	56.930700000	-4.242400000							
T	56.928500000	-4.241080000							
T	56.926960000	-4.240010000							
T	56.926710000	-4.239910000							
T	56.926600000	-4.239910000							
T	56.926590000	-4.239900000							
T	56.926320000	-4.239960000							
T	56.925040000	-4.240760000							
T	56.924810000	-4.240830000							
T	56.924520000	-4.240850000							
T	56.924140000	-4.240710000							
T	56.922640000	-4.239760000							
T	56.917730000	-4.237080000							
T	56.917320000	-4.236960000							
T	56.917230000	-4.236890000							
T	56.917120000	-4.236660000							
T	56.910960000	-4.236140000							
T	56.909910000	-4.236300000							
T	56.908880000	-4.236810000							
T	56.907630000	-4.237070000							
T	56.907140000	-4.237260000							
T	56.907040000	-4.237210000							
T	56.906990000	-4.237240000							
T	56.906950000	-4.237370000							
T	56.905150000	-4.238400000							
T	56.903690000	-4.239390000							
T	56.902550000	-4.240350000							
T	56.898460000	-4.244460000							
T	56.897560000	-4.245180000							
T	56.896590000	-4.246580000							
T	56.893840000	-4.248910000							
T	56.892980000	-4.249380000							
T	56.892530000	-4.249510000							
T	56.892060000	-4.249580000							
T	56.891470000	-4.249560000							
T	56.890430000	-4.249320000							
T	56.890000000	-4.249270000							
T	56.889440000	-4.249300000							
T	56.888730000	-4.249590000							
T	56.888680000	-4.249670000							
T	56.888500000	-4.249820000							
T	56.888280000	-4.249890000							
T	56.886940000	-4.250570000							
T	56.886840000	-4.250590000							
T	56.886730000	-4.250560000							
T	56.886600000	-4.250630000							
T	56.885450000	-4.251610000							
T	56.884770000	-4.252050000							
T	56.884210000	-4.252310000							
T	56.883990000	-4.252320000							
T	56.882450000	-4.253530000							
T	56.878270000	-4.256030000							
T	56.875430000	-4.257240000							
T	56.875340000	-4.257320000							
T	56.874930000	-4.257420000							
T	56.873470000	-4.257370000							
T	56.871480000	-4.257010000							
T	56.868650000	-4.256200000							
T	56.867680000	-4.255720000							
T	56.865760000	-4.254260000							
T	56.862950000	-4.251490000							
T	56.857390000	-4.247540000							
T	56.856690000	-4.247150000							
T	56.856500000	-4.247180000							
T	56.856120000	-4.246970000							
T	56.854580000	-4.245650000							
T	56.851760000	-4.244750000							
T	56.851740000	-4.244810000							
T	56.851660000	-4.244870000							
T	56.850800000	-4.244840000							
T	56.850450000	-4.244780000							
T	56.849900000	-4.244610000							
T	56.849520000	-4.244430000							
T	56.848920000	-4.243940000							
T	56.848500000	-4.243370000							
T	56.847960000	-4.242470000							
T	56.847480000	-4.241900000							
T	56.846700000	-4.241380000							
T	56.846310000	-4.241210000							
T	56.845850000	-4.241110000							
T	56.845630000	-4.241010000							
T	56.845360000	-4.240820000							
T	56.845360000	-4.240810000							
T	56.842940000	-4.238240000							
T	56.842330000	-4.237770000							
T	56.841110000	-4.237110000							
T	56.839630000	-4.236540000							
T	56.839160000	-4.236090000							
T	56.837810000	-4.234260000							
T	56.837140000	-4.232720000							
T	56.836640000	-4.231830000							
T	56.833670000	-4.227530000							
T	56.833220000	-4.226690000							
T	56.831710000	-4.222610000							
T	56.831560000	-4.222020000							
T	56.831450000	-4.222030000							
T	56.831380000	-4.222000000							
T	56.831350000	-4.221960000							
T	56.831320000	-4.221800000							
T	56.831300000	-4.220840000							
T	56.831260000	-4.220680000							
T	56.831190000	-4.220580000							
T	56.831180000	-4.220580000							
T	56.831140000	-4.220310000							
T	56.829590000	-4.217140000							
T	56.828780000	-4.214880000							
T	56.828250000	-4.213950000							
T	56.827740000	-4.212000000							
T	56.825210000	-4.204050000							
T	56.824930000	-4.203520000							
T	56.824920000	-4.203190000							
T	56.824880000	-4.203010000							
T	56.824680000	-4.202670000							
T	56.824490000	-4.201880000							
T	56.824370000	-4.201630000							
T	56.823150000	-4.196610000							
T	56.822860000	-4.194990000							
T	56.821580000	-4.190350000							
T	56.820990000	-4.189000000							
T	56.820450000	-4.187400000							
T	56.820280000	-4.187130000							
T	56.819420000	-4.184850000							
T	56.819320000	-4.184300000							
T	56.818590000	-4.182510000							
T	56.818450000	-4.181490000							
T	56.818500000	-4.181260000							
T	56.817810000	-4.176430000							
T	56.817500000	-4.171330000							
T	56.817300000	-4.162290000							
T	56.817210000	-4.161750000							
T	56.817260000	-4.160340000							
T	56.817310000	-4.160140000							
T	56.817550000	-4.156470000							
T	56.817450000	-4.151300000							
T	56.817780000	-4.143590000							
T	56.817720000	-4.141810000							
T	56.817320000	-4.138380000							
T	56.815450000	-4.130810000							
T	56.814510000	-4.127810000							
T	56.814260000	-4.127200000							
T	56.814040000	-4.126980000							
T	56.813960000	-4.126950000							
T	56.813670000	-4.125790000							
T	56.813590000	-4.125620000							
T	56.813470000	-4.125460000							
T	56.813410000	-4.125170000							
T	56.811910000	-4.121180000							
T	56.811580000	-4.120060000							
T	56.811520000	-4.119660000							
T	56.811210000	-4.118880000							
T	56.810350000	-4.115560000							
T	56.809490000	-4.110120000							
T	56.809340000	-4.107380000							
T	56.809450000	-4.105970000							
T	56.809500000	-4.105850000							
T	56.809520000	-4.105720000							
T	56.808740000	-4.102640000							
T	56.808660000	-4.102560000							
T	56.807580000	-4.099860000							
T	56.806520000	-4.093130000							
T	56.806450000	-4.093020000							
T	56.806420000	-4.092910000							
T	56.806380000	-4.092930000							
T	56.805890000	-4.088690000							
T	56.805780000	-4.083630000							
T	56.806080000	-4.081550000							
T	56.806090000	-4.081540000							
T	56.806290000	-4.080220000							
T	56.806300000	-4.079530000							
T	56.805950000	-4.074880000							
T	56.805950000	-4.072830000							
T	56.805780000	-4.072160000							
T	56.803260000	-4.066900000							
T	56.803090000	-4.066240000							
T	56.800310000	-4.034560000							
T	56.800100000	-4.033890000							
T	56.799030000	-4.032120000							
T	56.797580000	-4.026030000							
T	56.796040000	-4.022240000							
T	56.794720000	-4.019530000							
T	56.794180000	-4.017470000							
T	56.792760000	-4.014760000							
T	56.791890000	-4.013430000							
T	56.791750000	-4.013280000							
T	56.791630000	-4.013240000							
T	56.789220000	-4.013010000							
T	56.788480000	-4.012870000							
T	56.788060000	-4.012650000							
T	56.787730000	-4.012400000							
