X,Y,OBJECTID,POSTCODE,NO_OF_PROPERTIES,NO_OF_HA_PROPERTIES,F__HA_OF_POSTCODE_TOTAL,NO_OF_OTHER_PROPERTIES,F__OTHER_OF_POSTCODE_TOTAL,ADDRESS,LATITUDE,LONGITUDE,EASTING,NORTHING,CONSTITUENCY,WARD,LSOA,REGION,LSOA_CODE,ROW_NUMBER
-4.32404299974649,55.8739349997819,1,G11 7AX,2,0,0,2,1,G11 7AX,55.873935,-4.324043,254692,666972,Glasgow North West,Victoria Park,Broomhill - 01,,S01010415,402
-4.3005780002088,55.8737440001303,2,G11 5HA,22,0,0,22,1,G11 5HA,55.873744,-4.300578,256159,666902,Glasgow North,Partick East/Kelvindale,Kelvingrove and University - 07,,S01010380,202
-4.31452200039187,55.8679009999621,3,G11 6BQ,44,0,0,44,1,G11 6BQ,55.867901,-4.314522,255265,666281,Glasgow North West,Victoria Park,Glasgow Harbour and Partick South - 05,,S01010392,302
-4.32477300039079,55.8786720000338,4,G11 7AZ,22,0,0,22,1,G11 7AZ,55.878672,-4.324773,254664,667501,Glasgow North West,Victoria Park,Broomhill - 03,,S01010417,403
-4.3000059997483,55.8735300001805,5,G11 5HB,9,0,0,9,1,G11 5HB,55.87353,-4.300006,256194,666877,Glasgow North,Partick East/Kelvindale,Kelvingrove and University - 07,,S01010380,203
-4.32057700024139,55.8761449998659,6,G11 7BE,17,0,0,17,1,G11 7BE,55.876145,-4.320577,254917,667211,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,404
-4.32392599957063,55.8717080000661,7,G11 7BF,68,0,0,68,1,G11 7BF,55.871708,-4.323926,254691,666724,Glasgow North West,Victoria Park,Broomhill - 01,,S01010415,405
-4.30074800008812,55.8731019997666,8,G11 5HD,51,0,0,51,1,G11 5HD,55.873102,-4.300748,256146,666831,Glasgow North,Partick East/Kelvindale,Kelvingrove and University - 07,,S01010380,204
-4.32100900006152,55.8764250001473,9,G11 7BG,24,0,0,24,1,G11 7BG,55.876425,-4.321009,254891,667243,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,406
-4.29974100033273,55.8728010002321,10,G11 5HE,27,0,0,27,1,G11 5HE,55.872801,-4.299741,256208,666795,Glasgow North,Partick East/Kelvindale,Hillhead - 02,,S01010382,205
-4.32305600008259,55.8764310000161,11,G11 7BH,23,0,0,23,1,G11 7BH,55.876431,-4.323056,254763,667248,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,407
-4.29936399986586,55.8729389997793,12,G11 5HF,31,0,0,31,1,G11 5HF,55.872939,-4.299364,256232,666810,Glasgow North,Partick East/Kelvindale,Kelvingrove and University - 07,,S01010380,206
-4.3222829997806,55.8766160002175,13,G11 7BJ,24,0,0,24,1,G11 7BJ,55.876616,-4.322283,254812,667267,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,408
-4.29808799959865,55.873251000081,14,G11 5HG,16,0,0,16,1,G11 5HG,55.873251,-4.298088,256313,666842,Glasgow North,Partick East/Kelvindale,Kelvingrove and University - 07,,S01010380,207
-4.32506799994358,55.8758539999964,15,G11 7BL,3,0,0,3,1,G11 7BL,55.875854,-4.325068,254635,667188,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,409
-4.2977529998629,55.8727359998957,16,G11 5HH,50,0,0,50,1,G11 5HH,55.872736,-4.297753,256332,666784,Glasgow North,Partick East/Kelvindale,Hillhead - 04,,S01010384,208
-4.32542600014385,55.8762329998263,17,G11 7BP,35,17,0,18,1,G11 7BP,55.876233,-4.325426,254614,667231,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,410
-4.29887799961904,55.872561999871,18,G11 5HJ,42,20,0,22,1,G11 5HJ,55.872562,-4.298878,256261,666767,Glasgow North,Partick East/Kelvindale,Kelvingrove and University - 07,,S01010380,209
-4.29850600007338,55.8721859997499,19,G11 5HL,17,10,1,7,0,G11 5HL,55.872186,-4.298506,256283,666724,Glasgow North,Partick East/Kelvindale,Hillhead - 03,,S01010383,210
-4.32151299985168,55.8768369998993,20,G11 7BQ,36,0,0,36,1,G11 7BQ,55.876837,-4.321513,254861,667290,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,411
-4.2979169998944,55.8719870001641,21,G11 5HN,12,3,0,9,1,G11 5HN,55.871987,-4.297917,256319,666701,Glasgow North,Partick East/Kelvindale,Hillhead - 04,,S01010384,211
-4.32356200042089,55.8768799998257,22,G11 7BS,20,0,0,20,1,G11 7BS,55.87688,-4.323562,254733,667299,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,412
-4.29737100027148,55.8730310000448,23,G11 5HQ,55,5,0,50,1,G11 5HQ,55.873031,-4.297371,256357,666816,Glasgow North,Partick East/Kelvindale,Hillhead - 04,,S01010384,212
-4.3227470002861,55.8771470000373,24,G11 7BT,20,0,0,20,1,G11 7BT,55.877147,-4.322747,254785,667327,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,413
-4.3048289997115,55.8718300001081,25,G11 5HR,47,0,0,47,1,G11 5HR,55.87183,-4.304829,255886,666698,Glasgow North,Partick East/Kelvindale,Hillhead - 05,,S01010385,213
-4.29725699957033,55.8724479999186,26,G11 5HW,12,0,0,12,1,G11 5HW,55.872448,-4.297257,256362,666751,Glasgow North,Partick East/Kelvindale,Hillhead - 04,,S01010384,214
-4.32204699977904,55.8772140001287,27,G11 7BU,10,0,0,10,1,G11 7BU,55.877214,-4.322047,254829,667333,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,414
-4.32582700000184,55.8757130002365,28,G11 7BW,13,0,0,13,1,G11 7BW,55.875713,-4.325827,254587,667174,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,415
-4.29689500007041,55.8736329997666,29,G11 5JA,64,0,0,64,1,G11 5JA,55.873633,-4.296895,256389,666882,Glasgow North,Partick East/Kelvindale,Kelvingrove and University - 01,,S01010374,215
-4.32485899970618,55.8769090000187,30,G11 7BX,30,0,0,30,1,G11 7BX,55.876909,-4.324859,254652,667305,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,416
-4.29711799965315,55.8733499998418,31,G11 5JB,56,0,0,56,1,G11 5JB,55.87335,-4.297118,256374,666851,Glasgow North,Partick East/Kelvindale,Hillhead - 04,,S01010384,216
-4.3265969999308,55.876291999963,32,G11 7BZ,8,0,0,8,1,G11 7BZ,55.876292,-4.326597,254541,667240,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,417
-4.29782200035818,55.873902999758,33,G11 5JD,24,0,0,24,1,G11 5JD,55.873903,-4.297822,256332,666914,Glasgow North,Partick East/Kelvindale,Kelvingrove and University - 07,,S01010380,217
-4.32175600042422,55.8883759999592,34,G12 0AU,1,0,0,1,1,G12 0AU,55.888376,-4.321756,254889,668574,Glasgow North West,Partick East/Kelvindale,Kelvinside and Jordanhill - 06,,S01010413,602
-4.24308199969364,55.8566510000426,35,G1 5AA,21,0,0,21,1,G1 5AA,55.856651,-4.243082,259694,664882,Glasgow Central,Calton,Calton and Gallowgate - 03,,S01010039,102
-4.32685300002383,55.875235999965,36,G11 7DA,12,0,0,12,1,G11 7DA,55.875236,-4.326853,254521,667123,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,418
-4.32713900025411,55.8741429997981,37,G11 7DD,14,0,0,14,1,G11 7DD,55.874143,-4.327139,254499,667002,Glasgow North West,Victoria Park,Broomhill - 01,,S01010415,419
-4.32294700030265,55.8821040001968,38,G11 7DE,29,0,0,29,1,G11 7DE,55.882104,-4.322947,254791,667879,Glasgow North West,Victoria Park,Broomhill - 02,,S01010416,420
-4.32411800008956,55.878414999838,39,G11 7DG,1,0,0,1,1,G11 7DG,55.878415,-4.324118,254704,667471,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,421
-4.32579600003971,55.8821580001532,40,G11 7DH,41,0,0,41,1,G11 7DH,55.882158,-4.325796,254613,667891,Glasgow North West,Victoria Park,Broomhill - 02,,S01010416,422
-4.32559000017538,55.8800500001672,41,G11 7DJ,1,0,0,1,1,G11 7DJ,55.88005,-4.32559,254618,667656,Glasgow North West,Victoria Park,Broomhill - 03,,S01010417,423
-4.32654199967921,55.8799239998604,42,G11 7DL,10,0,0,10,1,G11 7DL,55.879924,-4.326542,254558,667644,Glasgow North West,Victoria Park,Broomhill - 03,,S01010417,424
-4.32501199986706,55.8821370001791,43,G11 7DQ,67,0,0,67,1,G11 7DQ,55.882137,-4.325012,254662,667887,Glasgow North West,Victoria Park,Broomhill - 02,,S01010416,425
-4.32590700036779,55.8813289999368,44,G11 7DR,18,0,0,18,1,G11 7DR,55.881329,-4.325907,254603,667799,Glasgow North West,Victoria Park,Broomhill - 03,,S01010417,426
-4.32548899989306,55.8815709997881,45,G11 7DS,20,0,0,20,1,G11 7DS,55.881571,-4.325489,254630,667825,Glasgow North West,Victoria Park,Broomhill - 03,,S01010417,427
-4.32444399960449,55.8804040001126,46,G11 7DT,7,0,0,7,1,G11 7DT,55.880404,-4.324444,254691,667693,Glasgow North West,Victoria Park,Broomhill - 03,,S01010417,428
-4.3238519999508,55.8798580001363,47,G11 7DU,7,0,0,7,1,G11 7DU,55.879858,-4.323852,254726,667631,Glasgow North West,Victoria Park,Broomhill - 03,,S01010417,429
-4.32522799977714,55.8809469998789,48,G11 7DX,16,0,0,16,1,G11 7DX,55.880947,-4.325228,254644,667755,Glasgow North West,Victoria Park,Broomhill - 03,,S01010417,430
-4.32517300042388,55.8802910002189,49,G11 7DY,12,0,0,12,1,G11 7DY,55.880291,-4.325173,254645,667682,Glasgow North West,Victoria Park,Broomhill - 03,,S01010417,431
-4.32525100024166,55.8797239998932,50,G11 7DZ,3,0,0,3,1,G11 7DZ,55.879724,-4.325251,254638,667619,Glasgow North West,Victoria Park,Broomhill - 03,,S01010417,432
-4.32441400036559,55.8796229997954,51,G11 7EA,8,0,0,8,1,G11 7EA,55.879623,-4.324414,254690,667606,Glasgow North West,Victoria Park,Broomhill - 03,,S01010417,433
-4.32431899993104,55.8801819998581,52,G11 7EB,6,0,0,6,1,G11 7EB,55.880182,-4.324319,254698,667668,Glasgow North West,Victoria Park,Broomhill - 03,,S01010417,434
-4.32213600036583,55.8797740002335,53,G11 7ED,7,0,0,7,1,G11 7ED,55.879774,-4.322136,254833,667618,Glasgow North West,Victoria Park,Broomhill - 03,,S01010417,435
-4.32246000023093,55.8793089998236,54,G11 7EE,15,0,0,15,1,G11 7EE,55.879309,-4.32246,254811,667567,Glasgow North West,Victoria Park,Broomhill - 03,,S01010417,436
-4.32522199992936,55.878978000148,55,G11 7EF,12,0,0,12,1,G11 7EF,55.878978,-4.325222,254637,667536,Glasgow North West,Victoria Park,Broomhill - 03,,S01010417,437
-4.32690499990235,55.8785059999705,56,G11 7EG,18,0,0,18,1,G11 7EG,55.878506,-4.326905,254530,667487,Glasgow North West,Victoria Park,Broomhill - 03,,S01010417,438
-4.32472999983476,55.8779629998234,57,G11 7EJ,12,0,0,12,1,G11 7EJ,55.877963,-4.32473,254664,667422,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,439
-4.3252389996478,55.8784479999329,58,G11 7EN,10,0,0,10,1,G11 7EN,55.878448,-4.325239,254634,667477,Glasgow North West,Victoria Park,Broomhill - 03,,S01010417,440
-4.31598899955651,55.8734489998541,59,G11 7EP,24,0,0,24,1,G11 7EP,55.873449,-4.315989,255194,666901,Glasgow North West,Victoria Park,Partick - 01,,S01010393,441
-4.32718100008687,55.8772430000723,60,G11 7EQ,10,0,0,10,1,G11 7EQ,55.877243,-4.327181,254508,667347,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,442
-4.31679500036878,55.8786789998114,61,G11 7ES,10,0,0,10,1,G11 7ES,55.878679,-4.316795,255163,667485,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,443
-4.31779600027638,55.8793789999218,62,G11 7ET,32,0,0,32,1,G11 7ET,55.879379,-4.317796,255103,667565,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,444
-4.31837899970925,55.8797730000057,63,G11 7EU,32,0,0,32,1,G11 7EU,55.879773,-4.318379,255068,667610,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,445
-4.31721600031825,55.879570000073,64,G11 7EX,26,0,0,26,1,G11 7EX,55.87957,-4.317216,255140,667585,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,446
-4.31653400025286,55.8799419998573,65,G11 7EY,37,0,0,37,1,G11 7EY,55.879942,-4.316534,255184,667625,Glasgow North West,Victoria Park,Broomhill - 02,,S01010416,447
-4.31577799966931,55.8785180000718,66,G11 7EZ,39,0,0,39,1,G11 7EZ,55.878518,-4.315778,255226,667465,Glasgow North West,Victoria Park,Partickhill and Hyndland - 02,,S01010398,448
-4.31652000000916,55.8805000001563,67,G11 7HA,37,0,0,37,1,G11 7HA,55.8805,-4.31652,255187,667687,Glasgow North West,Victoria Park,Broomhill - 02,,S01010416,449
-4.32036399980605,55.881416000055,68,G11 7HB,27,0,0,27,1,G11 7HB,55.881416,-4.320364,254950,667797,Glasgow North West,Victoria Park,Broomhill - 02,,S01010416,450
-4.32366299980491,55.8817760001912,69,G11 7HD,30,0,0,30,1,G11 7HD,55.881776,-4.323663,254745,667844,Glasgow North West,Victoria Park,Broomhill - 02,,S01010416,451
-4.3232689996196,55.8813339998678,70,G11 7HE,14,0,0,14,1,G11 7HE,55.881334,-4.323269,254768,667794,Glasgow North West,Victoria Park,Broomhill - 02,,S01010416,452
-4.32032199997325,55.880984999813,71,G11 7HF,16,0,0,16,1,G11 7HF,55.880985,-4.320322,254951,667749,Glasgow North West,Victoria Park,Broomhill - 02,,S01010416,453
-4.31837100021166,55.8804380002392,72,G11 7HG,4,0,0,4,1,G11 7HG,55.880438,-4.318371,255071,667684,Glasgow North West,Victoria Park,Broomhill - 02,,S01010416,454
-4.32329399973396,55.8809560001452,73,G11 7HH,10,0,0,10,1,G11 7HH,55.880956,-4.323294,254765,667752,Glasgow North West,Victoria Park,Broomhill - 02,,S01010416,455
-4.32129100009382,55.8803470001003,74,G11 7HJ,1,0,0,1,1,G11 7HJ,55.880347,-4.321291,254888,667680,Glasgow North West,Victoria Park,Broomhill - 03,,S01010417,456
-4.31415199959771,55.8742979998441,75,G11 7HN,16,0,0,16,1,G11 7HN,55.874298,-4.314152,255312,666992,Glasgow North West,Victoria Park,Partick - 01,,S01010393,457
-4.31366500042432,55.8744419997909,76,G11 7HP,12,0,0,12,1,G11 7HP,55.874442,-4.313665,255343,667007,Glasgow North West,Victoria Park,Partick - 01,,S01010393,458
-4.32026400024692,55.8805550000324,77,G11 7HQ,14,0,0,14,1,G11 7HQ,55.880555,-4.320264,254953,667701,Glasgow North West,Victoria Park,Broomhill - 02,,S01010416,459
-4.31311700025323,55.8735709999702,78,G11 7HR,17,0,0,17,1,G11 7HR,55.873571,-4.313117,255374,666909,Glasgow North West,Victoria Park,Partick - 01,,S01010393,460
-4.32172000043921,55.8776240000124,79,G11 7HS,26,0,0,26,1,G11 7HS,55.877624,-4.32172,254851,667378,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,461
-4.32223699974986,55.8779739998182,80,G11 7HT,22,0,0,22,1,G11 7HT,55.877974,-4.322237,254820,667418,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,462
-4.32219800029011,55.878397000141,81,G11 7HU,30,0,0,30,1,G11 7HU,55.878397,-4.322198,254824,667465,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,463
-4.32113600028314,55.8788219998872,82,G11 7HX,40,0,0,40,1,G11 7HX,55.878822,-4.321136,254892,667510,Glasgow North West,Victoria Park,Broomhill - 03,,S01010417,464
-4.32023199956155,55.8792069999154,83,G11 7HY,40,0,0,40,1,G11 7HY,55.879207,-4.320232,254950,667551,Glasgow North West,Victoria Park,Broomhill - 03,,S01010417,465
-4.3189100001619,55.8798110000811,84,G11 7JA,16,0,0,16,1,G11 7JA,55.879811,-4.31891,255035,667615,Glasgow North West,Victoria Park,Broomhill - 03,,S01010417,466
-4.31952699992998,55.879169999996,85,G11 7JB,16,0,0,16,1,G11 7JB,55.87917,-4.319527,254994,667545,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,467
-4.31882999979596,55.8792969999669,86,G11 7JD,56,0,0,56,1,G11 7JD,55.879297,-4.31883,255038,667558,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,468
-4.31799700011783,55.8790069997818,87,G11 7JE,32,0,0,32,1,G11 7JE,55.879007,-4.317997,255089,667524,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,469
-4.31848900021243,55.8783950001181,88,G11 7JF,4,0,0,4,1,G11 7JF,55.878395,-4.318489,255056,667457,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,470
-4.31759999955948,55.878781000099,89,G11 7JG,7,0,0,7,1,G11 7JG,55.878781,-4.3176,255113,667498,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,471
-4.32072600020429,55.878119999775,90,G11 7JH,1,0,0,1,1,G11 7JH,55.87812,-4.320726,254915,667431,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,472
-4.32162099980669,55.8781120001298,91,G11 7JJ,40,0,0,40,1,G11 7JJ,55.878112,-4.321621,254859,667432,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,473
-4.32136300006384,55.8785780000183,92,G11 7JL,16,0,0,16,1,G11 7JL,55.878578,-4.321363,254877,667483,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,474
-4.31534800039731,55.8780050002449,93,G11 7JN,54,0,0,54,1,G11 7JN,55.878005,-4.315348,255251,667407,Glasgow North West,Victoria Park,Partickhill and Hyndland - 02,,S01010398,475
-4.32020700034553,55.8787850001049,94,G11 7JQ,64,0,0,64,1,G11 7JQ,55.878785,-4.320207,254950,667504,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,476
-4.31597500021111,55.8753779997826,95,G11 7JS,45,0,0,45,1,G11 7JS,55.875378,-4.315975,255202,667116,Glasgow North West,Victoria Park,Partickhill and Hyndland - 02,,S01010398,477
-4.31578199986725,55.875902999954,96,G11 7JU,34,0,0,34,1,G11 7JU,55.875903,-4.315782,255216,667174,Glasgow North West,Victoria Park,Partickhill and Hyndland - 02,,S01010398,478
-4.3161919999461,55.8768840000274,97,G11 7JW,48,0,0,48,1,G11 7JW,55.876884,-4.316192,255194,667284,Glasgow North West,Victoria Park,Partickhill and Hyndland - 02,,S01010398,479
-4.31677799975201,55.8684690000832,98,G11 6BS,64,0,0,64,1,G11 6BS,55.868469,-4.316778,255126,666349,Glasgow North West,Victoria Park,Glasgow Harbour and Partick South - 05,,S01010392,303
-4.31924200042291,55.8760169998422,99,G11 7JZ,8,0,0,8,1,G11 7JZ,55.876017,-4.319242,255000,667194,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,480
-4.31973100014447,55.8761699998291,100,G11 7LA,44,0,0,44,1,G11 7LA,55.87617,-4.319731,254970,667212,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,481
-4.32071600015857,55.8768699998236,101,G11 7LB,56,0,0,56,1,G11 7LB,55.87687,-4.320716,254911,667292,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,482
-4.32140900009461,55.8774959998253,102,G11 7LD,8,0,0,8,1,G11 7LD,55.877496,-4.321409,254870,667363,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,483
-4.32106099994004,55.8772950001601,103,G11 7LE,8,0,0,8,1,G11 7LE,55.877295,-4.321061,254891,667340,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,484
-4.31949799961765,55.8765520000269,104,G11 7LF,31,13,0,18,1,G11 7LF,55.876552,-4.319498,254986,667254,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,485
-4.31924099969971,55.8770780002435,105,G11 7LG,30,0,0,30,1,G11 7LG,55.877078,-4.319241,255004,667312,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,486
-4.31872500021399,55.877259000223,106,G11 7LH,31,0,0,31,1,G11 7LH,55.877259,-4.318725,255037,667331,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,487
-4.31833000020377,55.877608000012,107,G11 7LJ,26,0,0,26,1,G11 7LJ,55.877608,-4.31833,255063,667369,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,488
-4.31751000004611,55.8770030000437,108,G11 7LL,2,0,0,2,1,G11 7LL,55.877003,-4.31751,255112,667300,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,489
-4.31726099962579,55.8773760000225,109,G11 7LN,4,0,0,4,1,G11 7LN,55.877376,-4.317261,255129,667341,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,490
-4.31745899999249,55.8782889997676,110,G11 7LP,11,0,0,11,1,G11 7LP,55.878289,-4.317459,255120,667443,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,491
-4.31828699964774,55.8763590000181,111,G11 7LQ,2,0,0,2,1,G11 7LQ,55.876359,-4.318287,255061,667230,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,492
-4.31666899997206,55.8781779997987,112,G11 7LR,7,0,0,7,1,G11 7LR,55.878178,-4.316669,255169,667429,Glasgow North West,Victoria Park,Partickhill and Hyndland - 02,,S01010398,493
-4.31703399984505,55.8767960000305,113,G11 7LS,23,4,0,19,1,G11 7LS,55.876796,-4.317034,255141,667276,Glasgow North West,Victoria Park,Partickhill and Hyndland - 02,,S01010398,494
-4.31787300026928,55.8779849998099,114,G11 7LW,17,0,0,17,1,G11 7LW,55.877985,-4.317873,255093,667410,Glasgow North West,Victoria Park,Broomhill - 05,,S01010419,495
-4.32702399972805,55.8740579997541,115,G11 7LX,2,0,0,2,1,G11 7LX,55.874058,-4.327024,254506,666992,Glasgow North West,Victoria Park,Broomhill - 01,,S01010415,496
-4.32311700018196,55.8761240001665,116,G11 7NA,31,0,0,31,1,G11 7NA,55.876124,-4.323117,254758,667214,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,497
-4.32205000015211,55.8761889998711,117,G11 7NB,33,0,0,33,1,G11 7NB,55.876189,-4.32205,254825,667219,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,498
-4.32100700041168,55.8761279999421,118,G11 7ND,35,0,0,35,1,G11 7ND,55.876128,-4.321007,254890,667210,Glasgow North West,Victoria Park,Broomhill - 04,,S01010418,499
-4.32316400003763,55.8752959999442,119,G11 7NE,98,95,1,3,0,G11 7NE,55.875296,-4.323164,254752,667122,Glasgow North West,Victoria Park,Partick - 02,,S01010394,500
-4.32316400003763,55.8752959999442,120,G11 7NF,3,2,1,1,0,G11 7NF,55.875296,-4.323164,254752,667122,Glasgow North West,Victoria Park,Partick - 02,,S01010394,501
-4.24442200043326,55.8607370000134,121,G1 1AB,89,0,0,89,1,G1 1AB,55.860737,-4.244422,259625,665339,Glasgow Central,Anderston/City/Yorkhill,City Centre East - 02,,S01010260,2
-4.29885599987776,55.8805469998812,122,G12 0UL,61,0,0,61,1,G12 0UL,55.880547,-4.298856,256292,667655,Glasgow North,Partick East/Kelvindale,Dowanhill - 03,,S01010405,802
-4.29909799972707,55.8735730002416,123,G11 5JF,29,0,0,29,1,G11 5JF,55.873573,-4.299098,256251,666880,Glasgow North,Partick East/Kelvindale,Kelvingrove and University - 07,,S01010380,218
-4.24314600016605,55.8583209998416,124,G1 1BL,48,0,0,48,1,G1 1BL,55.858321,-4.243146,259696,665068,Glasgow Central,Anderston/City/Yorkhill,City Centre East - 05,,S01010263,3
-4.31614500009043,55.8680079999694,125,G11 6BT,52,0,0,52,1,G11 6BT,55.868008,-4.316145,255164,666296,Glasgow North West,Victoria Park,Glasgow Harbour and Partick South - 05,,S01010392,304
-4.24057500026334,55.8555729998071,126,G1 5AE,66,0,0,66,1,G1 5AE,55.855573,-4.240575,259847,664757,Glasgow Central,Calton,Calton and Gallowgate - 03,,S01010039,103
-4.2975009999678,55.8706279998602,127,G11 5JP,48,0,0,48,1,G11 5JP,55.870628,-4.297501,256340,666549,Glasgow North,Partick East/Kelvindale,Hillhead - 01,,S01010381,219
-4.24626299969171,55.8594420000452,128,G1 1DJ,96,0,0,96,1,G1 1DJ,55.859442,-4.246263,259505,665199,Glasgow Central,Anderston/City/Yorkhill,City Centre East - 06,,S01010264,4
-4.31916100023206,55.8907320000627,129,G12 0AX,47,0,0,47,1,G12 0AX,55.890732,-4.319161,255060,668831,Glasgow North West,Partick East/Kelvindale,Anniesland East - 04,,S01010468,603
-4.3032169998836,55.8818220002116,130,G12 0UN,3,0,0,3,1,G12 0UN,55.881822,-4.303217,256024,667806,Glasgow North,Partick East/Kelvindale,Kelvinside and Jordanhill - 05,,S01010412,803
-4.24263800017795,55.8567039997899,131,G1 5AF,14,0,0,14,1,G1 5AF,55.856704,-4.242638,259722,664887,Glasgow Central,Calton,Calton and Gallowgate - 03,,S01010039,104
-4.30873299978285,55.8705440001477,132,G11 6BU,21,15,1,6,0,G11 6BU,55.870544,-4.308733,255637,666563,Glasgow North,Partick East/Kelvindale,Hillhead - 07,,S01010387,305
-4.29796299992517,55.8708389998125,133,G11 5JU,50,15,0,35,1,G11 5JU,55.870839,-4.297963,256312,666573,Glasgow North,Partick East/Kelvindale,Hillhead - 01,,S01010381,220
-4.24841699984292,55.8599409998512,134,G1 1DN,13,0,0,13,1,G1 1DN,55.859941,-4.248417,259372,665259,Glasgow Central,Anderston/City/Yorkhill,City Centre East - 07,,S01010265,5
-4.31928599990554,55.8689789998922,135,G11 6BW,15,0,0,15,1,G11 6BW,55.868979,-4.319286,254971,666411,Glasgow North West,Victoria Park,Glasgow Harbour and Partick South - 02,,S01010389,306
-4.30108899967168,55.8812840000251,136,G12 0UP,34,0,0,34,1,G12 0UP,55.881284,-4.301089,256155,667742,Glasgow North,Partick East/Kelvindale,Dowanhill - 01,,S01010403,804
-4.24253400042085,55.857128000207,137,G1 5AJ,8,0,0,8,1,G1 5AJ,55.857128,-4.242534,259730,664934,Glasgow Central,Calton,Calton and Gallowgate - 03,,S01010039,105
-4.32139099965294,55.8889820000146,138,G12 0AY,12,0,0,12,1,G12 0AY,55.888982,-4.321391,254914,668641,Glasgow North West,Partick East/Kelvindale,Anniesland East - 04,,S01010468,604
-4.29826900024692,55.8711889997973,139,G11 5JX,1,0,0,1,1,G11 5JX,55.871189,-4.298269,256294,666613,Glasgow North,Partick East/Kelvindale,Hillhead - 04,,S01010384,221
-4.31979300006874,55.8887340000368,140,G12 0BA,58,0,0,58,1,G12 0BA,55.888734,-4.319793,255013,668610,Glasgow North West,Partick East/Kelvindale,Anniesland East - 04,,S01010468,605
-4.3194309996705,55.8687250000773,141,G11 6BX,88,0,0,88,1,G11 6BX,55.868725,-4.319431,254961,666383,Glasgow North West,Victoria Park,Glasgow Harbour and Partick South - 02,,S01010389,307
-4.29889500023581,55.8706920002391,142,G11 5JY,23,0,0,23,1,G11 5JY,55.870692,-4.298895,256253,666559,Glasgow North,Partick East/Kelvindale,Hillhead - 01,,S01010381,222
-4.31821300002791,55.8882509999859,143,G12 0BB,69,0,0,69,1,G12 0BB,55.888251,-4.318213,255110,668553,Glasgow North West,Partick East/Kelvindale,Anniesland East - 03,,S01010467,606
-4.30082199970798,55.8702880000473,144,G11 6BY,482,0,0,482,1,G11 6BY,55.870288,-4.300822,256131,666518,Glasgow North,Partick East/Kelvindale,Hillhead - 06,,S01010386,308
-4.30976399982768,55.8709470002451,145,G11 5LL,15,5,0,10,1,G11 5LL,55.870947,-4.309764,255574,666610,Glasgow North West,Partick East/Kelvindale,Glasgow Harbour and Partick South - 01,,S01010388,223
-4.31235099962392,55.8873010000294,146,G12 0BF,62,0,0,62,1,G12 0BF,55.887301,-4.312351,255473,668435,Glasgow North,Partick East/Kelvindale,Anniesland East - 03,,S01010467,607
