X,Y,OBJECTID,POSTCODE,NO_OF_PROPERTIES,NO_OF_HA_PROPERTIES,F__HA_OF_POSTCODE_TOTAL,NO_OF_OTHER_PROPERTIES,F__OTHER_OF_POSTCODE_TOTAL,ADDRESS,LATITUDE,LONGITUDE,EASTING,NORTHING,CONSTITUENCY,WARD,LSOA,REGION,LSOA_CODE,ROW_NUMBER
-4.25225099959408,55.8552249999768,371,G1 4EU,23,0,0,23,1,G1 4EU,55.855225,-4.252251,259115,664742,Glasgow Central,Anderston/City/Yorkhill,City Centre South - 03,,S01010274,87
-4.25117799971641,55.8554510001257,372,G1 4HW,20,0,0,20,1,G1 4HW,55.855451,-4.251178,259183,664765,Glasgow Central,Anderston/City/Yorkhill,City Centre South - 03,,S01010274,88
-4.25551000030828,55.8560279997824,373,G1 4JH,87,0,0,87,1,G1 4JH,55.856028,-4.25551,258914,664838,Glasgow Central,Anderston/City/Yorkhill,City Centre South - 03,,S01010274,89
-4.25124300001376,55.8549200000968,374,G1 4LH,60,0,0,60,1,G1 4LH,55.85492,-4.251243,259177,664706,Glasgow Central,Anderston/City/Yorkhill,City Centre South - 03,,S01010274,90
-4.25001500032542,55.8549600000108,375,G1 4LR,31,5,0,26,1,G1 4LR,55.85496,-4.250015,259254,664708,Glasgow Central,Anderston/City/Yorkhill,City Centre South - 03,,S01010274,91
-4.25700400013539,55.8564499998686,376,G1 4NP,22,0,0,22,1,G1 4NP,55.85645,-4.257004,258822,664888,Glasgow Central,Anderston/City/Yorkhill,City Centre South - 03,,S01010274,92
-4.25721300037275,55.8564409999719,377,G1 4NR,1,0,0,1,1,G1 4NR,55.856441,-4.257213,258809,664887,Glasgow Central,Anderston/City/Yorkhill,City Centre South - 03,,S01010274,93
-4.26003000032278,55.8581689998875,378,G1 4PA,1,0,0,1,1,G1 4PA,55.858169,-4.26003,258639,665085,Glasgow Central,Anderston/City/Yorkhill,City Centre South - 02,,S01010273,94
-4.26037500010428,55.8572600001821,379,G1 4PD,73,0,0,73,1,G1 4PD,55.85726,-4.260375,258614,664985,Glasgow Central,Anderston/City/Yorkhill,City Centre South - 02,,S01010273,95
-4.2602500004308,55.857554000119,380,G1 4PE,92,0,0,92,1,G1 4PE,55.857554,-4.26025,258623,665017,Glasgow Central,Anderston/City/Yorkhill,City Centre South - 02,,S01010273,96
-4.26000299966028,55.8577019997976,381,G1 4PG,17,0,0,17,1,G1 4PG,55.857702,-4.260003,258639,665033,Glasgow Central,Anderston/City/Yorkhill,City Centre South - 02,,S01010273,97
-4.25771200014003,55.8573539998757,382,G1 4PP,4,0,0,4,1,G1 4PP,55.857354,-4.257712,258781,664990,Glasgow Central,Anderston/City/Yorkhill,City Centre South - 02,,S01010273,98
-4.25931599957202,55.8577139997741,383,G1 4PR,2,0,0,2,1,G1 4PR,55.857714,-4.259316,258682,665033,Glasgow Central,Anderston/City/Yorkhill,City Centre South - 02,,S01010273,99
-4.25764000017001,55.857228999831,384,G1 4QG,66,0,0,66,1,G1 4QG,55.857229,-4.25764,258785,664976,Glasgow Central,Anderston/City/Yorkhill,City Centre South - 03,,S01010274,100
-4.25949600039538,55.8567100001848,385,G1 4QP,6,0,0,6,1,G1 4QP,55.85671,-4.259496,258667,664922,Glasgow Central,Anderston/City/Yorkhill,City Centre South - 02,,S01010273,101
-4.3063080003683,55.8713930001476,386,G11 5NP,38,25,1,13,0,G11 5NP,55.871393,-4.306308,255792,666652,Glasgow North West,Partick East/Kelvindale,Partick - 04,,S01010396,237
-4.32293899990673,55.8744830001295,387,G11 7NH,1,0,0,1,1,G11 7NH,55.874483,-4.322939,254763,667031,Glasgow North West,Victoria Park,Partick - 02,,S01010394,503
-4.30653099995106,55.8870409999072,388,G12 0ND,14,0,0,14,1,G12 0ND,55.887041,-4.306531,255836,668394,Glasgow North,Partick East/Kelvindale,Kelvindale - 03,,S01010365,711
-4.30538100008053,55.8714010001692,389,G11 5NQ,18,9,0,9,0,G11 5NQ,55.871401,-4.305381,255850,666651,Glasgow North,Partick East/Kelvindale,Hillhead - 05,,S01010385,238
-4.30791400034842,55.8885250000986,390,G12 0NE,22,0,0,22,1,G12 0NE,55.888525,-4.307914,255755,668562,Glasgow North,Partick East/Kelvindale,Kelvindale - 03,,S01010365,712
-4.31525399978767,55.8882530000048,391,G12 0BS,30,0,0,30,1,G12 0BS,55.888253,-4.315254,255295,668547,Glasgow North,Partick East/Kelvindale,Anniesland East - 03,,S01010467,615
-4.30605200027526,55.871159999868,392,G11 5NR,23,17,1,6,0,G11 5NR,55.87116,-4.306052,255807,666626,Glasgow North West,Partick East/Kelvindale,Partick - 04,,S01010396,239
-4.311953000139,55.8894830001425,393,G12 0NF,40,0,0,40,1,G12 0NF,55.889483,-4.311953,255506,668677,Glasgow North,Partick East/Kelvindale,Kelvindale - 02,,S01010364,713
-4.30700700015213,55.8715950000613,394,G11 5NS,58,42,1,16,0,G11 5NS,55.871595,-4.307007,255749,666676,Glasgow North West,Partick East/Kelvindale,Partick - 04,,S01010396,240
-4.31618199990034,55.8879600001731,395,G12 0BT,12,0,0,12,1,G12 0BT,55.88796,-4.316182,255236,668516,Glasgow North,Partick East/Kelvindale,Anniesland East - 03,,S01010467,616
-4.31305100013099,55.8901910000697,396,G12 0NG,14,0,0,14,1,G12 0NG,55.890191,-4.313051,255440,668758,Glasgow North,Partick East/Kelvindale,Kelvindale - 02,,S01010364,714
-4.32330700015275,55.8734060001597,397,G11 7NJ,55,52,1,3,0,G11 7NJ,55.873406,-4.323307,254736,666912,Glasgow North West,Victoria Park,Broomhill - 01,,S01010415,504
-4.23889899996303,55.855881999952,398,G1 5EB,20,0,0,20,1,G1 5EB,55.855882,-4.238899,259953,664788,Glasgow Central,Calton,Gallowgate North and Bellgrove - 04,,S01010257,116
-4.30779100032477,55.8710770002462,399,G11 5NU,14,2,0,12,1,G11 5NU,55.871077,-4.307791,255698,666620,Glasgow North West,Partick East/Kelvindale,Partick - 04,,S01010396,241
-4.32330700015275,55.8734060001597,400,G11 7NL,47,42,1,5,0,G11 7NL,55.873406,-4.323307,254736,666912,Glasgow North West,Victoria Park,Broomhill - 01,,S01010415,505
-4.3168480000722,55.8876209999976,401,G12 0BU,6,0,0,6,1,G12 0BU,55.887621,-4.316848,255193,668480,Glasgow North,Partick East/Kelvindale,Anniesland East - 03,,S01010467,617
-4.32377800033093,55.886106000023,402,G12 0NJ,25,0,0,25,1,G12 0NJ,55.886106,-4.323778,254754,668326,Glasgow North West,Partick East/Kelvindale,Kelvinside and Jordanhill - 06,,S01010413,715
-4.30613400029104,55.8720039998849,403,G11 5NW,33,2,0,31,1,G11 5NW,55.872004,-4.306134,255805,666720,Glasgow North West,Partick East/Kelvindale,Partick - 04,,S01010396,242
-4.2445310002132,55.8565609999352,404,G1 5EZ,24,7,0,17,1,G1 5EZ,55.856561,-4.244531,259603,664875,Glasgow Central,Anderston/City/Yorkhill,Calton and Gallowgate - 03,,S01010039,117
-4.3174940001526,55.8853169998794,405,G12 0XY,14,0,0,14,1,G12 0XY,55.885317,-4.317494,255144,668225,Glasgow North West,Partick East/Kelvindale,Kelvinside and Jordanhill - 06,,S01010413,815
-4.31617100002968,55.8853769998982,406,G12 0XZ,4,0,0,4,1,G12 0XZ,55.885377,-4.316171,255227,668229,Glasgow North West,Partick East/Kelvindale,Kelvinside and Jordanhill - 06,,S01010413,816
-4.31675400036089,55.8860499998845,407,G12 0YA,11,0,0,11,1,G12 0YA,55.88605,-4.316754,255193,668305,Glasgow North West,Partick East/Kelvindale,Kelvinside and Jordanhill - 06,,S01010413,817
-4.32196700031142,55.8729189997584,408,G11 7NN,47,43,1,4,0,G11 7NN,55.872919,-4.321967,254818,666855,Glasgow North West,Victoria Park,Broomhill - 01,,S01010415,506
-4.31809300037731,55.88677000004,409,G12 0YB,1,0,0,1,1,G12 0YB,55.88677,-4.318093,255112,668388,Glasgow North West,Partick East/Kelvindale,Kelvinside and Jordanhill - 06,,S01010413,818
-4.24517300009564,55.8566029998096,410,G1 5HA,26,10,0,16,1,G1 5HA,55.856603,-4.245173,259563,664881,Glasgow Central,Anderston/City/Yorkhill,City Centre East - 06,,S01010264,118
-4.32211100025148,55.8737249998999,411,G11 7NP,55,48,1,7,0,G11 7NP,55.873725,-4.322111,254812,666945,Glasgow North West,Victoria Park,Partick - 02,,S01010394,507
-4.3128489995663,55.8865359997794,412,G12 0BW,18,0,0,18,1,G12 0BW,55.886536,-4.312849,255439,668351,Glasgow North,Partick East/Kelvindale,Anniesland East - 03,,S01010467,618
-4.31823399994429,55.8850900000605,413,G12 0YF,6,0,0,6,1,G12 0YF,55.88509,-4.318234,255097,668201,Glasgow North West,Partick East/Kelvindale,Kelvinside and Jordanhill - 06,,S01010413,819
-4.30220500010534,55.8882550000235,414,G12 0NL,16,0,0,16,1,G12 0NL,55.888255,-4.302205,256111,668520,Glasgow North,Partick East/Kelvindale,Kelvindale - 04,,S01010366,716
-4.30473699964999,55.8710629999646,415,G11 5PE,41,26,1,15,0,G11 5PE,55.871063,-4.304737,255889,666612,Glasgow North,Partick East/Kelvindale,Hillhead - 06,,S01010386,243
-4.24981399958564,55.8553499999137,416,G1 5HE,41,0,0,41,1,G1 5HE,55.85535,-4.249814,259268,664751,Glasgow Central,Anderston/City/Yorkhill,City Centre East - 06,,S01010264,119
-4.32189699999124,55.8754909998661,417,G11 7NQ,2,2,1,0,0,G11 7NQ,55.875491,-4.321897,254832,667141,Glasgow North West,Victoria Park,Partick - 02,,S01010394,508
-4.3161779997024,55.8881899998648,418,G12 0BX,6,0,0,6,1,G12 0BX,55.88819,-4.316178,255237,668542,Glasgow North,Partick East/Kelvindale,Anniesland East - 03,,S01010467,619
-4.32243699976641,55.8850709998401,419,G12 0YH,53,0,0,53,1,G12 0YH,55.885071,-4.322437,254834,668208,Glasgow North West,Partick East/Kelvindale,Kelvinside and Jordanhill - 05,,S01010412,820
-4.30807400018197,55.8844870000114,420,G12 0NN,20,0,0,20,1,G12 0NN,55.884487,-4.308074,255730,668113,Glasgow North,Partick East/Kelvindale,Kelvindale - 03,,S01010365,717
-4.30911400044766,55.8847549999022,421,G12 0NP,3,0,0,3,1,G12 0NP,55.884755,-4.309114,255666,668145,Glasgow North,Partick East/Kelvindale,Kelvindale - 03,,S01010365,718
-4.31080300026847,55.8886960001318,422,G12 0NQ,36,2,0,34,1,G12 0NQ,55.888696,-4.310803,255575,668587,Glasgow North,Partick East/Kelvindale,Kelvindale - 02,,S01010364,719
-4.30662499966241,55.8840560001093,423,G12 0NR,20,0,0,20,1,G12 0NR,55.884056,-4.306625,255819,668062,Glasgow North,Partick East/Kelvindale,Kelvindale - 03,,S01010365,720
-4.30437199977701,55.8832619999265,424,G12 0NS,8,0,0,8,1,G12 0NS,55.883262,-4.304372,255957,667969,Glasgow North,Partick East/Kelvindale,Kelvindale - 03,,S01010365,721
-4.3030689997456,55.8834120001837,425,G12 0NT,12,0,0,12,1,G12 0NT,55.883412,-4.303069,256039,667983,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,722
-4.3044279998535,55.8839439998821,426,G12 0NU,37,0,0,37,1,G12 0NU,55.883944,-4.304428,255956,668045,Glasgow North,Partick East/Kelvindale,Kelvindale - 03,,S01010365,723
-4.30695699992341,55.8847870000512,427,G12 0NX,44,0,0,44,1,G12 0NX,55.884787,-4.306957,255801,668144,Glasgow North,Partick East/Kelvindale,Kelvindale - 03,,S01010365,724
-4.30809199972535,55.8853320001447,428,G12 0NY,8,0,0,8,1,G12 0NY,55.885332,-4.308092,255732,668207,Glasgow North,Partick East/Kelvindale,Kelvindale - 03,,S01010365,725
-4.3039779995917,55.8847080002337,429,G12 0NZ,11,0,0,11,1,G12 0NZ,55.884708,-4.303978,255987,668129,Glasgow North,Partick East/Kelvindale,Kelvindale - 03,,S01010365,726
-4.30530300026272,55.8849519998657,430,G12 0PB,18,0,0,18,1,G12 0PB,55.884952,-4.305303,255905,668159,Glasgow North,Partick East/Kelvindale,Kelvindale - 03,,S01010365,727
-4.30367899984096,55.8842459998096,431,G12 0PD,16,0,0,16,1,G12 0PD,55.884246,-4.303679,256004,668077,Glasgow North,Partick East/Kelvindale,Kelvindale - 03,,S01010365,728
-4.29933100025389,55.8839710001014,432,G12 0PE,14,0,0,14,1,G12 0PE,55.883971,-4.299331,256275,668037,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,729
-4.29878399990773,55.8836810000665,433,G12 0PF,3,0,0,3,1,G12 0PF,55.883681,-4.298784,256308,668004,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,730
-4.30161099990348,55.884158999988,434,G12 0PG,5,0,0,5,1,G12 0PG,55.884159,-4.301611,256133,668063,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,731
-4.30360699987093,55.8849299997966,435,G12 0PH,18,0,0,18,1,G12 0PH,55.88493,-4.303607,256011,668153,Glasgow North,Partick East/Kelvindale,Kelvindale - 03,,S01010365,732
-4.30486200022177,55.8853200001345,436,G12 0PJ,29,0,0,29,1,G12 0PJ,55.88532,-4.304862,255934,668199,Glasgow North,Partick East/Kelvindale,Kelvindale - 03,,S01010365,733
-4.3029220003308,55.8844310000561,437,G12 0PQ,22,0,0,22,1,G12 0PQ,55.884431,-4.302922,256052,668096,Glasgow North,Partick East/Kelvindale,Kelvindale - 03,,S01010365,734
-4.29710799960742,55.8845479999067,438,G12 0PR,14,0,0,14,1,G12 0PR,55.884548,-4.297108,256416,668097,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,735
-4.30010799985552,55.8841359998578,439,G12 0PT,26,0,0,26,1,G12 0PT,55.884136,-4.300108,256227,668057,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,736
-4.30039599973563,55.8847120001327,440,G12 0PU,25,0,0,25,1,G12 0PU,55.884712,-4.300396,256211,668122,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,737
-4.30558699994485,55.8859630000759,441,G12 0PW,23,0,0,23,1,G12 0PW,55.885963,-4.305587,255891,668272,Glasgow North,Partick East/Kelvindale,Kelvindale - 03,,S01010365,738
-4.30253300016837,55.8851570000475,442,G12 0PX,9,0,0,9,1,G12 0PX,55.885157,-4.302533,256079,668176,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,739
-4.30144500022214,55.8856809999118,443,G12 0PZ,40,0,0,40,1,G12 0PZ,55.885681,-4.301445,256149,668232,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,740
-4.29925699973576,55.8851819997498,444,G12 0QA,76,0,0,76,1,G12 0QA,55.885182,-4.299257,256284,668172,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,741
-4.29846900026346,55.8856459997663,445,G12 0QB,29,0,0,29,1,G12 0QB,55.885646,-4.298469,256335,668222,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,742
-4.29891799980203,55.8859529998943,446,G12 0QD,8,0,0,8,1,G12 0QD,55.885953,-4.298918,256308,668257,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,743
-4.29839899994327,55.8860969999431,447,G12 0QE,1,0,0,1,1,G12 0QE,55.886097,-4.298399,256341,668272,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,744
-4.29731299964682,55.8858480000992,448,G12 0QF,2,0,0,2,1,G12 0QF,55.885848,-4.297313,256408,668242,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,745
-4.29814700004818,55.8864340002189,449,G12 0QG,30,3,0,27,1,G12 0QG,55.886434,-4.298147,256358,668309,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,746
-4.30039699956054,55.8860780002157,450,G12 0QH,32,0,0,32,1,G12 0QH,55.886078,-4.300397,256216,668274,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,747
-4.301514999644,55.886595999929,451,G12 0QJ,3,0,0,3,1,G12 0QJ,55.886596,-4.301515,256148,668334,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,748
-4.30053700020095,55.886820999916,452,G12 0QL,11,0,0,11,1,G12 0QL,55.886821,-4.300537,256210,668357,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,749
-4.30023500007714,55.8871230001299,453,G12 0QN,42,6,0,36,1,G12 0QN,55.887123,-4.300235,256230,668390,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,750
-4.29958200032408,55.8866319997728,454,G12 0QQ,1,0,0,1,1,G12 0QQ,55.886632,-4.299582,256269,668334,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,751
-4.30311599960124,55.88770800012,455,G12 0QR,10,0,0,10,1,G12 0QR,55.887708,-4.303116,256052,668461,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,752
-4.30220900030328,55.8904510002469,456,G12 0QS,3,0,0,3,1,G12 0QS,55.890451,-4.302209,256119,668764,Glasgow North,Partick East/Kelvindale,Kelvindale - 04,,S01010366,753
-4.30064699980579,55.8878710000733,457,G12 0QT,11,0,0,11,1,G12 0QT,55.887871,-4.300647,256207,668474,Glasgow North,Partick East/Kelvindale,Kelvindale - 04,,S01010366,754
-4.30074200024034,55.8875490000962,458,G12 0QU,58,0,0,58,1,G12 0QU,55.887549,-4.300742,256200,668438,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,755
-4.30375699965877,55.887452999852,459,G12 0QW,21,0,0,21,1,G12 0QW,55.887453,-4.303757,256011,668434,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,756
-4.29936499969076,55.887799000132,460,G12 0QY,8,0,0,8,1,G12 0QY,55.887799,-4.299365,256287,668463,Glasgow North,Partick East/Kelvindale,Kelvindale - 04,,S01010366,757
-4.3002030002901,55.8825220000831,461,G12 0RB,50,0,0,50,1,G12 0RB,55.882522,-4.300203,256215,667878,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,758
-4.29713600009482,55.8811989999935,462,G12 0RL,1,0,0,1,1,G12 0RL,55.881199,-4.297136,256402,667724,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,759
-4.29818499968303,55.8810989998959,463,G12 0RN,30,0,0,30,1,G12 0RN,55.881099,-4.298185,256336,667715,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,760
-4.29603999975264,55.8818899999667,464,G12 0RQ,10,0,0,10,1,G12 0RQ,55.88189,-4.29604,256473,667799,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,761
-4.30123500015984,55.8823719999137,465,G12 0RR,49,0,0,49,1,G12 0RR,55.882372,-4.301235,256150,667863,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,762
-4.30140599986405,55.8825900001235,466,G12 0RS,7,0,0,7,1,G12 0RS,55.88259,-4.301406,256140,667888,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,763
-4.30081000001242,55.8827570000062,467,G12 0RU,2,0,0,2,1,G12 0RU,55.882757,-4.30081,256178,667905,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,764
-4.29968600008115,55.8816329999112,468,G12 0RW,6,0,0,6,1,G12 0RW,55.881633,-4.299686,256244,667778,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,765
-4.29956100040767,55.8830289998218,469,G12 0RX,14,0,0,14,1,G12 0RX,55.883029,-4.299561,256257,667933,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,766
-4.30042599987287,55.8830480000341,470,G12 0RY,9,0,0,9,1,G12 0RY,55.883048,-4.300426,256203,667937,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,767
-4.29689599989532,55.882853999922,471,G12 0RZ,1,0,0,1,1,G12 0RZ,55.882854,-4.296896,256423,667908,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,768
-4.29537600012892,55.8855100001971,472,G12 0SA,51,0,0,51,1,G12 0SA,55.88551,-4.295376,256528,668200,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,769
-4.29815500044409,55.8835939999862,473,G12 0SB,15,0,0,15,1,G12 0SB,55.883594,-4.298155,256347,667993,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,770
-4.30153399991057,55.8836749998066,474,G12 0SD,56,0,0,56,1,G12 0SD,55.883675,-4.301534,256136,668009,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,771
-4.2971410001177,55.8829300000503,475,G12 0SE,12,0,0,12,1,G12 0SE,55.88293,-4.297141,256408,667917,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,772
-4.29665499987088,55.8836079997806,476,G12 0SF,2,0,0,2,1,G12 0SF,55.883608,-4.296655,256441,667991,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,773
-4.29577699998692,55.8836660001708,477,G12 0SG,15,0,0,15,1,G12 0SG,55.883666,-4.295777,256496,667996,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,774
-4.29669099985589,55.8820850000263,478,G12 0SH,15,0,0,15,1,G12 0SH,55.882085,-4.296691,256433,667822,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,775
-4.29785099977218,55.8816710001814,479,G12 0SJ,20,0,0,20,1,G12 0SJ,55.881671,-4.297851,256359,667778,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,776
-4.29619000043881,55.8819719999871,480,G12 0SL,5,0,0,5,1,G12 0SL,55.881972,-4.29619,256464,667808,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,777
-4.29586599967539,55.8824689997838,481,G12 0SN,3,0,0,3,1,G12 0SN,55.882469,-4.295866,256486,667863,Glasgow North,Partick East/Kelvindale,Ruchill - 08,,S01010322,778
-4.2931559998555,55.8834270001775,482,G12 0SP,5,0,0,5,1,G12 0SP,55.883427,-4.293156,256659,667964,Glasgow North,Partick East/Kelvindale,Ruchill - 08,,S01010322,779
-4.29094900000084,55.8834050002518,483,G12 0SS,4,0,0,4,1,G12 0SS,55.883405,-4.290949,256797,667957,Glasgow North,Partick East/Kelvindale,Ruchill - 08,,S01010322,780
-4.29378600004234,55.8824439998456,484,G12 0ST,8,0,0,8,1,G12 0ST,55.882444,-4.293786,256616,667856,Glasgow North,Partick East/Kelvindale,Ruchill - 08,,S01010322,781
-4.29277699973879,55.8845840001385,485,G12 0SZ,61,0,0,61,1,G12 0SZ,55.884584,-4.292777,256687,668092,Glasgow North,Partick East/Kelvindale,Kelvindale - 05,,S01010367,782
-4.29218099988712,55.8782770000995,486,G12 0TB,24,0,0,24,1,G12 0TB,55.878277,-4.292181,256701,667389,Glasgow North,Partick East/Kelvindale,North Kelvin - 02,,S01010370,783
-4.2934370000629,55.8787029999032,487,G12 0TD,28,0,0,28,1,G12 0TD,55.878703,-4.293437,256624,667439,Glasgow North,Partick East/Kelvindale,North Kelvin - 02,,S01010370,784
-4.29459600015425,55.8790949998062,488,G12 0TE,26,5,0,21,1,G12 0TE,55.879095,-4.294596,256553,667485,Glasgow North,Partick East/Kelvindale,Dowanhill - 03,,S01010405,785
-4.29599999956968,55.8795900001954,489,G12 0TF,41,0,0,41,1,G12 0TF,55.87959,-4.296,256467,667543,Glasgow North,Partick East/Kelvindale,Dowanhill - 03,,S01010405,786
-4.29702599959164,55.8799120001937,490,G12 0TG,33,0,0,33,1,G12 0TG,55.879912,-4.297026,256404,667581,Glasgow North,Partick East/Kelvindale,Dowanhill - 03,,S01010405,787
-4.29534000014391,55.8803300000009,491,G12 0TH,25,0,0,25,1,G12 0TH,55.88033,-4.29534,256511,667624,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,788
-4.29653500022028,55.8807929998714,492,G12 0TJ,4,0,0,4,1,G12 0TJ,55.880793,-4.296535,256438,667678,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,789
-4.29430699955094,55.8804070002435,493,G12 0TL,11,0,0,11,1,G12 0TL,55.880407,-4.294307,256576,667630,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,790
-4.29621200018009,55.8810059999065,494,G12 0TN,6,0,0,6,1,G12 0TN,55.881006,-4.296212,256459,667701,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,791
-4.29557899962021,55.8813950001833,495,G12 0TP,3,0,0,3,1,G12 0TP,55.881395,-4.295579,256500,667743,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,792
-4.29445899988691,55.8800320002204,496,G12 0TQ,17,0,0,17,1,G12 0TQ,55.880032,-4.294459,256565,667589,Glasgow North,Partick East/Kelvindale,North Kelvin - 02,,S01010370,793
-4.29489599972989,55.8817080002365,497,G12 0TR,17,0,0,17,1,G12 0TR,55.881708,-4.294896,256544,667776,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,794
-4.29425700022052,55.8817199998519,498,G12 0TS,24,0,0,24,1,G12 0TS,55.88172,-4.294257,256584,667776,Glasgow North,Partick East/Kelvindale,Ruchill - 08,,S01010322,795
-4.29253099969151,55.8823059998167,499,G12 0TT,44,0,0,44,1,G12 0TT,55.882306,-4.292531,256694,667838,Glasgow North,Partick East/Kelvindale,Ruchill - 08,,S01010322,796
-4.29341699997138,55.8821550001576,500,G12 0TU,1,0,0,1,1,G12 0TU,55.882155,-4.293417,256638,667823,Glasgow North,Partick East/Kelvindale,Ruchill - 08,,S01010322,797
-4.29458799975833,55.8808659999086,501,G12 0TW,28,0,0,28,1,G12 0TW,55.880866,-4.294588,256560,667682,Glasgow North,Partick East/Kelvindale,Kelvindale - 06,,S01010368,798
-4.29429599968028,55.8821379998422,502,G12 0TX,3,0,0,3,1,G12 0TX,55.882138,-4.294296,256583,667823,Glasgow North,Partick East/Kelvindale,Ruchill - 08,,S01010322,799
-4.29142600002681,55.8830910001354,503,G12 0TY,21,0,0,21,1,G12 0TY,55.883091,-4.291426,256766,667923,Glasgow North,Partick East/Kelvindale,Ruchill - 08,,S01010322,800
-4.28951999957275,55.8781559999215,504,G12 0UE,3,0,0,3,1,G12 0UE,55.878156,-4.28952,256867,667370,Glasgow North,Partick East/Kelvindale,North Kelvin - 02,,S01010370,801
-4.31657400043582,55.8880960002256,505,G12 0BY,18,0,0,18,1,G12 0BY,55.888096,-4.316574,255212,668532,Glasgow North,Partick East/Kelvindale,Anniesland East - 03,,S01010467,620
-4.30328300000584,55.8713559998375,506,G11 5PF,27,23,1,4,0,G11 5PF,55.871356,-4.303283,255981,666642,Glasgow North,Partick East/Kelvindale,Hillhead - 06,,S01010386,244
-4.31638699993977,55.8890130002153,507,G12 0DB,8,1,0,7,1,G12 0DB,55.889013,-4.316387,255227,668634,Glasgow North West,Partick East/Kelvindale,Anniesland East - 03,,S01010467,621
-4.24935800037438,55.855197000081,508,G1 5HH,11,0,0,11,1,G1 5HH,55.855197,-4.249358,259296,664733,Glasgow Central,Anderston/City/Yorkhill,City Centre East - 06,,S01010264,120
-4.32222099985633,55.8854460000571,509,G12 0YJ,2,0,0,2,1,G12 0YJ,55.885446,-4.322221,254849,668249,Glasgow North West,Partick East/Kelvindale,Kelvinside and Jordanhill - 06,,S01010413,821
-4.32211100025148,55.8737249998999,510,G11 7NR,47,42,1,5,0,G11 7NR,55.873725,-4.322111,254812,666945,Glasgow North West,Victoria Park,Partick - 02,,S01010394,509
-4.31465000043839,55.8890939998102,511,G12 0DD,25,0,0,25,1,G12 0DD,55.889094,-4.31465,255336,668639,Glasgow North,Partick East/Kelvindale,Anniesland East - 03,,S01010467,622
