Index,Lat_Start,Lon_Start,Elevation,Lat_End,Lon_End,Lat_Start_Rad,Lon_Start_Rad,Lat_End_Rad,Lon_End_Rad,Distance_Km,RT_Km,PointSize
575,54.78619,-2.86048,132,54.75557,-2.82107,0.9561994,-0.049924794,0.95566498,-0.04923696,4.240594798,607.9241028,1
576,54.75557,-2.82107,129,54.74002,-2.80781,0.95566498,-0.04923696,0.955393582,-0.049005529,1.92716061,609.8512634,1
577,54.74002,-2.80781,134,54.72355,-2.80049,0.955393582,-0.049005529,0.955106126,-0.048877771,1.890722745,611.7419861,1
578,54.72355,-2.80049,131,54.70595,-2.79229,0.955106126,-0.048877771,0.954798948,-0.048734654,2.026667223,613.7686534,1
579,54.70595,-2.79229,149,54.70296,-2.79148,0.954798948,-0.048734654,0.954746763,-0.048720517,0.33652106,614.1051744,1
580,54.70296,-2.79148,151,54.69298,-2.79158,0.954746763,-0.048720517,0.954572579,-0.048722262,1.109743973,615.2149184,1
581,54.69298,-2.79158,161,54.68443,-2.78906,0.954572579,-0.048722262,0.954423353,-0.04867828,0.964414579,616.179333,1
582,54.68443,-2.78906,152,54.67672,-2.78022,0.954423353,-0.04867828,0.954288788,-0.048523993,1.028558637,617.2078916,1
583,54.67672,-2.78022,149,54.66699,-2.77341,0.954288788,-0.048523993,0.954118968,-0.048405136,1.167177466,618.3750691,1
584,54.66699,-2.77341,150,54.66144,-2.77124,0.954118968,-0.048405136,0.954022102,-0.048367262,0.632714461,619.0077835,1
585,54.66144,-2.77124,151,54.65617,-2.76505,0.954022102,-0.048367262,0.953930123,-0.048259226,0.708455519,619.716239,1
586,54.65617,-2.76505,146,54.65405,-2.75927,0.953930123,-0.048259226,0.953893122,-0.048158346,0.440236555,620.1564756,1
587,54.65405,-2.75927,142,54.65327,-2.7502,0.953893122,-0.048158346,0.953879508,-0.048000045,0.589868111,620.7463437,1
588,54.65327,-2.7502,135,54.65538,-2.74236,0.953879508,-0.048000045,0.953916335,-0.047863211,0.556229079,621.3025728,1
589,54.65538,-2.74236,135,54.65627,-2.73873,0.953916335,-0.047863211,0.953931868,-0.047799856,0.253605074,621.5561779,1
590,54.65627,-2.73873,129,54.6575,-2.73306,0.953931868,-0.047799856,0.953953336,-0.047700896,0.389513581,621.9456914,1
591,54.6575,-2.73306,121,54.65465,-2.71299,0.953953336,-0.047700896,0.953903594,-0.047350608,1.329317714,623.2750092,1
592,54.65465,-2.71299,117,54.65123,-2.6366,0.953903594,-0.047350608,0.953843904,-0.046017351,4.928811557,628.2038207,1
593,54.65123,-2.6366,119,54.64831,-2.62482,0.953843904,-0.046017351,0.95379294,-0.045811751,0.824483566,629.0283043,1
594,54.64831,-2.62482,110,54.63643,-2.61081,0.95379294,-0.045811751,0.953585595,-0.045567231,1.59928466,630.6275889,1
595,54.63643,-2.61081,109,54.63305,-2.60242,0.953585595,-0.045567231,0.953526603,-0.045420798,0.657888286,631.2854772,1
596,54.63305,-2.60242,114,54.62153,-2.56602,0.953526603,-0.045420798,0.953325541,-0.044785498,2.670361678,633.9558389,1
597,54.62153,-2.56602,107,54.61828,-2.55836,0.953325541,-0.044785498,0.953268818,-0.044651805,0.611398481,634.5672374,1
598,54.61828,-2.55836,113,54.61159,-2.54559,0.953268818,-0.044651805,0.953152055,-0.044428927,1.108819121,635.6760565,1
599,54.61159,-2.54559,118,54.60025,-2.53697,0.953152055,-0.044428927,0.952954135,-0.04427848,1.377751493,637.053808,1
600,54.60025,-2.53697,129,54.58939,-2.50814,0.952954135,-0.04427848,0.952764592,-0.043775301,2.215328747,639.2691368,1
601,54.58939,-2.50814,147,54.58375,-2.48604,0.952764592,-0.043775301,0.952666156,-0.043389583,1.55598157,640.8251183,1
602,54.58375,-2.48604,175,54.56497,-2.45225,0.952666156,-0.043389583,0.952338383,-0.042799837,3.01727582,643.8423941,1
603,54.56497,-2.45225,146,54.56014,-2.4407,0.952338383,-0.042799837,0.952254083,-0.042598251,0.918127332,644.7605215,1
604,54.56014,-2.4407,162,54.55328,-2.42792,0.952254083,-0.042598251,0.952134354,-0.042375198,1.122924182,645.8834457,1
605,54.55328,-2.42792,153,54.54414,-2.39644,0.952134354,-0.042375198,0.951974831,-0.041825768,2.270449493,648.1538952,1
606,54.54414,-2.39644,150,54.54231,-2.38989,0.951974831,-0.041825768,0.951942891,-0.041711449,0.468943578,648.6228387,1
607,54.54231,-2.38989,154,54.53519,-2.37585,0.951942891,-0.041711449,0.951818624,-0.041466405,1.202967325,649.8258061,1
608,54.53519,-2.37585,159,54.53216,-2.34843,0.951818624,-0.041466405,0.95176574,-0.040987836,1.800881086,651.6266871,1
609,54.53216,-2.34843,170,54.5306,-2.33354,0.95176574,-0.040987836,0.951738513,-0.040727956,0.976261436,652.6029486,1
610,54.5306,-2.33354,171,54.52457,-2.31941,0.951738513,-0.040727956,0.95163327,-0.040481341,1.131773799,653.7347224,1
611,54.52457,-2.31941,178,54.52538,-2.3048,0.95163327,-0.040481341,0.951647407,-0.040226349,0.947101355,654.6818237,1
612,54.52538,-2.3048,218,54.52591,-2.28321,0.951647407,-0.040226349,0.951656657,-0.039849532,1.394463648,656.0762874,1
613,54.52591,-2.28321,252,54.53009,-2.26414,0.951656657,-0.039849532,0.951729612,-0.039516698,1.315384683,657.3916721,1
614,54.53009,-2.26414,290,54.52636,-2.23261,0.951729612,-0.039516698,0.951664511,-0.038966395,2.076370056,659.4680421,1
615,54.52636,-2.23261,349,54.51226,-2.19926,0.951664511,-0.038966395,0.95141842,-0.038384328,2.662914749,662.1309569,1
616,54.51226,-2.19926,403,54.50852,-2.18374,0.95141842,-0.038384328,0.951353144,-0.038113453,1.084772691,663.2157296,1
617,54.50852,-2.18374,431,54.50514,-2.14166,0.951353144,-0.038113453,0.951294152,-0.037379018,2.742577152,665.9583067,1
618,54.50514,-2.14166,423,54.50987,-2.083,0.951294152,-0.037379018,0.951376706,-0.036355208,3.823400298,669.781707,1
619,54.50987,-2.083,375,54.51368,-2.04447,0.951376706,-0.036355208,0.951443203,-0.035682733,2.523035199,672.3047422,1
620,54.51368,-2.04447,312,54.5192,-2.00249,0.951443203,-0.035682733,0.951539546,-0.034950044,2.778259946,675.0830022,1
621,54.5192,-2.00249,287,54.51786,-1.98223,0.951539546,-0.034950044,0.951516158,-0.03459644,1.316081594,676.3990837,1
622,54.51786,-1.98223,263,54.5195,-1.92016,0.951516158,-0.03459644,0.951544782,-0.033513114,4.010251919,680.4093357,1
623,54.5195,-1.92016,202,54.51764,-1.87263,0.951544782,-0.033513114,0.951512318,-0.032683559,3.074639536,683.4839752,1
624,54.51764,-1.87263,149,54.49824,-1.83342,0.951512318,-0.032683559,0.951173725,-0.031999216,3.325829663,686.8098049,1
625,54.49824,-1.83342,143,54.48877,-1.80502,0.951173725,-0.031999216,0.951008442,-0.031503542,2.114903593,688.9247085,1
626,54.48877,-1.80502,169,54.46808,-1.74628,0.951008442,-0.031503542,0.950647333,-0.030478336,4.437820333,693.3625288,1
627,54.46808,-1.74628,157,54.44868,-1.68905,0.950647333,-0.030478336,0.950308739,-0.029479484,4.282209107,697.6447379,1
628,54.44868,-1.68905,178,54.44281,-1.67749,0.950308739,-0.029479484,0.950206289,-0.029277724,0.99231716,698.6370551,1
629,54.44281,-1.67749,159,54.4429,-1.67115,0.950206289,-0.029277724,0.950207859,-0.02916707,0.410075918,699.047131,1
630,54.4429,-1.67115,148,54.44268,-1.66744,0.950207859,-0.02916707,0.95020402,-0.029102318,0.241138535,699.2882695,1
631,54.44268,-1.66744,143,54.43818,-1.66833,0.95020402,-0.029102318,0.95012548,-0.029117852,0.503676054,699.7919456,1
632,54.43818,-1.66833,133,54.41704,-1.66274,0.95012548,-0.029117852,0.949756517,-0.029020288,2.378309246,702.1702548,1
633,54.41704,-1.66274,103,54.407,-1.66082,0.949756517,-0.029020288,0.949581286,-0.028986777,1.123289295,703.2935441,1
634,54.407,-1.66082,89,54.39823,-1.66201,0.949581286,-0.028986777,0.949428221,-0.029007547,0.978216527,704.2717606,1
635,54.39823,-1.66201,78,54.3863,-1.65486,0.949428221,-0.029007547,0.949220003,-0.028882756,1.405000455,705.6767611,1
636,54.3863,-1.65486,69,54.37436,-1.64263,0.949220003,-0.028882756,0.949011611,-0.028669302,1.54595965,707.2227207,1
637,54.37436,-1.64263,64,54.36916,-1.63527,0.949011611,-0.028669302,0.948920854,-0.028540846,0.749404113,707.9721248,1
638,54.36916,-1.63527,61,54.36424,-1.63028,0.948920854,-0.028540846,0.948834983,-0.028453754,0.635446926,708.6075718,1
639,54.36424,-1.63028,60,54.35908,-1.61883,0.948834983,-0.028453754,0.948744924,-0.028253914,0.937835428,709.5454072,1
640,54.35908,-1.61883,56,54.3362,-1.59312,0.948744924,-0.028253914,0.948345593,-0.027805189,3.041255372,712.5866626,1
641,54.3362,-1.59312,61,54.31568,-1.57181,0.948345593,-0.027805189,0.947987451,-0.02743326,2.667545969,715.2542085,1
642,54.31568,-1.57181,64,54.30837,-1.5711,0.947987451,-0.02743326,0.947859868,-0.027420868,0.81413867,716.0683472,1
643,54.30837,-1.5711,52,54.30228,-1.56826,0.947859868,-0.027420868,0.947753577,-0.027371301,0.701796719,716.7701439,1
644,54.30228,-1.56826,43,54.29672,-1.55756,0.947753577,-0.027371301,0.947656537,-0.02718455,0.929663541,717.6998075,1
645,54.29672,-1.55756,34,54.28697,-1.54488,0.947656537,-0.02718455,0.947486367,-0.026963243,1.361099795,719.0609073,1
646,54.28697,-1.54488,38,54.27824,-1.5321,0.947486367,-0.026963243,0.947334,-0.026740189,1.276934885,720.3378422,1
647,54.27824,-1.5321,42,54.26477,-1.51929,0.947334,-0.026740189,0.947098904,-0.026516613,1.713254825,722.051097,1
648,54.26477,-1.51929,42,54.22461,-1.48807,0.947098904,-0.026516613,0.94639798,-0.025971721,4.904715803,726.9558128,1
649,54.22461,-1.48807,38,54.20832,-1.47582,0.94639798,-0.025971721,0.946113666,-0.025757918,1.978741418,728.9345542,1
650,54.20832,-1.47582,34,54.18308,-1.45898,0.946113666,-0.025757918,0.945673145,-0.025464005,3.012774825,731.947329,1
651,54.18308,-1.45898,45,54.16492,-1.44844,0.945673145,-0.025464005,0.945356193,-0.025280047,2.132642924,734.0799719,1
652,54.16492,-1.44844,48,54.15235,-1.43832,0.945356193,-0.025280047,0.945136805,-0.02510342,1.545244541,735.6252165,1
653,54.15235,-1.43832,43,54.14125,-1.42882,0.945136805,-0.02510342,0.944943074,-0.024937613,1.380658092,737.0058746,1
654,54.14125,-1.42882,39,54.12682,-1.41498,0.944943074,-0.024937613,0.944691223,-0.02469606,1.84052441,738.846399,1
655,54.12682,-1.41498,37,54.12018,-1.41295,0.944691223,-0.02469606,0.944575333,-0.02466063,0.750091125,739.5964901,1
656,54.12018,-1.41295,40,54.106,-1.41465,0.944575333,-0.02466063,0.944327845,-0.0246903,1.580632845,741.177123,1
657,54.106,-1.41465,38,54.09047,-1.40449,0.944327845,-0.0246903,0.944056795,-0.024512975,1.84957056,743.0266935,1
658,54.09047,-1.40449,24,54.07411,-1.39341,0.944056795,-0.024512975,0.94377126,-0.024319592,1.957462594,744.9841561,1
659,54.07411,-1.39341,50,54.04937,-1.38828,0.94377126,-0.024319592,0.943339465,-0.024230057,2.771259791,747.7554159,1
660,54.04937,-1.38828,66,54.03193,-1.38483,0.943339465,-0.024230057,0.94303508,-0.024169843,1.952279519,749.7076954,1
661,54.03193,-1.38483,63,54.00935,-1.37762,0.94303508,-0.024169843,0.942640984,-0.024044005,2.554577673,752.2622731,1
662,54.00935,-1.37762,40,54.00237,-1.36985,0.942640984,-0.024044005,0.94251916,-0.023908393,0.927480679,753.1897538,1
663,54.00237,-1.36985,32,53.99567,-1.36475,0.94251916,-0.023908393,0.942402223,-0.023819381,0.816178761,754.0059325,1
664,53.99567,-1.36475,33,53.98635,-1.36277,0.942402223,-0.023819381,0.942239559,-0.023784823,1.044388836,755.0503214,1
665,53.98635,-1.36277,28,53.97653,-1.36433,0.942239559,-0.023784823,0.942068167,-0.023812051,1.096688327,756.1470097,1
666,53.97653,-1.36433,28,53.96812,-1.36977,0.942068167,-0.023812051,0.941921385,-0.023906996,1.000544491,757.1475542,1
667,53.96812,-1.36977,21,53.96064,-1.37059,0.941921385,-0.023906996,0.941790834,-0.023921308,0.833465924,757.9810201,1
668,53.96064,-1.37059,26,53.9532,-1.36867,0.941790834,-0.023921308,0.941660982,-0.023887798,0.836773094,758.8177932,1
669,53.9532,-1.36867,26,53.94909,-1.36988,0.941660982,-0.023887798,0.941589249,-0.023908916,0.463819114,759.2816123,1
670,53.94909,-1.36988,24,53.93998,-1.37551,0.941589249,-0.023908916,0.941430249,-0.024007178,1.07791596,760.3595283,1
671,53.93998,-1.37551,27,53.93121,-1.3727,0.941430249,-0.024007178,0.941277184,-0.023958135,0.992375818,761.3519041,1
672,53.93121,-1.3727,32,53.92556,-1.37618,0.941277184,-0.023958135,0.941178573,-0.024018872,0.668289301,762.0201934,1
673,53.92556,-1.37618,32,53.92122,-1.38365,0.941178573,-0.024018872,0.941102826,-0.024149248,0.687121016,762.7073144,1
674,53.92122,-1.38365,29,53.91325,-1.38558,0.941102826,-0.024149248,0.940963723,-0.024182933,0.895191264,763.6025057,1
675,53.91325,-1.38558,37,53.91047,-1.38416,0.940963723,-0.024182933,0.940915203,-0.024158149,0.322810196,763.9253159,1
676,53.91047,-1.38416,53,53.90218,-1.37317,0.940915203,-0.024158149,0.940770515,-0.023966338,1.169612597,765.0949285,1
677,53.90218,-1.37317,61,53.88572,-1.36048,0.940770515,-0.023966338,0.940483234,-0.023744855,2.010298021,767.1052265,1
678,53.88572,-1.36048,41,53.88041,-1.35847,0.940483234,-0.023744855,0.940390557,-0.023709774,0.604963423,767.7101899,1
679,53.88041,-1.35847,48,53.87329,-1.35058,0.940390557,-0.023709774,0.940266289,-0.023572068,0.945675517,768.6558654,1
680,53.87329,-1.35058,56,53.86349,-1.34633,0.940266289,-0.023572068,0.940095247,-0.023497891,1.124773532,769.780639,1
681,53.86349,-1.34633,60,53.85616,-1.34639,0.940095247,-0.023497891,0.939967314,-0.023498939,0.815068316,770.5957073,1
682,53.85616,-1.34639,76,53.84986,-1.34338,0.939967314,-0.023498939,0.939857359,-0.023446404,0.727815703,771.323523,1
683,53.84986,-1.34338,83,53.84306,-1.34204,0.939857359,-0.023446404,0.939738676,-0.023423017,0.761217966,772.084741,1
684,53.84306,-1.34204,73,53.81631,-1.33889,0.939738676,-0.023423017,0.939271801,-0.023368039,2.981639071,775.06638,1
685,53.81631,-1.33889,68,53.80984,-1.33947,0.939271801,-0.023368039,0.939158878,-0.023378162,0.720438175,775.7868182,1
686,53.80984,-1.33947,82,53.80405,-1.33785,0.939158878,-0.023378162,0.939057823,-0.023349887,0.652546816,776.439365,1
687,53.80405,-1.33785,74,53.80045,-1.33292,0.939057823,-0.023349887,0.938994992,-0.023263843,0.51483378,776.9541988,1
688,53.80045,-1.33292,63,53.79746,-1.32502,0.938994992,-0.023263843,0.938942806,-0.023125962,0.616211878,777.5704107,1
689,53.79746,-1.32502,66,53.79527,-1.32279,0.938942806,-0.023125962,0.938904583,-0.023087041,0.284168275,777.8545789,1
690,53.79527,-1.32279,61,53.78688,-1.32189,0.938904583,-0.023087041,0.93875815,-0.023071333,0.934796647,778.7893756,1
691,53.78688,-1.32189,70,53.78279,-1.3189,0.93875815,-0.023071333,0.938686766,-0.023019148,0.495395509,779.2847711,1
692,53.78279,-1.3189,78,53.77974,-1.30706,0.938686766,-0.023019148,0.938633534,-0.022812501,0.848622344,780.1333934,1
693,53.77974,-1.30706,71,53.7764,-1.29577,0.938633534,-0.022812501,0.93857524,-0.022615453,0.829602878,780.9629963,1
694,53.7764,-1.29577,51,53.77065,-1.28822,0.93857524,-0.022615453,0.938474883,-0.02248368,0.809289333,781.7722857,1
695,53.77065,-1.28822,50,53.76031,-1.28007,0.938474883,-0.02248368,0.938294416,-0.022341436,1.268416474,783.0407021,1
696,53.76031,-1.28007,48,53.74391,-1.27391,0.938294416,-0.022341436,0.938008182,-0.022233924,1.868029217,784.9087313,1
697,53.74391,-1.27391,19,53.73951,-1.27769,0.938008182,-0.022233924,0.937931388,-0.022299897,0.548788023,785.4575194,1
698,53.73951,-1.27769,31,53.73278,-1.28724,0.937931388,-0.022299897,0.937813927,-0.022466576,0.977014488,786.4345339,1
699,53.73278,-1.28724,17,53.72873,-1.28896,0.937813927,-0.022466576,0.937743241,-0.022496596,0.464334938,786.8988688,1
700,53.72873,-1.28896,17,53.71489,-1.2884,0.937743241,-0.022496596,0.937501688,-0.022486822,1.539378791,788.4382476,1
701,53.71489,-1.2884,28,53.70753,-1.2803,0.937501688,-0.022486822,0.937373232,-0.02234545,0.976696118,789.4149437,1
702,53.70753,-1.2803,34,53.70067,-1.27593,0.937373232,-0.02234545,0.937253502,-0.02226918,0.815229221,790.2301729,1
703,53.70067,-1.27593,26,53.68915,-1.27107,0.937253502,-0.02226918,0.93705244,-0.022184357,1.320322535,791.5504955,1
704,53.68915,-1.27107,47,53.68134,-1.26258,0.93705244,-0.022184357,0.93691613,-0.022036178,1.032835197,792.5833307,1
705,53.68134,-1.26258,44,53.67248,-1.26111,0.93691613,-0.022036178,0.936761494,-0.022010522,0.989933295,793.573264,1
706,53.67248,-1.26111,41,53.66967,-1.26245,0.936761494,-0.022010522,0.93671245,-0.022033909,0.324687019,793.897951,1
707,53.66967,-1.26245,51,53.66182,-1.26649,0.93671245,-0.022033909,0.936575442,-0.02210442,0.912558821,794.8105098,1
708,53.66182,-1.26649,58,53.65413,-1.25775,0.936575442,-0.02210442,0.936441226,-0.021951879,1.030950716,795.8414605,1
709,53.65413,-1.25775,69,53.6508,-1.25514,0.936441226,-0.021951879,0.936383106,-0.021906326,0.408280703,796.2497412,1
710,53.6508,-1.25514,56,53.64405,-1.25548,0.936383106,-0.021906326,0.936265297,-0.02191226,0.75090022,797.0006414,1
711,53.64405,-1.25548,63,53.63958,-1.25201,0.936265297,-0.02191226,0.93618728,-0.021851697,0.547149795,797.5477912,1
712,53.63958,-1.25201,63,53.63222,-1.24177,0.93618728,-0.021851697,0.936058824,-0.021672975,1.06091867,798.6087099,1
713,53.63222,-1.24177,71,53.62728,-1.23865,0.936058824,-0.021672975,0.935972605,-0.021618521,0.58656459,799.1952745,1
714,53.62728,-1.23865,53,53.6167,-1.22929,0.935972605,-0.021618521,0.935787949,-0.021455158,1.328561385,800.5238359,1
715,53.6167,-1.22929,73,53.60881,-1.2227,0.935787949,-0.021455158,0.935650243,-0.021340141,0.979121031,801.5029569,1
716,53.60881,-1.2227,53,53.59958,-1.21755,0.935650243,-0.021340141,0.935489149,-0.021250256,1.08111458,802.5840715,1
717,53.59958,-1.21755,32,53.58981,-1.21457,0.935489149,-0.021250256,0.93531863,-0.021198245,1.104031142,803.6881026,1
718,53.58981,-1.21457,35,53.58039,-1.21152,0.93531863,-0.021198245,0.93515422,-0.021145013,1.066628599,804.7547312,1
719,53.58039,-1.21152,23,53.57257,-1.21705,0.93515422,-0.021145013,0.935017735,-0.02124153,0.943083333,805.6978146,1
720,53.57257,-1.21705,46,53.56169,-1.2169,0.935017735,-0.02124153,0.934827843,-0.021238912,1.209841352,806.9076559,1
721,53.56169,-1.2169,33,53.55342,-1.21501,0.934827843,-0.021238912,0.934683505,-0.021205925,0.928016954,807.8356729,1
722,53.55342,-1.21501,35,53.54022,-1.20482,0.934683505,-0.021205925,0.934453121,-0.021028076,1.61480746,809.4504803,1
723,53.54022,-1.20482,52,53.53157,-1.19205,0.934453121,-0.021028076,0.93430215,-0.020805197,1.279574469,810.7300548,1
724,53.53157,-1.19205,47,53.51971,-1.17666,0.93430215,-0.020805197,0.934095154,-0.020536591,1.665549588,812.3956044,1
725,53.51971,-1.17666,35,53.51595,-1.17458,0.934095154,-0.020536591,0.93402953,-0.020500288,0.440127649,812.835732,1
726,53.51595,-1.17458,31,53.50661,-1.17725,0.93402953,-0.020500288,0.933866516,-0.020546889,1.053460079,813.8891921,1
727,53.50661,-1.17725,41,53.50086,-1.17484,0.933866516,-0.020546889,0.93376616,-0.020504826,0.658937854,814.54813,1
728,53.50086,-1.17484,38,53.49499,-1.16884,0.93376616,-0.020504826,0.933663709,-0.020400106,0.763897452,815.3120274,1
729,53.49499,-1.16884,23,53.47524,-1.14419,0.933663709,-0.020400106,0.933319006,-0.019969883,2.73548309,818.0475105,1
730,53.47524,-1.14419,20,53.46477,-1.1307,0.933319006,-0.019969883,0.93313627,-0.019734438,1.467179672,819.5146902,1
731,53.46477,-1.1307,37,53.45713,-1.12133,0.93313627,-0.019734438,0.933002927,-0.019570901,1.051898251,820.5665884,1
732,53.45713,-1.12133,24,53.43344,-1.09581,0.933002927,-0.019570901,0.932589459,-0.019125492,3.129776106,823.6963645,1
733,53.43344,-1.09581,17,53.42426,-1.09255,0.932589459,-0.019125492,0.932429237,-0.019068595,1.043368849,824.7397334,1
734,53.42426,-1.09255,12,53.41693,-1.08612,0.932429237,-0.019068595,0.932301305,-0.01895637,0.919711305,825.6594447,1
735,53.41693,-1.08612,14,53.40915,-1.08184,0.932301305,-0.01895637,0.932165518,-0.01888167,0.910416283,826.569861,1
736,53.40915,-1.08184,27,53.39705,-1.07602,0.932165518,-0.01888167,0.931954333,-0.018780092,1.39968464,827.9695456,1
737,53.39705,-1.07602,13,53.38611,-1.05974,0.931954333,-0.018780092,0.931763394,-0.018495952,1.626405218,829.5959508,1
738,53.38611,-1.05974,31,53.38177,-1.05519,0.931763394,-0.018495952,0.931687647,-0.01841654,0.569167777,830.1651186,1
739,53.38177,-1.05519,23,53.3752,-1.05366,0.931687647,-0.01841654,0.931572979,-0.018389836,0.737566047,830.9026847,1
740,53.3752,-1.05366,18,53.36839,-1.05487,0.931572979,-0.018389836,0.931454122,-0.018410955,0.761480316,831.664165,1
741,53.36839,-1.05487,33,53.36055,-1.04747,0.931454122,-0.018410955,0.931317288,-0.0182818,1.000534537,832.6646995,1
742,53.36055,-1.04747,37,53.34786,-1.03254,0.931317288,-0.0182818,0.931095806,-0.018021223,1.7242237,834.3889232,1
743,53.34786,-1.03254,26,53.32807,-1.02733,0.931095806,-0.018021223,0.930750405,-0.017930291,2.227569215,836.6164924,1
744,53.32807,-1.02733,27,53.301,-1.03166,0.930750405,-0.017930291,0.930277945,-0.018005864,3.023759155,839.6402516,1
745,53.301,-1.03166,48,53.29481,-1.02832,0.930277945,-0.018005864,0.930169909,-0.01794757,0.723201224,840.3634528,1
746,53.29481,-1.02832,47,53.29045,-1.01995,0.930169909,-0.01794757,0.930093812,-0.017801486,0.737914417,841.1013672,1
747,53.29045,-1.01995,48,53.27814,-0.98156,0.930093812,-0.017801486,0.929878962,-0.017131454,2.895975031,843.9973422,1
748,53.27814,-0.98156,40,53.27442,-0.97516,0.929878962,-0.017131454,0.929814036,-0.017019753,0.593449265,844.5907915,1
749,53.27442,-0.97516,32,53.27246,-0.96323,0.929814036,-0.017019753,0.929779828,-0.016811535,0.82266964,845.4134612,1
750,53.27246,-0.96323,31,53.26977,-0.95424,0.929779828,-0.016811535,0.929732878,-0.01665463,0.66847039,846.0819315,1
751,53.26977,-0.95424,24,53.2646,-0.94478,0.929732878,-0.01665463,0.929642645,-0.016489522,0.852223859,846.9341554,1
752,53.2646,-0.94478,22,53.25713,-0.9294,0.929642645,-0.016489522,0.929512269,-0.01622109,1.317737166,848.2518926,1
753,53.25713,-0.9294,25,53.24974,-0.90941,0.929512269,-0.01622109,0.929383289,-0.015872199,1.563239712,849.8151323,1
754,53.24974,-0.90941,63,53.24325,-0.90246,0.929383289,-0.015872199,0.929270017,-0.015750898,0.857101991,850.6722343,1
755,53.24325,-0.90246,57,53.23183,-0.89592,0.929270017,-0.015750898,0.9290707,-0.015636754,1.342363758,852.014598,1
756,53.23183,-0.89592,57,53.19632,-0.84685,0.9290707,-0.015636754,0.928450934,-0.014780321,5.125115063,857.1397131,1
757,53.19632,-0.84685,26,53.17989,-0.81946,0.928450934,-0.014780321,0.928164176,-0.014302275,2.582243005,859.7219561,1
758,53.17989,-0.81946,23,53.17241,-0.81279,0.928164176,-0.014302275,0.928033626,-0.014185862,0.943075152,860.6650312,1
759,53.17241,-0.81279,12,53.15492,-0.8053,0.928033626,-0.014185862,0.927728368,-0.014055136,2.007875559,862.6729068,1
760,53.15492,-0.8053,11,53.14637,-0.80363,0.927728368,-0.014055136,0.927579142,-0.014025989,0.957216825,863.6301236,1
761,53.14637,-0.80363,11,53.14293,-0.80416,0.927579142,-0.014025989,0.927519103,-0.01403524,0.384140336,864.014264,1
762,53.14293,-0.80416,9,53.12478,-0.81546,0.927519103,-0.01403524,0.927202325,-0.014232462,2.154379447,866.1686434,1
763,53.12478,-0.81546,15,53.11516,-0.81583,0.927202325,-0.014232462,0.927034425,-0.01423892,1.069980119,867.2386235,1
764,53.11516,-0.81583,10,53.10893,-0.81164,0.927034425,-0.01423892,0.926925691,-0.01416579,0.747064493,867.985688,1
765,53.10893,-0.81164,11,53.0986,-0.79225,0.926925691,-0.01416579,0.926745398,-0.013827371,1.730590296,869.7162783,1
766,53.0986,-0.79225,14,53.08262,-0.77438,0.926745398,-0.013827371,0.926466495,-0.013515481,2.140417211,871.8566955,1
767,53.08262,-0.77438,42,53.06575,-0.76538,0.926466495,-0.013515481,0.926172058,-0.013358401,1.969854482,873.82655,1
768,53.06575,-0.76538,20,53.0522,-0.77218,0.926172058,-0.013358401,0.925935565,-0.013477083,1.573728508,875.4002785,1
769,53.0522,-0.77218,17,53.04729,-0.77748,0.925935565,-0.013477083,0.92584987,-0.013569586,0.650830803,876.0511093,1
770,53.04729,-0.77748,16,53.04289,-0.77827,0.92584987,-0.013569586,0.925773075,-0.013583374,0.492099615,876.5432089,1
771,53.04289,-0.77827,23,53.03268,-0.77178,0.925773075,-0.013583374,0.925594877,-0.013470102,1.215399294,877.7586082,1
772,53.03268,-0.77178,19,53.0159,-0.76489,0.925594877,-0.013470102,0.925302011,-0.013349849,1.921912115,879.6805204,1
773,53.0159,-0.76489,20,53.00319,-0.76226,0.925302011,-0.013349849,0.92508018,-0.013303947,1.424198947,881.1047193,1
774,53.00319,-0.76226,21,52.99517,-0.76414,0.92508018,-0.013303947,0.924940204,-0.013336759,0.900613986,882.0053333,1
775,52.99517,-0.76414,23,52.99041,-0.76313,0.924940204,-0.013336759,0.924857126,-0.013319131,0.533587185,882.5389205,1
776,52.99041,-0.76313,35,52.98502,-0.75697,0.924857126,-0.013319131,0.924763053,-0.013211619,0.727482635,883.2664031,1
777,52.98502,-0.75697,28,52.97214,-0.72259,0.924763053,-0.013211619,0.924538255,-0.012611575,2.710994943,885.977398,1
778,52.97214,-0.72259,41,52.96367,-0.69345,0.924538255,-0.012611575,0.924390425,-0.012102986,2.166848489,888.1442465,1
779,52.96367,-0.69345,35,52.95388,-0.68315,0.924390425,-0.012102986,0.924219558,-0.011923217,1.288812552,889.4330591,1
780,52.95388,-0.68315,36,52.94016,-0.68476,0.924219558,-0.011923217,0.923980099,-0.011951317,1.529403311,890.9624624,1
781,52.94016,-0.68476,53,52.91598,-0.67985,0.923980099,-0.011951317,0.923558078,-0.011865621,2.708761832,893.6712242,1
782,52.91598,-0.67985,85,52.89964,-0.66752,0.923558078,-0.011865621,0.923272891,-0.011650422,1.996228833,895.6674531,1
783,52.89964,-0.66752,70,52.89543,-0.65556,0.923272891,-0.011650422,0.923199413,-0.01144168,0.928841241,896.5962943,1
784,52.89543,-0.65556,95,52.895,-0.65422,0.923199413,-0.01144168,0.923191908,-0.011418293,0.101814201,896.6981085,1
785,52.895,-0.65422,97,52.8902,-0.64683,0.923191908,-0.011418293,0.923108132,-0.011289313,0.728457812,897.4265663,1
