X,Y,OBJECTID,ACCIDENT_INDEX,POLICE_FORCE,ACCIDENT_SEVERITY,NUMBER_OF_VEHICLES,NUMBER_OF_CASUALTIES,DATE_,DAY_OF_WEEK,TIME,LOCAL_AUTHORITY__DISTRICT_,LOCAL_AUTHORITY__HIGHWAY_,ROAD_TYPE,SPEED_LIMIT,JUNCTION_DETAIL,JUNCTION_CONTROL,PEDESTRIAN_CROSSING_HUMAN_CONT,PEDESTRIAN_CROSSING_PHYSICAL_F,LIGHT_CONDITIONS,WEATHER_CONDITIONS,ROAD_SURFACE_CONDITIONS,SPECIAL_CONDITIONS_AT_SITE,CARRIAGEWAY_HAZARDS,URBAN_OR_RURAL_AREA,DID_POLICE_OFFICER_ATTEND_SCEN,LOCATION_EASTING_OSGR,LOCATION_NORTHING_OSGR,LONGITUDE,LATITUDE,CASUALITY_TYPE,FIRST_ROAD_CLASS,FIRST_ROAD_NUMBER,SECOND_ROAD_CLASS,SECOND_ROAD_NUMBER
-4.253255812,55.86503103,57,201497AB02009,Police Scotland,Slight,1,1,2014/09/26 00:00:00+00,Friday,1900/01/01 00:45:00+00,Glasgow,Glasgow,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,259090,665830,-4.253256,55.865031,,Unclassified,0,,0
-4.257079827,55.85628802,58,201497AB02103,Police Scotland,Slight,1,1,2014/03/21 00:00:00+00,Friday,1900/01/01 10:30:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,No,258819,664865,-4.25708,55.856288,,A,814,A,77
-4.261220812,55.86596303,59,201497AB02207,Police Scotland,Slight,1,1,2014/07/19 00:00:00+00,Saturday,1900/01/01 13:20:00+00,Glasgow,Glasgow,One way street,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,258595,665950,-4.261221,55.865963,,Unclassified,0,Unclassified,0
-4.256752821,55.86194703,60,201497AB02209,Police Scotland,Slight,1,1,2014/09/28 00:00:00+00,Sunday,1900/01/01 02:45:00+00,Glasgow,Glasgow,One way street,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,258860,665494,-4.256753,55.861947,,Unclassified,0,Unclassified,0
-4.258616823,55.86102303,61,201497AB02210,Police Scotland,Slight,1,1,2014/10/25 00:00:00+00,Saturday,1900/01/01 19:05:00+00,Glasgow,Glasgow,One way street,30,T or staggered junction,Give way or uncontrolled,Control by other authorised person,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine + high winds,Wet or damp,None,None,Urban,Yes,258740,665395,-4.258617,55.861023,,Unclassified,0,Unclassified,0
-4.24942883,55.85994202,62,201497AB02212,Police Scotland,Slight,1,1,2014/12/12 00:00:00+00,Friday,1900/01/01 01:30:00+00,Glasgow,Glasgow,Single carriageway,30,Other junction,Auto traffic signal,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,259311,665256,-4.249429,55.859942,,Unclassified,0,Unclassified,0
-4.25404183,55.85654102,63,201497AB02306,Police Scotland,Slight,1,1,2014/06/28 00:00:00+00,Saturday,1900/01/01 16:15:00+00,Glasgow,Glasgow,One way street,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,259010,664887,-4.254042,55.856541,,Unclassified,0,,0
-4.255376816,55.86992603,64,201497AB02307,Police Scotland,Slight,2,1,2014/07/19 00:00:00+00,Saturday,1900/01/01 20:00:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Auto traffic signal,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,258975,666379,-4.255377,55.869926,,Unclassified,0,A,804
-4.24942983,55.85995102,65,201497AB02309,Police Scotland,Slight,1,1,2014/09/28 00:00:00+00,Sunday,1900/01/01 03:25:00+00,Glasgow,Glasgow,Dual carriageway,30,Other junction,Auto traffic signal,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,259311,665257,-4.24943,55.859951,,Unclassified,0,Unclassified,0
-4.236836817,55.86272403,66,201497AB02409,Police Scotland,Slight,1,1,2014/09/29 00:00:00+00,Monday,1900/01/01 14:00:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,260109,665540,-4.236837,55.862724,,A,8,,0
-4.249939824,55.86186502,67,201497AB02503,Police Scotland,Slight,2,1,2014/03/24 00:00:00+00,Monday,1900/01/01 11:00:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,Roadworks,None,Urban,Yes,259286,665471,-4.24994,55.861865,,Unclassified,0,,0
-4.257165829,55.85750802,68,201497AB02505,Police Scotland,Slight,1,1,2014/05/30 00:00:00+00,Friday,1900/01/01 12:00:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258818,665001,-4.257166,55.857508,,Unclassified,0,Unclassified,0
-4.253930813,55.86510803,69,201497AB02603,Police Scotland,Slight,1,1,2014/03/18 00:00:00+00,Tuesday,1900/01/01 16:35:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,259048,665840,-4.253931,55.865108,,Unclassified,0,Unclassified,0
-4.249734831,55.85666502,70,201497AB02705,Police Scotland,Slight,1,1,2014/05/31 00:00:00+00,Saturday,1900/01/01 15:25:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,259280,664892,-4.249735,55.856665,,Unclassified,0,Unclassified,0
-4.261472819,55.86204903,71,201497AB02707,Police Scotland,Slight,1,1,2014/07/23 00:00:00+00,Wednesday,1900/01/01 08:30:00+00,Glasgow,Glasgow,Dual carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,No,258565,665515,-4.261473,55.862049,,Unclassified,0,Unclassified,0
-4.257026824,55.86061202,72,201497AB02711,Police Scotland,Slight,2,1,2014/11/21 00:00:00+00,Friday,1900/01/01 17:10:00+00,Glasgow,Glasgow,One way street,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,No,258838,665346,-4.257027,55.860612,,Unclassified,0,Unclassified,0
-4.250840824,55.86169602,73,201497AB02802,Police Scotland,Slight,1,1,2014/02/15 00:00:00+00,Saturday,1900/01/01 15:30:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,No,259229,665454,-4.250841,55.861696,,Unclassified,0,Unclassified,0
-4.256003823,55.86143903,74,201497AB02808,Police Scotland,Slight,2,2,2014/08/23 00:00:00+00,Saturday,1900/01/01 20:15:00+00,Glasgow,Glasgow,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258905,665436,-4.256004,55.861439,,Unclassified,0,,0
-4.249535819,55.86289702,75,201497AB02901,Police Scotland,Slight,1,1,2014/01/28 00:00:00+00,Tuesday,1900/01/01 14:00:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,259315,665585,-4.249536,55.862897,,Unclassified,0,,0
-4.26866382,55.85682102,76,201497AB02902,Police Scotland,Slight,2,1,2014/02/28 00:00:00+00,Friday,1900/01/01 10:50:00+00,Glasgow,Glasgow,Single carriageway,30,Other junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,258096,664948,-4.268664,55.856821,,Unclassified,0,Unclassified,0
-4.254350828,55.85608602,77,201497AB02903,Police Scotland,Slight,1,1,2014/03/26 00:00:00+00,Wednesday,1900/01/01 11:50:00+00,Glasgow,Glasgow,One way street,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,258989,664837,-4.254351,55.856086,,Unclassified,0,,0
-4.232087817,55.86436503,78,201497AB02907,Police Scotland,Slight,2,1,2014/07/25 00:00:00+00,Friday,1900/01/01 09:00:00+00,Glasgow,Glasgow,Dual carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,260412,665713,-4.232088,55.864365,,Unclassified,0,Unclassified,0
-4.265855817,55.86266003,79,201497AB02909,Police Scotland,Slight,1,1,2014/09/26 00:00:00+00,Friday,1900/01/01 08:15:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Auto traffic signal,None within 50 metres ,Zebra,Daylight,Fine no high winds,Dry,None,None,Urban,No,258293,665592,-4.265856,55.86266,,Unclassified,0,Unclassified,0
-4.254438817,55.86367003,80,201497AB03005,Police Scotland,Slight,1,1,2014/05/07 00:00:00+00,Wednesday,1900/01/01 10:30:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Auto traffic signal,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,259011,665681,-4.254439,55.86367,,Unclassified,0,Unclassified,0
-4.245133819,55.86305803,81,201497AB03011,Police Scotland,Slight,2,1,2014/11/24 00:00:00+00,Monday,1900/01/01 08:20:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,259591,665594,-4.245134,55.863058,,Unclassified,0,Unclassified,0
-4.250636817,55.87004903,82,201497AB03101,Police Scotland,Slight,2,1,2014/01/28 00:00:00+00,Tuesday,1900/01/01 19:20:00+00,Glasgow,Glasgow,Dual carriageway,70,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,No,259272,666383,-4.250637,55.870049,,Motorway,8,,0
-4.257011829,55.85788002,83,201497AB03103,Police Scotland,Serious,1,1,2014/03/28 00:00:00+00,Friday,1900/01/01 22:50:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,258829,665042,-4.257012,55.85788,,Unclassified,0,,0
-4.254999815,55.86893603,84,201497AB03108,Police Scotland,Slight,1,1,2014/08/26 00:00:00+00,Tuesday,1900/01/01 08:10:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258995,666268,-4.255,55.868936,,Unclassified,0,,0
-4.252732828,55.85517202,85,201497AB03110,Police Scotland,Slight,3,5,2014/10/18 00:00:00+00,Saturday,1900/01/01 14:45:00+00,Glasgow,Glasgow,Single carriageway,30,Other junction,Give way or uncontrolled,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,259087,664732,-4.252733,55.855172,,A,814,Unclassified,0
-4.263829818,55.86328203,86,201497AB03307,Police Scotland,Slight,2,1,2014/07/27 00:00:00+00,Sunday,1900/01/01 18:00:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258422,665657,-4.26383,55.863282,,Unclassified,0,Unclassified,0
-4.255886817,55.86382303,87,201497AB03407,Police Scotland,Slight,2,1,2014/07/28 00:00:00+00,Monday,1900/01/01 13:20:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,No,258921,665701,-4.255887,55.863823,,Unclassified,0,Unclassified,0
-4.256016831,55.85834702,88,201497AB03408,Police Scotland,Slight,2,2,2014/08/21 00:00:00+00,Thursday,1900/01/01 17:00:00+00,Glasgow,Glasgow,Unknown,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Unknown,Dry,None,None,Urban,No,258893,665092,-4.256017,55.858347,,Unclassified,0,,0
-4.259052825,55.86028702,89,201497AB03507,Police Scotland,Slight,2,1,2014/07/26 00:00:00+00,Saturday,1900/01/01 09:50:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,No,258710,665314,-4.259053,55.860287,,Unclassified,0,Unclassified,0
-4.251611827,55.86093602,90,201497AB03512,Police Scotland,Fatal,5,17,2014/12/22 00:00:00+00,Monday,1900/01/01 14:30:00+00,Glasgow,Glasgow,One way street,30,T or staggered junction,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,259178,665371,-4.251612,55.860936,,Unclassified,0,Unclassified,0
-4.244070825,55.85653502,91,201497AB03607,Police Scotland,Serious,1,1,2014/07/28 00:00:00+00,Monday,1900/01/01 19:15:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,259634,664866,-4.244071,55.856535,,A,8,Unclassified,0
-4.236851816,55.86299303,92,201497AB03608,Police Scotland,Slight,2,1,2014/08/29 00:00:00+00,Friday,1900/01/01 07:35:00+00,Glasgow,Glasgow,Single carriageway,30,More than 4 arms (not roundabout),Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,260109,665570,-4.236852,55.862993,,Unclassified,0,Unclassified,0
-4.251758829,55.86016002,93,201497AB03611,Police Scotland,Slight,1,1,2014/11/30 00:00:00+00,Sunday,1900/01/01 02:30:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Auto traffic signal,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,No,259166,665285,-4.251759,55.86016,,Unclassified,0,Unclassified,0
-4.252197812,55.86498703,94,201497AB03807,Police Scotland,Slight,1,1,2014/07/29 00:00:00+00,Tuesday,1900/01/01 17:10:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,259156,665823,-4.252198,55.864987,,Unclassified,0,,0
-4.262858814,55.86691303,95,201497AB03808,Police Scotland,Slight,1,1,2014/08/25 00:00:00+00,Monday,1900/01/01 13:00:00+00,Glasgow,Glasgow,One way street,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258496,666059,-4.262859,55.866913,,Unclassified,0,,0
-4.238820819,55.86081903,96,201497AB03811,Police Scotland,Serious,1,1,2014/11/27 00:00:00+00,Thursday,1900/01/01 13:00:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,259978,665332,-4.238821,55.860819,,A,8,,0
-4.266801816,55.86436003,97,201497AB03908,Police Scotland,Slight,4,1,2014/08/30 00:00:00+00,Saturday,1900/01/01 23:30:00+00,Glasgow,Glasgow,One way street,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,258240,665783,-4.266802,55.86436,,Unclassified,0,Unclassified,0
-4.260124815,55.86993803,98,201497AB04007,Police Scotland,Slight,2,1,2014/07/25 00:00:00+00,Friday,1900/01/01 18:20:00+00,Glasgow,Glasgow,Unknown,30,Other junction,Auto traffic signal,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Other,Dry,None,None,Urban,No,258678,666390,-4.260125,55.869938,,A,81,A,804
-4.255202813,55.86498603,99,201497AB04212,Police Scotland,Slight,2,1,2014/12/24 00:00:00+00,Wednesday,1900/01/01 22:00:00+00,Glasgow,Glasgow,One way street,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,258968,665829,-4.255203,55.864986,,Unclassified,0,,0
-4.257059825,55.86062902,100,201497AB04307,Police Scotland,Slight,1,1,2014/07/31 00:00:00+00,Thursday,1900/01/01 18:00:00+00,Glasgow,Glasgow,One way street,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258836,665348,-4.25706,55.860629,,Unclassified,0,Unclassified,0
-4.270328819,55.86044802,101,201497AB05007,Police Scotland,Slight,2,1,2014/07/29 00:00:00+00,Tuesday,1900/01/01 18:35:00+00,Glasgow,Glasgow,Dual carriageway,50,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,258005,665355,-4.270329,55.860448,,Motorway,8,,0
-4.249168816,55.86400903,102,201497AB70103,Police Scotland,Slight,1,1,2014/03/01 00:00:00+00,Saturday,1900/01/01 20:50:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,259342,665708,-4.249169,55.864009,,Unclassified,0,,0
-4.24865583,55.85983902,103,201497AB70104,Police Scotland,Slight,1,1,2014/04/02 00:00:00+00,Wednesday,1900/01/01 09:45:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,No,259359,665243,-4.248656,55.859839,,Unclassified,0,Unclassified,0
-4.246959826,55.86035602,104,201497AB70108,Police Scotland,Serious,4,1,2014/08/14 00:00:00+00,Thursday,1900/01/01 12:33:00+00,Glasgow,Glasgow,One way street,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,259467,665297,-4.24696,55.860356,,Unclassified,0,,0
-4.236541816,55.86539003,105,201497AB70109,Police Scotland,Slight,2,1,2014/09/06 00:00:00+00,Saturday,1900/01/01 12:30:00+00,Glasgow,Glasgow,Dual carriageway,50,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,260137,665836,-4.236542,55.86539,,Motorway,8,,0
-4.238302814,55.86877303,106,201497AB70110,Police Scotland,Slight,2,1,2014/10/04 00:00:00+00,Saturday,1900/01/01 00:01:00+00,Glasgow,Glasgow,Dual carriageway,50,Slip road,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,260039,666216,-4.238303,55.868773,,Motorway,8,A,803
-4.261124825,55.85880202,107,201497AB70111,Police Scotland,Slight,2,1,2014/11/04 00:00:00+00,Tuesday,1900/01/01 17:10:00+00,Glasgow,Glasgow,One way street,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,258575,665153,-4.261125,55.858802,,Unclassified,0,A,814
-4.254208815,55.86439303,108,201497AB70112,Police Scotland,Serious,1,1,2014/12/04 00:00:00+00,Thursday,1900/01/01 09:00:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,259028,665761,-4.254209,55.864393,,Unclassified,0,Unclassified,0
-4.258859815,55.86989803,109,201497AB70201,Police Scotland,Slight,2,1,2014/01/27 00:00:00+00,Monday,1900/01/01 18:59:00+00,Glasgow,Glasgow,Single carriageway,30,Other junction,Auto traffic signal,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,258757,666383,-4.25886,55.869898,,A,81,A,804
-4.238961817,55.86383603,110,201497AB70206,Police Scotland,Slight,1,1,2014/06/07 00:00:00+00,Saturday,1900/01/01 14:31:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,259980,665668,-4.238962,55.863836,,A,803,Unclassified,0
-4.249418833,55.85756102,111,201497AB70209,Police Scotland,Slight,1,1,2014/09/10 00:00:00+00,Wednesday,1900/01/01 11:16:00+00,Glasgow,Glasgow,One way street,30,Other junction,Auto traffic signal,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,259303,664991,-4.249419,55.857561,,Unclassified,0,Unclassified,0
